"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ASUNCION (000)",2551,12,79,226,327,477,870,560
"De 15 a 19 años (002)",48,,,,,,27,21
"De 20 a 24 años (003)",219,,,,,,129,90
"De 25 a 29 años (004)",273,,,,,11,187,75
"De 30 a 34 años (005)",284,,,,,29,205,50
"De 35 a 39 años (006)",290,,,,1,76,176,37
"De 40 a 44 años (007)",211,,,,5,85,94,27
"De 45 a 49 años (008)",201,,,2,25,105,49,20
"De 50 y más años (009)",1025,12,79,224,296,171,3,240
"Sin nivel (010)",1241,11,65,205,252,246,184,278
"De 15 a 19 años (012)",3,,,,,,1,2
"De 20 a 24 años (013)",18,,,,,,5,13
"De 25 a 29 años (014)",18,,,,,3,10,5
"De 30 a 34 años (015)",62,,,,,5,47,10
"De 35 a 39 años (016)",79,,,,,19,46,14
"De 40 a 44 años (017)",85,,,,2,33,36,14
"De 45 a 49 años (018)",123,,,2,10,60,37,14
"De 50 y más años (019)",853,11,65,203,240,126,2,206
"Educacion Inicial (020)",4,,,,,,2,2
"De 20 a 24 años (023)",2,,,,,,1,1
"De 25 a 29 años (024)",1,,,,,,,1
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",602,1,13,16,57,140,287,88
"De 15 a 19 años (032)",20,,,,,,14,6
"De 20 a 24 años (033)",60,,,,,,41,19
"De 25 a 29 años (034)",66,,,,,4,49,13
"De 30 a 34 años (035)",88,,,,,13,66,9
"De 35 a 39 años (036)",104,,,,1,28,66,9
"De 40 a 44 años (037)",78,,,,2,31,40,5
"De 45 a 49 años (038)",53,,,,9,29,10,5
"De 50 y más años (039)",133,1,13,16,45,35,1,22
"Secundaria (040)",443,,,2,6,48,274,113
"De 15 a 19 años (042)",25,,,,,,12,13
"De 20 a 24 años (043)",114,,,,,,76,38
"De 25 a 29 años (044)",130,,,,,2,95,33
"De 30 a 34 años (045)",75,,,,,8,57,10
"De 35 a 39 años (046)",55,,,,,19,29,7
"De 40 a 44 años (047)",19,,,,1,10,4,4
"De 45 a 49 años (048)",8,,,,2,5,1,
"De 50 y más años (049)",17,,,2,3,4,,8
"Sup. no Univ. incompleta (050)",32,,,1,3,1,10,17
"De 20 a 24 años (053)",9,,,,,,1,8
"De 25 a 29 años (054)",9,,,,,,4,5
"De 30 a 34 años (055)",1,,,,,,,1
"De 35 a 39 años (056)",9,,,,,1,5,3
"De 45 a 49 años (058)",1,,,,1,,,
"De 50 y más años (059)",3,,,1,2,,,
"Sup. no Univ. completa (060)",123,,1,1,2,28,61,30
"De 20 a 24 años (063)",8,,,,,,3,5
