"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (032)",213,3,81,81,43,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",6874,171,2352,2407,1691,253
"Otra (034)",34,,20,10,4,
"Ocupación no especificada (035)",993,1,341,351,243,57
,,,,,,
"URBANA (036)",84924,882,26699,32186,21732,3425
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",153,,8,39,99,7
"Profes., científicos e intelectuales (038)",7919,,1427,4148,2252,92
"Técnicos de nivel medio y trab. asimilados (039)",4041,3,1300,1692,946,100
"Jefes y empleados de oficina (040)",2958,,1186,1142,605,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",16163,158,4826,6136,4326,717
"Agricult. trabaj. calif.agrop. y pesqueros (042)",8523,32,1732,2825,3070,864
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",7400,68,2664,2537,1818,313
"Obreros construc., conf., papel, fab., instr. (044)",10968,26,3540,4372,2737,293
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",24161,587,9261,8243,5173,897
"Otra (046)",787,,117,417,253,
"Ocupación no especificada (047)",1851,8,638,635,453,117
"Hombres (048)",60786,681,19482,22287,15628,2708
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",94,,6,24,61,3
"Profes., científicos e intelectuales (050)",3324,,513,1608,1131,72
"Técnicos de nivel medio y trab. asimilados (051)",2530,2,733,1051,654,90
"Jefes y empleados de oficina (052)",1486,,494,607,365,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",8447,110,2680,3095,2169,393
"Agricult. trabaj. calif.agrop. y pesqueros (054)",8265,28,1670,2746,2990,831
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",6386,62,2389,2144,1515,276
"Obreros construc., conf., papel, fab., instr. (056)",10758,23,3461,4291,2695,288
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",17826,448,7125,6013,3575,665
"Otra (058)",753,,97,407,249,
"Ocupación no especificada (059)",917,8,314,301,224,70
"Mujeres (060)",24138,201,7217,9899,6104,717
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",59,,2,15,38,4
"Profes., científicos e intelectuales (062)",4595,,914,2540,1121,20
"Técnicos de nivel medio y trab. asimilados (063)",1511,1,567,641,292,10
"Jefes y empleados de oficina (064)",1472,,692,535,240,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",7716,48,2146,3041,2157,324
"Agricult. trabaj. calif.agrop. y pesqueros (066)",258,4,62,79,80,33
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",1014,6,275,393,303,37
"Obreros construc., conf., papel, fab., instr. (068)",210,3,79,81,42,5
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",6335,139,2136,2230,1598,232
"Otra (070)",34,,20,10,4,
"Ocupación no especificada (071)",934,,324,334,229,47
,,,,,,
"RURAL (072)",8544,176,3052,2731,1948,637
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,1,3,5,1
"Profes., científicos e intelectuales (074)",103,,32,59,11,1
"Técnicos de nivel medio y trab. asimilados (075)",65,,25,27,11,2
"Jefes y empleados de oficina (076)",44,,21,15,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",356,5,118,129,90,14
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2793,14,561,896,929,393
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",170,1,77,46,41,5
"Obreros construc., conf., papel, fab., instr. (080)",232,,83,93,50,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",4473,155,1971,1396,755,196
"Otra (082)",39,,9,17,13,
"Ocupación no especificada (083)",259,1,154,50,35,19
"Hombres (084)",7552,141,2685,2400,1750,576
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",6,,1,2,2,1
"Profes., científicos e intelectuales (086)",44,,11,25,7,1
"Técnicos de nivel medio y trab. asimilados (087)",33,,8,17,7,1
"Jefes y empleados de oficina (088)",31,,14,9,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",182,3,64,73,36,6
"Agricult. trabaj. calif.agrop. y pesqueros (090)",2713,14,538,875,911,375
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",141,1,67,37,34,2
"Obreros construc., conf., papel, fab., instr. (092)",229,,81,93,49,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",3934,123,1755,1219,662,175
"Otra (094)",39,,9,17,13,
"Ocupación no especificada (095)",200,,137,33,21,9
"Mujeres (096)",992,35,367,331,198,61
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",4,,,1,3,
"Profes., científicos e intelectuales (098)",59,,21,34,4,
"Técnicos de nivel medio y trab. asimilados (099)",32,,17,10,4,1
"Jefes y empleados de oficina (100)",13,,7,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",174,2,54,56,54,8
"Agricult. trabaj. calif.agrop. y pesqueros (102)",80,,23,21,18,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",29,,10,9,7,3
"Obreros construc., conf., papel, fab., instr. (104)",3,,2,,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",539,32,216,177,93,21
"Ocupación no especificada (107)",59,1,17,17,14,10
