"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",85,,,1,8,5,16,9,46
"Profes., científicos e intelectuales (038)",2464,,,,38,79,503,90,1754
"Técnicos de nivel medio ytrab.asimilados (039)",1911,10,1,40,304,322,442,500,292
"Jefes y empleados de oficina (040)",1614,1,,10,385,244,338,266,370
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",5414,167,9,964,2415,515,449,520,375
"Agricult.trabaj. calif.agrop. y pesquros (042)",1418,68,2,434,565,99,74,85,91
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3092,50,5,413,1572,301,293,263,195
"Obreros. construc., conf., papel, fab., instr (044)",4344,48,6,587,2284,403,295,453,268
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",5808,180,9,1316,2802,490,299,421,291
"Otra (046)",329,,,,53,26,161,52,37
"Ocupación no especificada (047)",1145,30,2,171,519,107,97,94,125
"Hombres (048)",17458,186,14,2177,7474,1643,1727,1820,2417
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",72,,,1,5,4,15,9,38
"Profes., científicos e intelectuales (050)",1318,,,,21,22,203,51,1021
"Técnicos de nivel medio ytrab.asimilados (051)",1185,4,1,24,177,230,251,314,184
"Jefes y empleados de oficina (052)",760,1,,5,208,99,127,113,207
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1904,20,2,225,876,208,174,230,169
"Agricult.trabaj. calif.agrop. y pesquros (054)",1187,30,,359,499,83,60,74,82
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2705,31,4,328,1407,272,256,237,170
"Obreros. construc., conf., papel, fab., instr (056)",4225,40,6,563,2239,390,282,442,263
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3144,50,1,593,1669,251,154,246,180
"Otra (058)",314,,,,52,24,152,51,35
"Ocupación no especificada (059)",644,10,,79,321,60,53,53,68
"Mujeres (060)",10166,368,20,1759,3471,948,1240,933,1427
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",13,,,,3,1,1,,8
"Profes., científicos e intelectuales (062)",1146,,,,17,57,300,39,733
"Técnicos de nivel medio ytrab.asimilados (063)",726,6,,16,127,92,191,186,108
"Jefes y empleados de oficina (064)",854,,,5,177,145,211,153,163
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",3510,147,7,739,1539,307,275,290,206
"Agricult.trabaj. calif.agrop. y pesquros (066)",231,38,2,75,66,16,14,11,9
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",387,19,1,85,165,29,37,26,25
"Obreros. construc., conf., papel, fab., instr (068)",119,8,,24,45,13,13,11,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2664,130,8,723,1133,239,145,175,111
"Otra (070)",15,,,,1,2,9,1,2
"Ocupación no especificada (071)",501,20,2,92,198,47,44,41,57
,,,,,,,,,
"RURAL (072)",6381,436,11,1705,2728,392,442,298,369
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,,,,1,1,1,1,2
"Profes., científicos e intelectuales (074)",136,,,,10,7,26,2,91
"Técnicos de nivel medio ytrab.asimilados (075)",178,1,,8,32,29,63,21,24
"Jefes y empleados de oficina (076)",40,,,1,15,2,8,7,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",678,45,3,169,323,44,50,23,21
"Agricult.trabaj. calif.agrop. y pesquros (078)",1850,197,3,696,636,88,81,72,77
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",544,8,,110,287,38,44,27,30
"Obreros. construc., conf., papel, fab., instr (080)",645,5,,80,307,64,77,63,49
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2126,160,5,586,1045,109,81,76,64
"Otra (082)",2,,,,1,,,,1
"Ocupación no especificada (083)",176,20,,55,71,10,11,6,3
"Hombres (084)",5027,247,5,1299,2256,312,354,251,303
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,,1,1,,1,2
"Profes., científicos e intelectuales (086)",73,,,,1,1,14,,57
"Técnicos de nivel medio ytrab.asimilados (087)",137,,,5,27,26,45,15,19
"Jefes y empleados de oficina (088)",27,,,,14,,4,5,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",221,5,,45,99,21,27,11,13
"Agricult.trabaj. calif.agrop. y pesquros (090)",1700,155,2,645,602,80,75,68,73
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",519,7,,103,276,37,42,26,28
"Obreros. construc., conf., papel, fab., instr (092)",632,4,,77,301,62,77,63,48
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1643,75,3,406,902,80,63,58,56
"Otra (094)",1,,,,1,,,,
"Ocupación no especificada (095)",69,1,,18,32,4,7,4,3
"Mujeres (096)",1354,189,6,406,472,80,88,47,66
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",63,,,,9,6,12,2,34
"Técnicos de nivel medio ytrab.asimilados (099)",41,1,,3,5,3,18,6,5
"Jefes y empleados de oficina (100)",13,,,1,1,2,4,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",457,40,3,124,224,23,23,12,8
"Agricult.trabaj. calif.agrop. y pesquros (102)",150,42,1,51,34,8,6,4,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",25,1,,7,11,1,2,1,2
"Obreros. construc., conf., papel, fab., instr (104)",13,1,,3,6,2,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",483,85,2,180,143,29,18,18,8
"Otra (106)",1,,,,,,,,1
"Ocupación no especificada (107)",107,19,,37,39,6,4,2,
