"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia GRAU (000)",25090,12760,12330,9980,4951,5029,15110,7809,7301
"Menores de 1 año (001)",531,263,268,201,101,100,330,162,168
"Menores de 1 mes (002)",47,19,28,16,7,9,31,12,19
"De 1 a 11 meses (003)",484,244,240,185,94,91,299,150,149
"De 1 a 4 años (004)",2525,1285,1240,948,480,468,1577,805,772
"1 año (005)",541,272,269,202,99,103,339,173,166
"2 años (006)",694,353,341,254,131,123,440,222,218
"3 años (007)",704,359,345,294,153,141,410,206,204
"4 años (008)",586,301,285,198,97,101,388,204,184
"De 5 a 9 años (009)",3091,1592,1499,1194,590,604,1897,1002,895
"5 años (010)",526,276,250,201,102,99,325,174,151
"6 años (011)",581,312,269,243,126,117,338,186,152
"7 años (012)",625,312,313,246,134,112,379,178,201
"8 años (013)",701,362,339,267,118,149,434,244,190
"9 años (014)",658,330,328,237,110,127,421,220,201
"De 10 a 14 años (015)",3607,1917,1690,1403,710,693,2204,1207,997
"10 años (016)",693,347,346,239,115,124,454,232,222
"11 años (017)",726,385,341,278,140,138,448,245,203
"12 años (018)",842,447,395,317,159,158,525,288,237
"13 años (019)",683,375,308,284,151,133,399,224,175
"14 años (020)",663,363,300,285,145,140,378,218,160
"De 15 a 19 años (021)",2095,1152,943,977,540,437,1118,612,506
"15 años (022)",522,303,219,249,143,106,273,160,113
"16 años (023)",463,253,210,206,122,84,257,131,126
"17 años (024)",435,243,192,199,109,90,236,134,102
"18 años (025)",369,200,169,177,101,76,192,99,93
"19 años (026)",306,153,153,146,65,81,160,88,72
"De 20 a 24 años (027)",1384,679,705,657,312,345,727,367,360
"20 años (028)",302,145,157,160,71,89,142,74,68
"21 años (029)",229,109,120,116,54,62,113,55,58
"22 años (030)",282,137,145,127,67,60,155,70,85
"23 años (031)",284,146,138,120,55,65,164,91,73
"24 años (032)",287,142,145,134,65,69,153,77,76
"De 25 a 29 años (033)",1447,720,727,658,308,350,789,412,377
"25 años (034)",300,141,159,138,56,82,162,85,77
"26 años (035)",286,141,145,133,70,63,153,71,82
"27 años (036)",309,155,154,136,66,70,173,89,84
"28 años (037)",291,150,141,116,54,62,175,96,79
"29 años (038)",261,133,128,135,62,73,126,71,55
"De 30 a 34 años (039)",1474,741,733,642,329,313,832,412,420
"30 años (040)",353,192,161,163,89,74,190,103,87
"31 años (041)",226,118,108,95,50,45,131,68,63
"32 años (042)",339,168,171,150,78,72,189,90,99
"33 años (043)",299,138,161,134,63,71,165,75,90
"34 años (044)",257,125,132,100,49,51,157,76,81
"De 35 a 39 años (045)",1375,683,692,587,279,308,788,404,384
"35 años (046)",302,160,142,122,62,60,180,98,82
