"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",8676,7688,490,330,168
"Agric., ganadería, caza y silvicultura (045)",4561,4386,157,17,1
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",5,5,,,
"Industrias manufactureras (048)",161,150,8,3,
"Suministro de electricidad, gas y agua (049)",2,2,,,
"Construcción (050)",11,9,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",734,707,21,5,1
"Venta, mant.y rep. veh.autom y motoc. (052)",11,11,,,
"Comercio al por mayor (053)",36,32,2,1,1
"Comercio al por menor (054)",687,664,19,4,
"Hoteles y restaurantes (055)",386,372,10,4,
"Trans., almac. y comunicaciones (056)",31,23,5,,3
"Intermediación financiera (057)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (058)",105,61,13,21,10
"Admin.pub. y defensa; p. segur soc.afil (059)",43,,,,43
"Enseñanza (060)",916,453,195,246,22
"Servicios sociales y de salud (061)",141,46,11,9,75
"Otras activ. serv.comun.soc y personales (062)",129,106,12,6,5
"Hogares privados con servicio doméstico (063)",418,418,,,
"Actividad economica no especificada (065)",1029,948,57,17,7
,,,,,
"URBANA (066)",7544,5926,554,593,471
"Agric., ganadería, caza y silvicultura (067)",2643,2507,113,19,4
"Pesca (068)",2,2,,,
"Explotación de minas y canteras (069)",5,4,,,1
"Industrias manufactureras (070)",327,307,14,4,2
"Suministro de electricidad, gas y agua (071)",33,4,3,26,
"Construcción (072)",420,283,81,48,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1151,1103,39,8,1
"Venta, mant.y rep. veh.autom y motoc. (074)",100,94,4,1,1
"Comercio al por mayor (075)",70,60,9,1,
"Comercio al por menor (076)",981,949,26,6,
"Hoteles y restaurantes (077)",293,272,14,7,
"Trans., almac. y comunicaciones (078)",457,377,42,25,13
"Intermediación financiera (079)",8,4,,2,2
"Activid.inmobil., empres. y alquileres (080)",194,99,29,43,23
"Admin.pub. y defensa; p. segur soc.afil (081)",259,,,,259
"Enseñanza (082)",860,296,157,358,49
"Servicios sociales y de salud (083)",151,46,11,11,83
"Otras activ. serv.comun.soc y personales (084)",197,148,24,13,12
"Hogares privados con servicio doméstico (085)",178,178,,,
"Actividad economica no especificada (087)",366,296,27,29,14
"Hombres (088)",5231,4136,374,372,349
"Agric., ganadería, caza y silvicultura (089)",2282,2164,98,16,4
"Pesca (090)",1,1,,,
"Explotación de minas y canteras (091)",5,4,,,1
"Industrias manufactureras (092)",238,224,9,3,2
"Suministro de electricidad, gas y agua (093)",31,2,3,26,
"Construcción (094)",414,279,80,47,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",713,682,25,5,1
"Venta, mant.y rep. veh.autom y motoc. (096)",92,86,4,1,1
"Comercio al por mayor (097)",52,44,7,1,
"Comercio al por menor (098)",569,552,14,3,
"Hoteles y restaurantes (099)",76,66,7,3,
"Trans., almac. y comunicaciones (100)",427,355,37,25,10
"Intermediación financiera (101)",5,3,,1,1
"Activid.inmobil., empres. y alquileres (102)",109,53,19,24,13
"Admin.pub. y defensa; p. segur soc.afil (103)",227,,,,227
"Enseñanza (104)",392,100,67,195,30
"Servicios sociales y de salud (105)",73,29,4,2,38
"Otras activ. serv.comun.soc y personales (106)",98,71,12,8,7
"Hogares privados con servicio doméstico (107)",6,6,,,
"Actividad economica no especificada (109)",134,97,13,17,7
"Mujeres (110)",2313,1790,180,221,122
"Agric., ganadería, caza y silvicultura (111)",361,343,15,3,
"Pesca (112)",1,1,,,
"Industrias manufactureras (114)",89,83,5,1,
"Suministro de electricidad, gas y agua (115)",2,2,,,
"Construcción (116)",6,4,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",438,421,14,3,
"Venta, mant.y rep. veh.autom y motoc. (118)",8,8,,,
"Comercio al por mayor (119)",18,16,2,,
"Comercio al por menor (120)",412,397,12,3,
"Hoteles y restaurantes (121)",217,206,7,4,
"Trans., almac. y comunicaciones (122)",30,22,5,,3
"Intermediación financiera (123)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (124)",85,46,10,19,10
"Admin.pub. y defensa; p. segur soc.afil (125)",32,,,,32
"Enseñanza (126)",468,196,90,163,19
"Servicios sociales y de salud (127)",78,17,7,9,45
"Otras activ. serv.comun.soc y personales (128)",99,77,12,5,5
"Hogares privados con servicio doméstico (129)",172,172,,,
"Actividad economica no especificada (131)",232,199,14,12,7
,,,,,
"RURAL (132)",36295,34560,1246,351,138
"Agric., ganadería, caza y silvicultura (133)",31972,31071,825,71,5
"Pesca (134)",5,5,,,
"Explotación de minas y canteras (135)",14,14,,,
"Industrias manufactureras (136)",256,244,9,2,1
"Suministro de electricidad, gas y agua (137)",27,1,1,25,
"Construcción (138)",251,195,36,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",811,781,20,9,1
"Venta, mant.y rep. veh.autom y motoc. (140)",34,27,3,4,
"Comercio al por mayor (141)",58,52,4,1,1
"Comercio al por menor (142)",719,702,13,4,
"Hoteles y restaurantes (143)",194,189,5,,
"Trans., almac. y comunicaciones (144)",332,304,15,12,1
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",42,30,7,4,1
"Admin.pub. y defensa; p. segur soc.afil (147)",57,,,,57
"Enseñanza (148)",879,410,260,194,15
"Servicios sociales y de salud (149)",116,54,11,,51
"Otras activ. serv.comun.soc y personales (150)",91,79,7,2,3
"Hogares privados con servicio doméstico (151)",271,271,,,
"Actividad economica no especificada (153)",976,911,50,12,3
"Hombres (154)",29932,28662,936,242,92
"Agric., ganadería, caza y silvicultura (155)",27772,27028,683,57,4
"Pesca (156)",5,5,,,
"Explotación de minas y canteras (157)",9,9,,,
"Industrias manufactureras (158)",184,177,6,,1
"Suministro de electricidad, gas y agua (159)",27,1,1,25,
"Construcción (160)",246,190,36,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",515,495,13,7,
"Venta, mant.y rep. veh.autom y motoc. (162)",31,24,3,4,
"Comercio al por mayor (163)",40,36,4,,
"Comercio al por menor (164)",444,435,6,3,
"Hoteles y restaurantes (165)",25,23,2,,
"Trans., almac. y comunicaciones (166)",331,303,15,12,1
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",22,15,4,2,1
"Admin.pub. y defensa; p. segur soc.afil (169)",46,,,,46
"Enseñanza (170)",431,153,155,111,12
"Servicios sociales y de salud (171)",53,25,7,,21
"Otras activ. serv.comun.soc y personales (172)",61,50,7,1,3
"Hogares privados con servicio doméstico (173)",25,25,,,
"Actividad economica no especificada (175)",179,162,7,7,3
"Mujeres (176)",6363,5898,310,109,46
"Agric., ganadería, caza y silvicultura (177)",4200,4043,142,14,1
"Explotación de minas y canteras (179)",5,5,,,
"Industrias manufactureras (180)",72,67,3,2,
"Construcción (182)",5,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",296,286,7,2,1
"Venta, mant.y rep. veh.autom y motoc. (184)",3,3,,,
"Comercio al por mayor (185)",18,16,,1,1
"Comercio al por menor (186)",275,267,7,1,
"Hoteles y restaurantes (187)",169,166,3,,
"Trans., almac. y comunicaciones (188)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",20,15,3,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",448,257,105,83,3
"Servicios sociales y de salud (193)",63,29,4,,30
"Otras activ. serv.comun.soc y personales (194)",30,29,,1,
"Hogares privados con servicio doméstico (195)",246,246,,,
"Actividad economica no especificada (197)",797,749,43,5,
