"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PACHITEA (000)",55830,3492,9277,8569,5988,9666,7016,8971,2851
"Sin nivel (001)",16396,3492,2553,297,476,1691,1951,3996,1940
"Educación inicial (002)",1409,,1255,31,22,72,29,,
"Primaria (003)",30417,,5469,7244,3007,5462,4040,4328,867
"Secundaria (004)",6249,,,997,2387,1778,645,418,24
"Superior no univ. incompleto (005)",313,,,,52,192,37,31,1
"Superior no univ. completo (006)",275,,,,,122,107,39,7
"Superior univ. incompleto (007)",301,,,,44,161,48,46,2
"Superior univ. completo (008)",470,,,,,188,159,113,10
"Hombres (010)",28214,1710,4647,4396,3068,4729,3549,4678,1437
"Sin nivel (011)",6273,1710,1234,129,148,482,593,1270,707
"Educación inicial (012)",688,,629,18,9,21,11,,
"Primaria (013)",16728,,2784,3733,1483,2784,2302,2943,699
"Secundaria (014)",3755,,,516,1381,1091,448,302,17
"Superior no univ. incompleto (015)",178,,,,25,104,21,28,
"Superior no univ. completo (016)",144,,,,,57,60,21,6
"Superior univ. incompleto (017)",187,,,,22,96,33,35,1
"Superior univ. completo (018)",261,,,,,94,81,79,7
"Mujeres (020)",27616,1782,4630,4173,2920,4937,3467,4293,1414
"Sin nivel (021)",10123,1782,1319,168,328,1209,1358,2726,1233
"Educación inicial (022)",721,,626,13,13,51,18,,
"Primaria (023)",13689,,2685,3511,1524,2678,1738,1385,168
"Secundaria (024)",2494,,,481,1006,687,197,116,7
"Superior no univ. incompleto (025)",135,,,,27,88,16,3,1
"Superior no univ. completo (026)",131,,,,,65,47,18,1
"Superior univ. incompleto (027)",114,,,,22,65,15,11,1
"Superior univ. completo (028)",209,,,,,94,78,34,3
,,,,,,,,,
"URBANA (030)",8127,410,1086,1181,943,1407,1231,1485,384
"Sin nivel (031)",1428,410,146,18,28,117,145,393,171
"Educación inicial (032)",220,,200,3,2,10,5,,
"Primaria (033)",3643,,740,840,205,403,563,706,186
"Secundaria (034)",1924,,,320,652,457,270,211,14
"Superior no univ. incompleto (035)",192,,,,27,118,23,23,1
"Superior no univ. completo (036)",195,,,,,80,81,29,5
"Superior univ. incompleto (037)",208,,,,29,103,35,40,1
"Superior univ. completo (038)",317,,,,,119,109,83,6
"Hombres (040)",4092,202,557,602,489,661,599,786,196
"Sin nivel (041)",504,202,72,7,7,27,36,108,45
"Educación inicial (042)",115,,107,2,1,3,2,,
"Primaria (043)",1930,,378,446,103,174,272,426,131
"Secundaria (044)",1057,,,147,355,255,159,131,10
"Superior no univ. incompleto (045)",99,,,,11,57,10,21,
"Superior no univ. completo (046)",97,,,,,38,40,14,5
"Superior univ. incompleto (047)",123,,,,12,53,26,31,1
"Superior univ. completo (048)",167,,,,,54,54,55,4
"Mujeres (050)",4035,208,529,579,454,746,632,699,188
"Sin nivel (051)",924,208,74,11,21,90,109,285,126
"Educación inicial (052)",105,,93,1,1,7,3,,
"Primaria (053)",1713,,362,394,102,229,291,280,55
"Secundaria (054)",867,,,173,297,202,111,80,4
"Superior no univ. incompleto (055)",93,,,,16,61,13,2,1
"Superior no univ. completo (056)",98,,,,,42,41,15,
"Superior univ. incompleto (057)",85,,,,17,50,9,9,
"Superior univ. completo (058)",150,,,,,65,55,28,2
,,,,,,,,,
"RURAL (060)",47703,3082,8191,7388,5045,8259,5785,7486,2467
"Sin nivel (061)",14968,3082,2407,279,448,1574,1806,3603,1769
"Educación inicial (062)",1189,,1055,28,20,62,24,,
"Primaria (063)",26774,,4729,6404,2802,5059,3477,3622,681
"Secundaria (064)",4325,,,677,1735,1321,375,207,10
"Superior no univ. incompleto (065)",121,,,,25,74,14,8,
"Superior no univ. completo (066)",80,,,,,42,26,10,2
"Superior univ. incompleto (067)",93,,,,15,58,13,6,1
"Superior univ. completo (068)",153,,,,,69,50,30,4
"Hombres (070)",24122,1508,4090,3794,2579,4068,2950,3892,1241
"Sin nivel (071)",5769,1508,1162,122,141,455,557,1162,662
"Educación inicial (072)",573,,522,16,8,18,9,,
"Primaria (073)",14798,,2406,3287,1380,2610,2030,2517,568
"Secundaria (074)",2698,,,369,1026,836,289,171,7
"Superior no univ. incompleto (075)",79,,,,14,47,11,7,
"Superior no univ. completo (076)",47,,,,,19,20,7,1
"Superior univ. incompleto (077)",64,,,,10,43,7,4,
"Superior univ. completo (078)",94,,,,,40,27,24,3
"Mujeres (080)",23581,1574,4101,3594,2466,4191,2835,3594,1226
"Sin nivel (081)",9199,1574,1245,157,307,1119,1249,2441,1107
"Educación inicial (082)",616,,533,12,12,44,15,,
"Primaria (083)",11976,,2323,3117,1422,2449,1447,1105,113
"Secundaria (084)",1627,,,308,709,485,86,36,3
"Superior no univ. incompleto (085)",42,,,,11,27,3,1,
"Superior no univ. completo (086)",33,,,,,23,6,3,1
"Superior univ. incompleto (087)",29,,,,5,15,6,2,1
"Superior univ. completo (088)",59,,,,,29,23,6,1
