"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1052,,,,153,460,239,178,22
"Superior no univ. completo (036)",2302,,,,,666,865,721,50
"Superior univ. incompleto (037)",853,,,,162,397,139,147,8
"Superior univ. completo (038)",2456,,,,,566,821,1001,68
"Hombres (040)",14944,548,1576,1867,1630,2271,2267,3616,1169
"Sin nivel (041)",1028,548,90,10,12,35,41,137,155
"Educación inicial (042)",420,,392,14,2,3,9,,
"Primaria (043)",5287,,1094,1068,175,336,431,1388,795
"Secundaria (044)",4605,,,775,1306,874,709,825,116
"Superior no univ. incompleto (045)",525,,,,59,225,115,107,19
"Superior no univ. completo (046)",1186,,,,,318,437,401,30
"Superior univ. incompleto (047)",446,,,,76,193,78,94,5
"Superior univ. completo (048)",1447,,,,,287,447,664,49
"Mujeres (050)",15682,550,1495,1768,1723,2728,2585,3644,1189
"Sin nivel (051)",2434,550,86,14,25,85,188,823,663
"Educación inicial (052)",416,,388,9,5,10,4,,
"Primaria (053)",5495,,1021,1048,225,618,746,1399,438
"Secundaria (054)",4278,,,697,1288,949,660,641,43
"Superior no univ. incompleto (055)",527,,,,94,235,124,71,3
"Superior no univ. completo (056)",1116,,,,,348,428,320,20
"Superior univ. incompleto (057)",407,,,,86,204,61,53,3
"Superior univ. completo (058)",1009,,,,,279,374,337,19
,,,,,,,,,
"RURAL (060)",120168,5799,14913,16791,12573,19192,16203,24526,10171
"Sin nivel (061)",27724,5799,1757,195,372,1531,2871,9184,6015
"Educación inicial (062)",2896,,2796,21,14,37,28,,
"Primaria (063)",66076,,10360,12429,4976,10935,9809,13497,4070
"Secundaria (064)",20727,,,4146,6993,5443,2710,1363,72
"Superior no univ. incompleto (065)",807,,,,157,401,157,92,
"Superior no univ. completo (066)",1052,,,,,488,368,189,7
"Superior univ. incompleto (067)",321,,,,61,155,61,43,1
"Superior univ. completo (068)",565,,,,,202,199,158,6
"Hombres (070)",58125,2904,7536,8445,6307,9126,7565,11363,4879
"Sin nivel (071)",8218,2904,883,73,128,366,559,1687,1618
"Educación inicial (072)",1452,,1417,10,6,11,8,,
"Primaria (073)",33949,,5236,6153,2024,4613,4519,8215,3189
"Secundaria (074)",12569,,,2209,4035,3318,1886,1059,62
"Superior no univ. incompleto (075)",520,,,,79,249,115,77,
"Superior no univ. completo (076)",772,,,,,328,284,155,5
"Superior univ. incompleto (077)",237,,,,35,119,47,36,
"Superior univ. completo (078)",408,,,,,122,147,134,5
"Mujeres (080)",62043,2895,7377,8346,6266,10066,8638,13163,5292
"Sin nivel (081)",19506,2895,874,122,244,1165,2312,7497,4397
"Educación inicial (082)",1444,,1379,11,8,26,20,,
"Primaria (083)",32127,,5124,6276,2952,6322,5290,5282,881
"Secundaria (084)",8158,,,1937,2958,2125,824,304,10
"Superior no univ. incompleto (085)",287,,,,78,152,42,15,
"Superior no univ. completo (086)",280,,,,,160,84,34,2
"Superior univ. incompleto (087)",84,,,,26,36,14,7,1
"Superior univ. completo (088)",157,,,,,80,52,24,1
