"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PASCO (000)",150717,149483,751,483
"Hombres (001)",76788,76236,300,252
"Mujeres (002)",73929,73247,451,231
"Menores de 1 año (003)",2618,2298,228,92
"Hombres (004)",1306,1142,112,52
"Mujeres (005)",1312,1156,116,40
"De 1 a 5 años (006)",14971,14337,257,377
"Hombres (007)",7624,7298,132,194
"Mujeres (008)",7347,7039,125,183
"De 6 a 14 años (009)",29589,29565,20,4
"Hombres (010)",15133,15123,8,2
"Mujeres (011)",14456,14442,12,2
"De 15 a 29 años (012)",46181,46153,25,3
"Hombres (013)",23404,23396,6,2
"Mujeres (014)",22777,22757,19,1
"De 30 a 44 años (015)",31476,31455,19,2
"Hombres (016)",16291,16285,6,
"Mujeres (017)",15185,15170,13,2
"De 45 a 64 años (018)",19481,19431,48,2
"Hombres (019)",10063,10052,10,1
"Mujeres (020)",9418,9379,38,1
"De 65 a más años (021)",6401,6244,154,3
"Hombres (022)",2967,2940,26,1
"Mujeres (023)",3434,3304,128,2
,,,,
"URBANA (024)",114821,113976,504,341
"Hombres (025)",57777,57401,204,172
"Mujeres (026)",57044,56575,300,169
"Menores de 1 año (027)",2037,1819,155,63
"Hombres (028)",1014,899,79,36
"Mujeres (029)",1023,920,76,27
"De 1 a 5 años (030)",11324,10861,195,268
"Hombres (031)",5803,5574,98,131
"Mujeres (032)",5521,5287,97,137
"De 6 a 14 años (033)",22244,22230,10,4
"Hombres (034)",11307,11301,4,2
"Mujeres (035)",10937,10929,6,2
"De 15 a 29 años (036)",34989,34969,17,3
"Hombres (037)",17458,17451,5,2
"Mujeres (038)",17531,17518,12,1
"De 30 a 44 años (039)",24581,24572,9,
"Hombres (040)",12434,12431,3,
"Mujeres (041)",12147,12141,6,
"De 45 a 64 años (042)",15053,15029,24,
"Hombres (043)",7683,7679,4,
"Mujeres (044)",7370,7350,20,
"De 65 a más años (045)",4593,4496,94,3
"Hombres (046)",2078,2066,11,1
"Mujeres (047)",2515,2430,83,2
,,,,
"RURAL (048)",35896,35507,247,142
"Hombres (049)",19011,18835,96,80
"Mujeres (050)",16885,16672,151,62
"Menores de 1 año (051)",581,479,73,29
"Hombres (052)",292,243,33,16
"Mujeres (053)",289,236,40,13
"De 1 a 5 años (054)",3647,3476,62,109
"Hombres (055)",1821,1724,34,63
"Mujeres (056)",1826,1752,28,46
"De 6 a 14 años (057)",7345,7335,10,
"Hombres (058)",3826,3822,4,
"Mujeres (059)",3519,3513,6,
"De 15 a 29 años (060)",11192,11184,8,
"Hombres (061)",5946,5945,1,
"Mujeres (062)",5246,5239,7,
"De 30 a 44 años (063)",6895,6883,10,2
"Hombres (064)",3857,3854,3,
"Mujeres (065)",3038,3029,7,2
"De 45 a 64 años (066)",4428,4402,24,2
"Hombres (067)",2380,2373,6,1
"Mujeres (068)",2048,2029,18,1
"De 65 a más años (069)",1808,1748,60,
"Hombres (070)",889,874,15,
"Mujeres (071)",919,874,45,
