"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BARRANCA (000)",104495,14187,19490,20803,17343,12840,19832
"Conviviente (001)",28204,299,4971,9707,7023,3575,2629
"Separado(a) (002)",4498,29,393,966,1108,917,1085
"Casado(a) (003)",28222,33,678,3906,6293,6325,10987
"Viudo(a) (004)",4401,3,10,70,180,460,3678
"Divorciado(a) (005)",391,,10,35,89,104,153
"Soltero(a) (006)",38779,13823,13428,6119,2650,1459,1300
"Hombres (008)",52318,7169,9892,10317,8457,6339,10144
"Conviviente (009)",13715,115,1819,4600,3621,1980,1580
"Separado(a) (010)",1509,7,84,265,359,312,482
"Casado(a) (011)",13903,15,210,1610,2817,3030,6221
"Viudo(a) (012)",1210,1,1,14,47,97,1050
"Divorciado(a) (013)",171,,7,8,34,47,75
"Soltero(a) (014)",21810,7031,7771,3820,1579,873,736
"Mujeres (016)",52177,7018,9598,10486,8886,6501,9688
"Conviviente (017)",14489,184,3152,5107,3402,1595,1049
"Separado(a) (018)",2989,22,309,701,749,605,603
"Casado(a) (019)",14319,18,468,2296,3476,3295,4766
"Viudo(a) (020)",3191,2,9,56,133,363,2628
"Divorciado(a) (021)",220,,3,27,55,57,78
"Soltero(a) (022)",16969,6792,5657,2299,1071,586,564
,,,,,,,
"URBANA (024)",89455,12058,16500,17623,15029,11070,17175
"Conviviente (025)",23087,250,4027,7903,5816,2934,2157
"Separado(a) (026)",3968,25,348,858,980,807,950
"Casado(a) (027)",24747,27,577,3429,5612,5517,9585
"Viudo(a) (028)",3813,3,9,59,152,403,3187
"Divorciado(a) (029)",361,,10,35,86,98,132
"Soltero(a) (030)",33479,11753,11529,5339,2383,1311,1164
"Hombres (032)",44360,6065,8298,8605,7251,5444,8697
"Conviviente (033)",11151,102,1478,3691,2973,1625,1282
"Separado(a) (034)",1325,6,83,232,313,275,416
"Casado(a) (035)",12144,13,181,1403,2501,2650,5396
"Viudo(a) (036)",1038,1,1,11,40,79,906
"Divorciado(a) (037)",155,,7,8,32,44,64
"Soltero(a) (038)",18547,5943,6548,3260,1392,771,633
"Mujeres (040)",45095,5993,8202,9018,7778,5626,8478
"Conviviente (041)",11936,148,2549,4212,2843,1309,875
"Separado(a) (042)",2643,19,265,626,667,532,534
"Casado(a) (043)",12603,14,396,2026,3111,2867,4189
"Viudo(a) (044)",2775,2,8,48,112,324,2281
"Divorciado(a) (045)",206,,3,27,54,54,68
"Soltero(a) (046)",14932,5810,4981,2079,991,540,531
,,,,,,,
"RURAL (048)",15040,2129,2990,3180,2314,1770,2657
"Conviviente (049)",5117,49,944,1804,1207,641,472
"Separado(a) (050)",530,4,45,108,128,110,135
"Casado(a) (051)",3475,6,101,477,681,808,1402
"Viudo(a) (052)",588,,1,11,28,57,491
"Divorciado(a) (053)",30,,,,3,6,21
"Soltero(a) (054)",5300,2070,1899,780,267,148,136
"Hombres (056)",7958,1104,1594,1712,1206,895,1447
"Conviviente (057)",2564,13,341,909,648,355,298
"Separado(a) (058)",184,1,1,33,46,37,66
"Casado(a) (059)",1759,2,29,207,316,380,825
"Viudo(a) (060)",172,,,3,7,18,144
"Divorciado(a) (061)",16,,,,2,3,11
"Soltero(a) (062)",3263,1088,1223,560,187,102,103
"Mujeres (064)",7082,1025,1396,1468,1108,875,1210
"Conviviente (065)",2553,36,603,895,559,286,174
"Separado(a) (066)",346,3,44,75,82,73,69
"Casado(a) (067)",1716,4,72,270,365,428,577
"Viudo(a) (068)",416,,1,8,21,39,347
"Divorciado(a) (069)",14,,,,1,3,10
"Soltero(a) (070)",2037,982,676,220,80,46,33
