"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia LAURICOCHA (000)",9635,31,697,118,109,488,3649,729,361,2758,11,220,464
"Agric., ganadería, caza y silvicultura (001)",5694,,3,4,,,3645,,2,2040,,,
"Pesca (002)",4,,,,,,4,,,,,,
"Explotación de minas y canteras (003)",1272,1,60,51,50,22,,617,185,286,,,
"Industrias manufactureras (004)",100,,2,2,,1,,90,4,1,,,
"Suministro de electricidad, gas y agua (005)",8,,,1,1,,,1,1,4,,,
"Construcción (006)",156,,12,4,2,,,4,67,67,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",482,,2,5,,362,,15,,98,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",13,,,,,7,,6,,,,,
"Comercio al por mayor (009)",27,,,,,26,,,,1,,,
"Comercio al por menor (010)",442,,2,5,,329,,9,,97,,,
"Hoteles y restaurantes (011)",132,,,2,1,79,,,,50,,,
"Trans., almac. y comunicaciones (012)",102,,,,4,,,,94,4,,,
"Intermediación financiera (013)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",37,,19,2,2,8,,,1,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",132,19,14,4,37,,,1,6,40,11,,
"Enseñanza (016)",579,11,544,1,5,,,,,18,,,
"Servicios sociales y de salud (017)",77,,38,28,1,8,,1,1,,,,
"Otras activ. serv.comun.soc y personales (018)",43,,3,12,,8,,,,20,,,
"Hogares privados con servicio doméstico (019)",123,,,,,,,,,123,,,
"Actividad economica no especificada (021)",229,,,2,6,,,,,1,,220,
"Desocupado (022)",464,,,,,,,,,,,,464
"Hombres (023)",7325,27,461,91,81,215,3141,708,358,1778,11,78,376
"Agric., ganadería, caza y silvicultura (024)",4415,,2,3,,,3137,,2,1271,,,
"Pesca (025)",4,,,,,,4,,,,,,
"Explotación de minas y canteras (026)",1230,1,52,45,47,13,,612,184,276,,,
"Industrias manufactureras (027)",80,,1,1,,1,,74,3,,,,
"Suministro de electricidad, gas y agua (028)",6,,,1,1,,,1,1,2,,,
"Construcción (029)",153,,11,4,2,,,4,67,65,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",261,,1,5,,173,,15,,67,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",10,,,,,4,,6,,,,,
"Comercio al por mayor (032)",12,,,,,11,,,,1,,,
"Comercio al por menor (033)",239,,1,5,,158,,9,,66,,,
"Hoteles y restaurantes (034)",31,,,1,1,16,,,,13,,,
"Trans., almac. y comunicaciones (035)",99,,,,2,,,,93,4,,,
"Intermediación financiera (036)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",32,,16,2,1,7,,,1,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",107,16,9,3,22,,,1,6,39,11,,
"Enseñanza (039)",374,10,346,1,3,,,,,14,,,
"Servicios sociales y de salud (040)",41,,21,12,1,5,,1,1,,,,
"Otras activ. serv.comun.soc y personales (041)",19,,2,11,,,,,,6,,,
"Hogares privados con servicio doméstico (042)",14,,,,,,,,,14,,,
"Actividad economica no especificada (044)",82,,,2,1,,,,,1,,78,
"Desocupado (045)",376,,,,,,,,,,,,376
"Mujeres (046)",2310,4,236,27,28,273,508,21,3,980,,142,88
"Agric., ganadería, caza y silvicultura (047)",1279,,1,1,,,508,,,769,,,
"Explotación de minas y canteras (049)",42,,8,6,3,9,,5,1,10,,,
"Industrias manufactureras (050)",20,,1,1,,,,16,1,1,,,
"Suministro de electricidad, gas y agua (051)",2,,,,,,,,,2,,,
"Construcción (052)",3,,1,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",221,,1,,,189,,,,31,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,,,3,,,,,,,
"Comercio al por mayor (055)",15,,,,,15,,,,,,,
"Comercio al por menor (056)",203,,1,,,171,,,,31,,,
"Hoteles y restaurantes (057)",101,,,1,,63,,,,37,,,
"Trans., almac. y comunicaciones (058)",3,,,,2,,,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",5,,3,,1,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",25,3,5,1,15,,,,,1,,,
"Enseñanza (062)",205,1,198,,2,,,,,4,,,
"Servicios sociales y de salud (063)",36,,17,16,,3,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",24,,1,1,,8,,,,14,,,
"Hogares privados con servicio doméstico (065)",109,,,,,,,,,109,,,
"Actividad economica no especificada (067)",147,,,,5,,,,,,,142,
"Desocupado (068)",88,,,,,,,,,,,,88
,,,,,,,,,,,,,
"URBANA (069)",2245,23,377,36,38,285,571,68,83,509,11,92,152
"Agric., ganadería, caza y silvicultura (070)",887,,2,1,,,571,,,313,,,
"Explotación de minas y canteras (072)",27,,2,1,,,,17,,7,,,
"Industrias manufactureras (073)",42,,2,2,,1,,37,,,,,
"Suministro de electricidad, gas y agua (074)",2,,,,,,,1,,1,,,
"Construcción (075)",72,,8,3,2,,,1,33,25,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",286,,,4,,234,,11,,37,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",10,,,,,6,,4,,,,,
"Comercio al por mayor (078)",19,,,,,19,,,,,,,
"Comercio al por menor (079)",257,,,4,,209,,7,,37,,,
"Hoteles y restaurantes (080)",75,,,,,41,,,,34,,,
"Trans., almac. y comunicaciones (081)",49,,,,1,,,,45,3,,,
"Intermediación financiera (082)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",21,,13,1,1,2,,,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",87,14,12,4,27,,,1,4,14,11,,
"Enseñanza (085)",332,9,306,,4,,,,,13,,,
"Servicios sociales y de salud (086)",47,,29,15,1,2,,,,,,,
"Otras activ. serv.comun.soc y personales (087)",21,,3,4,,5,,,,9,,,
"Hogares privados con servicio doméstico (088)",49,,,,,,,,,49,,,
"Actividad economica no especificada (090)",95,,,1,2,,,,,,,92,
"Desocupado (091)",152,,,,,,,,,,,,152
"Hombres (092)",1466,20,228,24,21,116,460,61,83,274,11,44,124
"Agric., ganadería, caza y silvicultura (093)",634,,1,,,,460,,,173,,,
"Explotación de minas y canteras (095)",27,,2,1,,,,17,,7,,,
"Industrias manufactureras (096)",33,,1,1,,1,,30,,,,,
"Suministro de electricidad, gas y agua (097)",2,,,,,,,1,,1,,,
"Construcción (098)",71,,7,3,2,,,1,33,25,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",141,,,4,,104,,11,,22,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",7,,,,,3,,4,,,,,
"Comercio al por mayor (101)",9,,,,,9,,,,,,,
"Comercio al por menor (102)",125,,,4,,92,,7,,22,,,
"Hoteles y restaurantes (103)",16,,,,,9,,,,7,,,
"Trans., almac. y comunicaciones (104)",49,,,,1,,,,45,3,,,
"Intermediación financiera (105)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",17,,10,1,1,1,,,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",66,12,8,3,13,,,1,4,14,11,,
"Enseñanza (108)",203,8,182,,3,,,,,10,,,
"Servicios sociales y de salud (109)",24,,15,7,1,1,,,,,,,
"Otras activ. serv.comun.soc y personales (110)",6,,2,3,,,,,,1,,,
"Hogares privados con servicio doméstico (111)",7,,,,,,,,,7,,,
"Actividad economica no especificada (113)",45,,,1,,,,,,,,44,
"Desocupado (114)",124,,,,,,,,,,,,124
"Mujeres (115)",779,3,149,12,17,169,111,7,,235,,48,28
"Agric., ganadería, caza y silvicultura (116)",253,,1,1,,,111,,,140,,,
"Industrias manufactureras (119)",9,,1,1,,,,7,,,,,
"Construcción (121)",1,,1,,,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",145,,,,,130,,,,15,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,,,3,,,,,,,
"Comercio al por mayor (124)",10,,,,,10,,,,,,,
"Comercio al por menor (125)",132,,,,,117,,,,15,,,
"Hoteles y restaurantes (126)",59,,,,,32,,,,27,,,
"Activid.inmobil., empres. y alquileres (129)",4,,3,,,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",21,2,4,1,14,,,,,,,,
"Enseñanza (131)",129,1,124,,1,,,,,3,,,
"Servicios sociales y de salud (132)",23,,14,8,,1,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",15,,1,1,,5,,,,8,,,
"Hogares privados con servicio doméstico (134)",42,,,,,,,,,42,,,
"Actividad economica no especificada (136)",50,,,,2,,,,,,,48,
"Desocupado (137)",28,,,,,,,,,,,,28
,,,,,,,,,,,,,
"RURAL (138)",7390,8,320,82,71,203,3078,661,278,2249,,128,312
"Agric., ganadería, caza y silvicultura (139)",4807,,1,3,,,3074,,2,1727,,,
"Pesca (140)",4,,,,,,4,,,,,,
"Explotación de minas y canteras (141)",1245,1,58,50,50,22,,600,185,279,,,
"Industrias manufactureras (142)",58,,,,,,,53,4,1,,,
"Suministro de electricidad, gas y agua (143)",6,,,1,1,,,,1,3,,,
"Construcción (144)",84,,4,1,,,,3,34,42,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",196,,2,1,,128,,4,,61,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,1,,2,,,,,
"Comercio al por mayor (147)",8,,,,,7,,,,1,,,
"Comercio al por menor (148)",185,,2,1,,120,,2,,60,,,
"Hoteles y restaurantes (149)",57,,,2,1,38,,,,16,,,
"Trans., almac. y comunicaciones (150)",53,,,,3,,,,49,1,,,
"Activid.inmobil., empres. y alquileres (152)",16,,6,1,1,6,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",45,5,2,,10,,,,2,26,,,
"Enseñanza (154)",247,2,238,1,1,,,,,5,,,
"Servicios sociales y de salud (155)",30,,9,13,,6,,1,1,,,,
"Otras activ. serv.comun.soc y personales (156)",22,,,8,,3,,,,11,,,
"Hogares privados con servicio doméstico (157)",74,,,,,,,,,74,,,
"Actividad economica no especificada (159)",134,,,1,4,,,,,1,,128,
"Desocupado (160)",312,,,,,,,,,,,,312
