"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",50884,27048,23836,31626,16249,15377,19258,10799,8459
"Menores de 1 año (001)",1132,611,521,673,366,307,459,245,214
"Menores de 1 mes (002)",107,53,54,49,21,28,58,32,26
"De 1 a 11 meses (003)",1025,558,467,624,345,279,401,213,188
"De 1 a 4 años (004)",4952,2541,2411,2799,1449,1350,2153,1092,1061
"1 año (005)",1195,643,552,719,387,332,476,256,220
"2 años (006)",1294,661,633,708,377,331,586,284,302
"3 años (007)",1250,638,612,675,340,335,575,298,277
"4 años (008)",1213,599,614,697,345,352,516,254,262
"De 5 a 9 años (009)",5397,2780,2617,3041,1556,1485,2356,1224,1132
"5 años (010)",1044,554,490,585,302,283,459,252,207
"6 años (011)",967,520,447,559,294,265,408,226,182
"7 años (012)",1124,555,569,607,302,305,517,253,264
"8 años (013)",1181,591,590,662,328,334,519,263,256
"9 años (014)",1081,560,521,628,330,298,453,230,223
"De 10 a 14 años (015)",6323,3285,3038,3853,1955,1898,2470,1330,1140
"10 años (016)",1155,574,581,645,313,332,510,261,249
"11 años (017)",1176,625,551,684,368,316,492,257,235
"12 años (018)",1300,690,610,780,406,374,520,284,236
"13 años (019)",1348,682,666,883,428,455,465,254,211
"14 años (020)",1344,714,630,861,440,421,483,274,209
"De 15 a 19 años (021)",5401,2900,2501,3561,1884,1677,1840,1016,824
"15 años (022)",1306,676,630,874,436,438,432,240,192
"16 años (023)",1136,598,538,763,399,364,373,199,174
"17 años (024)",1130,630,500,705,388,317,425,242,183
"18 años (025)",936,522,414,618,337,281,318,185,133
"19 años (026)",893,474,419,601,324,277,292,150,142
"De 20 a 24 años (027)",4214,2212,2002,2587,1313,1274,1627,899,728
"20 años (028)",874,470,404,550,279,271,324,191,133
"21 años (029)",785,403,382,499,247,252,286,156,130
"22 años (030)",850,432,418,513,261,252,337,171,166
"23 años (031)",834,458,376,498,271,227,336,187,149
"24 años (032)",871,449,422,527,255,272,344,194,150
"De 25 a 29 años (033)",3903,2037,1866,2362,1159,1203,1541,878,663
"25 años (034)",779,429,350,466,245,221,313,184,129
"26 años (035)",737,389,348,470,238,232,267,151,116
"27 años (036)",855,413,442,487,209,278,368,204,164
"28 años (037)",796,425,371,507,253,254,289,172,117
"29 años (038)",736,381,355,432,214,218,304,167,137
"De 30 a 34 años (039)",3618,1892,1726,2235,1106,1129,1383,786,597
"30 años (040)",852,469,383,503,256,247,349,213,136
"31 años (041)",606,300,306,380,176,204,226,124,102
"32 años (042)",739,371,368,457,216,241,282,155,127
"33 años (043)",743,400,343,483,252,231,260,148,112
"34 años (044)",678,352,326,412,206,206,266,146,120
