"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",466,299,32,38,97
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",20226,8629,841,1829,8927
"Otra (034)",53,,,,53
"Ocupación no especificada (035)",996,589,82,87,238
,,,,,
"URBANA (036)",118522,60622,11078,14271,32551
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",416,45,93,128,150
"Profes., científicos e intelectuales (038)",16410,3932,2317,4367,5794
"Técnicos de nivel medio y trab. asimilados (039)",7173,3017,866,1090,2200
"Jefes y empleados de oficina (040)",5909,1115,732,1298,2764
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",17910,14758,1388,981,783
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2649,2151,195,83,220
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",9119,5303,902,748,2166
"Obreros construc.,conf.,papel, fab., instr. (044)",15675,12189,1429,874,1183
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",40510,16965,2942,4481,16122
"Otra (046)",669,,,,669
"Ocupación no especificada (047)",2082,1147,214,221,500
"Hombres (048)",72860,38612,7506,8411,18331
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",269,30,48,79,112
"Profes., científicos e intelectuales (050)",8185,2194,992,1933,3066
"Técnicos de nivel medio y trab. asimilados (051)",4518,2083,591,699,1145
"Jefes y empleados de oficina (052)",2843,452,326,606,1459
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",8256,6151,800,669,636
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2206,1810,171,65,160
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",6891,4499,797,507,1088
"Obreros construc.,conf.,papel, fab., instr. (056)",15220,11900,1397,836,1087
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",22707,8903,2250,2878,8676
"Otra (058)",618,,,,618
"Ocupación no especificada (059)",1147,590,134,139,284
"Mujeres (060)",45662,22010,3572,5860,14220
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",147,15,45,49,38
"Profes., científicos e intelectuales (062)",8225,1738,1325,2434,2728
"Técnicos de nivel medio y trab. asimilados (063)",2655,934,275,391,1055
"Jefes y empleados de oficina (064)",3066,663,406,692,1305
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",9654,8607,588,312,147
"Agricult.trabaj.calif.agrop.y pesqueros (066)",443,341,24,18,60
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",2228,804,105,241,1078
"Obreros construc.,conf.,papel, fab., instr. (068)",455,289,32,38,96
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",17803,8062,692,1603,7446
"Otra (070)",51,,,,51
"Ocupación no especificada (071)",935,557,80,82,216
,,,,,
"RURAL (072)",11440,4470,1101,1123,4746
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",20,4,5,2,9
"Profes., científicos e intelectuales (074)",461,109,86,136,130
"Técnicos de nivel medio y trab. asimilados (075)",207,69,31,24,83
"Jefes y empleados de oficina (076)",197,43,26,30,98
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",599,408,62,51,78
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1118,1015,58,8,37
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",556,238,61,48,209
"Obreros construc.,conf.,papel, fab., instr. (080)",841,584,88,56,113
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7280,1941,675,754,3910
"Otra (082)",30,,,,30
"Ocupación no especificada (083)",131,59,9,14,49
"Hombres (084)",7939,3348,842,780,2969
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,1,3,2,3
"Profes., científicos e intelectuales (086)",232,49,40,70,73
"Técnicos de nivel medio y trab. asimilados (087)",135,46,21,17,51
"Jefes y empleados de oficina (088)",96,17,9,15,55
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",293,151,43,40,59
"Agricult.trabaj.calif.agrop.y pesqueros (090)",981,891,48,7,35
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",408,218,57,36,97
"Obreros construc.,conf.,papel, fab., instr. (092)",830,574,88,56,112
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4857,1374,526,528,2429
"Otra (094)",28,,,,28
"Ocupación no especificada (095)",70,27,7,9,27
"Mujeres (096)",3501,1122,259,343,1777
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",11,3,2,,6
"Profes., científicos e intelectuales (098)",229,60,46,66,57
"Técnicos de nivel medio y trab. asimilados (099)",72,23,10,7,32
"Jefes y empleados de oficina (100)",101,26,17,15,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",306,257,19,11,19
"Agricult.trabaj.calif.agrop.y pesqueros (102)",137,124,10,1,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",148,20,4,12,112
"Obreros construc.,conf.,papel, fab., instr. (104)",11,10,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2423,567,149,226,1481
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",61,32,2,5,22
