"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",163,5,43,65,38,12
"Hogares privados con servicio doméstico (041)",170,9,109,17,30,5
"Organiz. y organos extraterritoriales (042)",1,,,,1,
"Actividad economica no especificada (043)",352,8,119,139,66,20
"Mujeres (045)",8724,324,3086,3264,1775,275
"Agric., ganadería, caza y silvicultura (046)",3383,220,1209,1055,751,148
"Pesca (047)",3,,1,1,1,
"Explotación de minas y canteras (048)",10,,7,2,1,
"Industrias manufactureras (049)",176,6,43,66,52,9
"Suministro de electricidad, gas y agua (050)",4,,3,1,,
"Construcción (051)",42,,18,18,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1568,30,483,673,335,47
"Venta, mant.y rep. veh.autom.y motoc. (053)",38,,14,15,8,1
"Comercio al por mayor (054)",56,1,20,24,8,3
"Comercio al por menor (055)",1474,29,449,634,319,43
"Hoteles y restaurantes (056)",722,25,215,278,182,22
"Trans., almac. y comunicaciones (057)",90,3,58,20,9,
"Intermediación financiera (058)",13,,7,6,,
"Activid.inmobil., empres. y alquileres (059)",149,,83,54,12,
"Admin.pub. y defensa; p. segur.soc.afil (060)",214,,89,102,23,
"Enseñanza (061)",845,,236,469,138,2
"Servicios sociales y de salud (062)",278,,62,154,59,3
"Otras activ. serv.comun.soc y personales (063)",184,5,57,77,42,3
"Hogares privados con servicio doméstico (064)",619,33,336,156,77,17
"Actividad economica no especificada (066)",424,2,179,132,87,24
,,,,,,
"URBANA (067)",13208,248,4391,5052,2972,545
"Agric., ganadería, caza y silvicultura (068)",3619,104,1212,1174,881,248
"Pesca (069)",14,,5,4,4,1
"Explotación de minas y canteras (070)",469,1,182,214,72,
"Industrias manufactureras (071)",707,10,240,238,179,40
"Suministro de electricidad, gas y agua (072)",26,,10,11,4,1
"Construcción (073)",680,4,249,248,157,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2391,52,730,932,574,103
"Venta, mant.y rep. veh.autom.y motoc. (075)",316,5,129,100,75,7
"Comercio al por mayor (076)",110,2,35,47,21,5
"Comercio al por menor (077)",1965,45,566,785,478,91
"Hoteles y restaurantes (078)",768,25,245,271,194,33
"Trans., almac. y comunicaciones (079)",1035,12,424,391,186,22
"Intermediación financiera (080)",25,,12,11,2,
"Activid.inmobil., empres. y alquileres (081)",439,,174,171,89,5
"Admin.pub. y defensa; p. segur.soc.afil (082)",567,,171,266,113,17
"Enseñanza (083)",1002,,201,569,226,6
"Servicios sociales y de salud (084)",367,,73,204,81,9
"Otras activ. serv.comun.soc y personales (085)",279,8,75,117,65,14
"Hogares privados con servicio doméstico (086)",473,23,255,113,68,14
"Organiz. y organos extraterritoriales (087)",1,,,,1,
"Actividad economica no especificada (088)",346,9,133,118,76,10
"Hombres (089)",8756,150,2916,3183,2072,435
"Agric., ganadería, caza y silvicultura (090)",3092,75,1040,988,761,228
"Pesca (091)",11,,4,3,3,1
"Explotación de minas y canteras (092)",459,1,175,212,71,
"Industrias manufactureras (093)",581,7,213,187,141,33
"Suministro de electricidad, gas y agua (094)",22,,7,10,4,1
"Construcción (095)",648,4,236,234,152,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1172,31,364,399,314,64
"Venta, mant.y rep. veh.autom.y motoc. (097)",284,5,118,87,68,6
"Comercio al por mayor (098)",59,1,17,25,14,2
"Comercio al por menor (099)",829,25,229,287,232,56
"Hoteles y restaurantes (100)",189,9,73,46,46,15
"Trans., almac. y comunicaciones (101)",960,9,377,374,178,22
"Intermediación financiera (102)",12,,5,5,2,
"Activid.inmobil., empres. y alquileres (103)",302,,97,123,77,5
"Admin.pub. y defensa; p. segur.soc.afil (104)",386,,94,181,94,17
"Enseñanza (105)",418,,71,226,117,4
"Servicios sociales y de salud (106)",151,,30,79,36,6
"Otras activ. serv.comun.soc y personales (107)",138,5,34,56,32,11
"Hogares privados con servicio doméstico (108)",62,2,39,7,12,2
"Organiz. y organos extraterritoriales (109)",1,,,,1,
"Actividad economica no especificada (110)",152,7,57,53,31,4
"Mujeres (112)",4452,98,1475,1869,900,110
"Agric., ganadería, caza y silvicultura (113)",527,29,172,186,120,20
"Pesca (114)",3,,1,1,1,
"Explotación de minas y canteras (115)",10,,7,2,1,
"Industrias manufactureras (116)",126,3,27,51,38,7
"Suministro de electricidad, gas y agua (117)",4,,3,1,,
"Construcción (118)",32,,13,14,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1219,21,366,533,260,39
"Venta, mant.y rep. veh.autom.y motoc. (120)",32,,11,13,7,1
"Comercio al por mayor (121)",51,1,18,22,7,3
"Comercio al por menor (122)",1136,20,337,498,246,35
"Hoteles y restaurantes (123)",579,16,172,225,148,18
"Trans., almac. y comunicaciones (124)",75,3,47,17,8,
"Intermediación financiera (125)",13,,7,6,,
"Activid.inmobil., empres. y alquileres (126)",137,,77,48,12,
"Admin.pub. y defensa; p. segur.soc.afil (127)",181,,77,85,19,
"Enseñanza (128)",584,,130,343,109,2
"Servicios sociales y de salud (129)",216,,43,125,45,3
"Otras activ. serv.comun.soc y personales (130)",141,3,41,61,33,3
"Hogares privados con servicio doméstico (131)",411,21,216,106,56,12
"Actividad economica no especificada (133)",194,2,76,65,45,6
,,,,,,
"RURAL (134)",19212,843,7297,5927,3966,1179
"Agric., ganadería, caza y silvicultura (135)",15977,783,6072,4691,3348,1083
"Pesca (136)",7,,3,1,3,
"Explotación de minas y canteras (137)",20,,11,6,3,
"Industrias manufactureras (138)",300,8,115,111,60,6
"Suministro de electricidad, gas y agua (139)",4,,2,2,,
"Construcción (140)",261,3,113,95,43,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",598,12,190,239,135,22
"Venta, mant.y rep. veh.autom.y motoc. (142)",38,,24,8,6,
"Comercio al por mayor (143)",19,,8,6,5,
"Comercio al por menor (144)",541,12,158,225,124,22
"Hoteles y restaurantes (145)",168,12,50,62,40,4
"Trans., almac. y comunicaciones (146)",248,3,97,95,48,5
"Intermediación financiera (147)",1,,,,1,
"Activid.inmobil., empres. y alquileres (148)",65,,26,27,11,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",129,,40,58,30,1
"Enseñanza (150)",504,,160,252,88,4
"Servicios sociales y de salud (151)",116,,38,50,25,3
"Otras activ. serv.comun.soc y personales (152)",68,2,25,25,15,1
"Hogares privados con servicio doméstico (153)",316,19,190,60,39,8
"Actividad economica no especificada (155)",430,1,165,153,77,34
"Hombres (156)",14940,617,5686,4532,3091,1014
"Agric., ganadería, caza y silvicultura (157)",13121,592,5035,3822,2717,955
"Pesca (158)",7,,3,1,3,
"Explotación de minas y canteras (159)",20,,11,6,3,
"Industrias manufactureras (160)",250,5,99,96,46,4
"Suministro de electricidad, gas y agua (161)",4,,2,2,,
"Construcción (162)",251,3,108,91,42,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",249,3,73,99,60,14
"Venta, mant.y rep. veh.autom.y motoc. (164)",32,,21,6,5,
"Comercio al por mayor (165)",14,,6,4,4,
"Comercio al por menor (166)",203,3,46,89,51,14
"Hoteles y restaurantes (167)",25,3,7,9,6,
"Trans., almac. y comunicaciones (168)",233,3,86,92,47,5
"Intermediación financiera (169)",1,,,,1,
"Activid.inmobil., empres. y alquileres (170)",53,,20,21,11,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",96,,28,41,26,1
"Enseñanza (172)",243,,54,126,59,4
"Servicios sociales y de salud (173)",54,,19,21,11,3
"Otras activ. serv.comun.soc y personales (174)",25,,9,9,6,1
"Hogares privados con servicio doméstico (175)",108,7,70,10,18,3
"Actividad economica no especificada (177)",200,1,62,86,35,16
"Mujeres (179)",4272,226,1611,1395,875,165
"Agric., ganadería, caza y silvicultura (180)",2856,191,1037,869,631,128
"Industrias manufactureras (183)",50,3,16,15,14,2
"Construcción (185)",10,,5,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",349,9,117,140,75,8
"Venta, mant.y rep. veh.autom.y motoc. (187)",6,,3,2,1,
"Comercio al por mayor (188)",5,,2,2,1,
"Comercio al por menor (189)",338,9,112,136,73,8
"Hoteles y restaurantes (190)",143,9,43,53,34,4
"Trans., almac. y comunicaciones (191)",15,,11,3,1,
"Activid.inmobil., empres. y alquileres (193)",12,,6,6,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",33,,12,17,4,
"Enseñanza (195)",261,,106,126,29,
"Servicios sociales y de salud (196)",62,,19,29,14,
"Otras activ. serv.comun.soc y personales (197)",43,2,16,16,9,
"Hogares privados con servicio doméstico (198)",208,12,120,50,21,5
"Actividad economica no especificada (200)",230,,103,67,42,18
