"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,13686,1637,539,973
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",37,,7,5,25
"Profes., científicos e intelectuales (002)",958,270,212,260,216
"Técnicos de nivel medio y trab. asimilados (003)",242,108,26,20,88
"Jefes y empleados de oficina (004)",215,26,11,24,154
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1105,1000,72,10,23
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7390,6823,560,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",652,358,87,60,147
"Obreros construc.,conf.,papel, fab., instr. (008)",300,215,47,28,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5345,4606,559,104,76
"Otra (010)",219,,,,219
"Ocupación no especificada (011)",372,280,56,22,14
"Hombres (012)",12563,10099,1285,407,772
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",26,,5,4,17
"Profes., científicos e intelectuales (014)",571,156,117,166,132
"Técnicos de nivel medio y trab. asimilados (015)",174,78,19,15,62
"Jefes y empleados de oficina (016)",131,14,6,13,98
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",553,481,50,6,16
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6654,6147,500,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",598,309,84,58,147
"Obreros construc.,conf.,papel, fab., instr. (020)",288,204,46,28,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3151,2582,415,90,64
"Otra (022)",215,,,,215
"Ocupación no especificada (023)",202,128,43,21,10
"Mujeres (024)",4272,3587,352,132,201
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,,2,1,8
"Profes., científicos e intelectuales (026)",387,114,95,94,84
"Técnicos de nivel medio y trab. asimilados (027)",68,30,7,5,26
"Jefes y empleados de oficina (028)",84,12,5,11,56
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",552,519,22,4,7
"Agricult.trabaj.calif.agrop.y pesqueros (030)",736,676,60,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",54,49,3,2,
"Obreros construc.,conf.,papel, fab., instr. (032)",12,11,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2194,2024,144,14,12
