"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VICTOR FAJARDO (000)",9891,34936,28548,,440,81.7,1.3
"De 12 a 14 años (001)",929,3,3,,,100,
"De 15 a 19 años (002)",1022,163,157,59,96.3,36.2,
"De 20 a 24 años (003)",802,796,780,104,98,13.1,
"De 25 a 29 años (004)",812,1484,1419,89,95.6,6,
"De 30 a 34 años (005)",758,2079,1971,92,94.8,4.4,
"De 35 a 39 años (006)",743,2661,2440,48,91.7,1.8,
"De 40 a 44 años (007)",704,3280,2909,42,88.7,1.3,
"De 45 a 49 años (008)",608,3241,2825,6,87.2,0.2,
"De 50 y más años (009)",3513,21229,16044,,75.6,,
"Conviviente (010)",1335,3343,3079,195,92.1,5.8,
"De 12 a 14 años (011)",9,2,2,,100,,
"De 15 a 19 años (012)",116,92,86,33,93.5,35.9,
"De 20 a 24 años (013)",333,461,457,61,99.1,13.2,
"De 25 a 29 años (014)",288,554,530,43,95.7,7.8,
"De 30 a 34 años (015)",202,568,536,40,94.4,7,
"De 35 a 39 años (016)",122,415,389,11,93.7,2.7,
"De 40 a 44 años (017)",96,385,358,5,93,1.3,
"De 45 a 49 años (018)",64,316,280,2,88.6,0.6,
"De 50 y más años (019)",105,550,441,,80.2,,
"Separado(a) (020)",287,922,787,20,85.4,2.2,
"De 15 a 19 años (022)",8,8,8,4,100,50,
"De 20 a 24 años (023)",34,38,38,11,100,28.9,
"De 25 a 29 años (024)",32,58,58,2,100,3.4,
"De 30 a 34 años (025)",44,91,86,3,94.5,3.3,
"De 35 a 39 años (026)",34,109,95,,87.2,,
"De 40 a 44 años (027)",21,72,65,,90.3,,
"De 45 a 49 años (028)",20,105,91,,86.7,,
"De 50 y más años (029)",94,441,346,,78.5,,
"Casado(a) (030)",4130,21607,17971,185,83.2,0.9,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",26,25,25,6,100,24,
"De 20 a 24 años (033)",117,204,194,19,95.1,9.3,
"De 25 a 29 años (034)",297,745,708,39,95,5.2,
"De 30 a 34 años (035)",418,1304,1234,48,94.6,3.7,
"De 35 a 39 años (036)",475,1943,1777,34,91.5,1.7,
"De 40 a 44 años (037)",474,2500,2209,35,88.4,1.4,
"De 45 a 49 años (038)",424,2456,2143,4,87.3,0.2,
