"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN ROMAN (000)",89144,20201,10639,48734,1596,6737,1237
"Agric., ganadería, caza y silvicultura (001)",7833,52,496,4999,78,2208,
"Pesca (002)",21,2,11,7,1,,
"Explotación de minas y canteras (003)",1052,91,809,110,35,7,
"Industrias manufactureras (004)",12133,296,2556,8004,380,897,
"Suministro de electricidad, gas y agua (005)",155,75,69,10,1,,
"Construcción (006)",5735,244,4025,1309,104,53,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",26115,2353,682,19768,512,2800,
"Venta, mant.y rep. veh.autom y motoc. (008)",2472,179,539,1457,126,171,
"Comercio al por mayor (009)",1423,269,31,901,49,173,
"Comercio al por menor (010)",22220,1905,112,17410,337,2456,
"Hoteles y restaurantes (011)",4850,979,191,3285,150,245,
"Trans., almac. y comunicaciones (012)",10669,1928,1055,7422,130,134,
"Intermediación financiera (013)",437,401,3,27,5,1,
"Activid.inmobil., empres. y alquileres (014)",2944,1666,126,1033,88,31,
"Admin.pub. y defensa; p. segur soc.afil (015)",2695,2464,231,,,,
"Enseñanza (016)",7054,6780,2,257,7,8,
"Servicios sociales y de salud (017)",1796,1431,22,315,23,5,
"Otras activ. serv.comun.soc y personales (018)",2034,740,94,1120,34,46,
"Hogares privados con servicio doméstico (019)",1237,,,,,,1237
"Actividad economica no especificada (021)",2384,699,267,1068,48,302,
"Hombres (022)",51732,11955,9149,27381,1058,2068,121
"Agric., ganadería, caza y silvicultura (023)",4341,41,313,3241,51,695,
"Pesca (024)",20,2,11,6,1,,
"Explotación de minas y canteras (025)",991,82,776,93,34,6,
"Industrias manufactureras (026)",7386,209,1893,4571,270,443,
"Suministro de electricidad, gas y agua (027)",136,64,64,7,1,,
"Construcción (028)",5584,226,3930,1283,101,44,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",10879,1103,647,8249,306,574,
"Venta, mant.y rep. veh.autom y motoc. (030)",2137,127,516,1294,115,85,
"Comercio al por mayor (031)",709,167,28,459,31,24,
"Comercio al por menor (032)",8033,809,103,6496,160,465,
"Hoteles y restaurantes (033)",1264,390,64,678,60,72,
"Trans., almac. y comunicaciones (034)",9862,1513,950,7183,112,104,
"Intermediación financiera (035)",238,219,3,14,1,1,
"Activid.inmobil., empres. y alquileres (036)",2131,1146,106,793,67,19,
"Admin.pub. y defensa; p. segur soc.afil (037)",2012,1843,169,,,,
"Enseñanza (038)",4068,3907,1,150,5,5,
"Servicios sociales y de salud (039)",734,503,9,208,13,1,
"Otras activ. serv.comun.soc y personales (040)",890,382,43,428,14,23,
"Hogares privados con servicio doméstico (041)",121,,,,,,121
"Actividad economica no especificada (043)",1075,325,170,477,22,81,
"Mujeres (044)",37412,8246,1490,21353,538,4669,1116
"Agric., ganadería, caza y silvicultura (045)",3492,11,183,1758,27,1513,
"Pesca (046)",1,,,1,,,
"Explotación de minas y canteras (047)",61,9,33,17,1,1,
"Industrias manufactureras (048)",4747,87,663,3433,110,454,
"Suministro de electricidad, gas y agua (049)",19,11,5,3,,,
"Construcción (050)",151,18,95,26,3,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",15236,1250,35,11519,206,2226,
"Venta, mant.y rep. veh.autom y motoc. (052)",335,52,23,163,11,86,
"Comercio al por mayor (053)",714,102,3,442,18,149,
"Comercio al por menor (054)",14187,1096,9,10914,177,1991,
"Hoteles y restaurantes (055)",3586,589,127,2607,90,173,
"Trans., almac. y comunicaciones (056)",807,415,105,239,18,30,
"Intermediación financiera (057)",199,182,,13,4,,
"Activid.inmobil., empres. y alquileres (058)",813,520,20,240,21,12,
"Admin.pub. y defensa; p. segur soc.afil (059)",683,621,62,,,,
"Enseñanza (060)",2986,2873,1,107,2,3,
"Servicios sociales y de salud (061)",1062,928,13,107,10,4,
"Otras activ. serv.comun.soc y personales (062)",1144,358,51,692,20,23,
"Hogares privados con servicio doméstico (063)",1116,,,,,,1116
"Actividad economica no especificada (065)",1309,374,97,591,26,221,
,,,,,,,
"URBANA (066)",80793,19923,9761,43665,1562,4674,1208
"Agric., ganadería, caza y silvicultura (067)",2904,45,318,1927,64,550,
"Pesca (068)",19,2,9,7,1,,
"Explotación de minas y canteras (069)",948,89,712,105,35,7,
"Industrias manufactureras (070)",10313,293,2320,6787,372,541,
"Suministro de electricidad, gas y agua (071)",151,74,66,10,1,,
"Construcción (072)",5387,242,3755,1243,100,47,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",25746,2333,664,19467,508,2774,
"Venta, mant.y rep. veh.autom y motoc. (074)",2438,175,527,1441,125,170,
"Comercio al por mayor (075)",1395,267,31,876,48,173,
"Comercio al por menor (076)",21913,1891,106,17150,335,2431,
"Hoteles y restaurantes (077)",4770,960,173,3249,148,240,
"Trans., almac. y comunicaciones (078)",10297,1909,1019,7109,130,130,
"Intermediación financiera (079)",436,401,3,26,5,1,
"Activid.inmobil., empres. y alquileres (080)",2916,1648,119,1030,88,31,
"Admin.pub. y defensa; p. segur soc.afil (081)",2652,2427,225,,,,
"Enseñanza (082)",6924,6659,2,248,7,8,
"Servicios sociales y de salud (083)",1781,1424,19,310,23,5,
"Otras activ. serv.comun.soc y personales (084)",2000,726,92,1103,33,46,
"Hogares privados con servicio doméstico (085)",1208,,,,,,1208
"Actividad economica no especificada (087)",2341,691,265,1044,47,294,
"Hombres (088)",46972,11777,8422,24201,1036,1416,120
"Agric., ganadería, caza y silvicultura (089)",1804,36,208,1312,44,204,
"Pesca (090)",18,2,9,6,1,,
"Explotación de minas y canteras (091)",889,80,680,89,34,6,
"Industrias manufactureras (092)",6356,206,1709,3877,262,302,
"Suministro de electricidad, gas y agua (093)",132,63,61,7,1,,
"Construcción (094)",5244,224,3667,1217,97,39,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",10688,1091,630,8097,304,566,
"Venta, mant.y rep. veh.autom y motoc. (096)",2106,124,504,1280,114,84,
"Comercio al por mayor (097)",688,165,28,440,31,24,
"Comercio al por menor (098)",7894,802,98,6377,159,458,
"Hoteles y restaurantes (099)",1245,383,59,672,60,71,
"Trans., almac. y comunicaciones (100)",9498,1499,915,6872,112,100,
"Intermediación financiera (101)",238,219,3,14,1,1,
"Activid.inmobil., empres. y alquileres (102)",2108,1133,99,790,67,19,
"Admin.pub. y defensa; p. segur soc.afil (103)",1977,1814,163,,,,
"Enseñanza (104)",3993,3835,1,147,5,5,
"Servicios sociales y de salud (105)",723,497,7,205,13,1,
"Otras activ. serv.comun.soc y personales (106)",878,373,43,426,13,23,
"Hogares privados con servicio doméstico (107)",120,,,,,,120
"Actividad economica no especificada (109)",1061,322,168,470,22,79,
"Mujeres (110)",33821,8146,1339,19464,526,3258,1088
"Agric., ganadería, caza y silvicultura (111)",1100,9,110,615,20,346,
"Pesca (112)",1,,,1,,,
"Explotación de minas y canteras (113)",59,9,32,16,1,1,
