"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PICOTA (000)",37721,20001,17720,23482,12255,11227,14239,7746,6493
"Menores de 1 año (001)",788,392,396,433,216,217,355,176,179
"Menores de 1 mes (002)",68,31,37,44,22,22,24,9,15
"De 1 a 11 meses (003)",720,361,359,389,194,195,331,167,164
"De 1 a 4 años (004)",3795,1952,1843,2074,1075,999,1721,877,844
"1 año (005)",885,451,434,466,242,224,419,209,210
"2 años (006)",987,500,487,551,282,269,436,218,218
"3 años (007)",1061,542,519,603,317,286,458,225,233
"4 años (008)",862,459,403,454,234,220,408,225,183
"De 5 a 9 años (009)",4212,2157,2055,2394,1233,1161,1818,924,894
"5 años (010)",808,417,391,471,241,230,337,176,161
"6 años (011)",801,428,373,466,255,211,335,173,162
"7 años (012)",892,460,432,495,249,246,397,211,186
"8 años (013)",871,444,427,500,267,233,371,177,194
"9 años (014)",840,408,432,462,221,241,378,187,191
"De 10 a 14 años (015)",4514,2365,2149,2810,1471,1339,1704,894,810
"10 años (016)",865,471,394,498,274,224,367,197,170
"11 años (017)",883,433,450,522,254,268,361,179,182
"12 años (018)",940,487,453,574,301,273,366,186,180
"13 años (019)",894,472,422,596,302,294,298,170,128
"14 años (020)",932,502,430,620,340,280,312,162,150
"De 15 a 19 años (021)",3786,1971,1815,2401,1203,1198,1385,768,617
"15 años (022)",920,485,435,623,317,306,297,168,129
"16 años (023)",918,497,421,615,321,294,303,176,127
"17 años (024)",716,370,346,444,230,214,272,140,132
"18 años (025)",638,328,310,377,181,196,261,147,114
"19 años (026)",594,291,303,342,154,188,252,137,115
"De 20 a 24 años (027)",2997,1513,1484,1749,838,911,1248,675,573
"20 años (028)",605,299,306,356,161,195,249,138,111
"21 años (029)",540,273,267,324,151,173,216,122,94
"22 años (030)",612,300,312,360,166,194,252,134,118
"23 años (031)",628,321,307,372,184,188,256,137,119
"24 años (032)",612,320,292,337,176,161,275,144,131
"De 25 a 29 años (033)",3020,1560,1460,1807,893,914,1213,667,546
"25 años (034)",616,338,278,348,188,160,268,150,118
"26 años (035)",607,301,306,375,183,192,232,118,114
"27 años (036)",631,309,322,374,168,206,257,141,116
"28 años (037)",592,309,283,359,185,174,233,124,109
"29 años (038)",574,303,271,351,169,182,223,134,89
"De 30 a 34 años (039)",2664,1436,1228,1706,874,832,958,562,396
"30 años (040)",632,343,289,377,188,189,255,155,100
"31 años (041)",450,230,220,305,148,157,145,82,63
"32 años (042)",536,292,244,348,183,165,188,109,79
"33 años (043)",574,312,262,377,197,180,197,115,82
"34 años (044)",472,259,213,299,158,141,173,101,72
"De 35 a 39 años (045)",2599,1407,1192,1752,908,844,847,499,348
"35 años (046)",497,279,218,317,171,146,180,108,72
