"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PUNO (000)",62625,584,1826,4319,8268,12966,18787,15875
"De 12 a 14 años (001)",42,,,,,,2,40
"De 15 a 19 años (002)",882,,,,,,517,365
"De 20 a 24 años (003)",5167,,,,,8,2835,2324
"De 25 a 29 años (004)",7524,,,,,373,4679,2472
"De 30 a 34 años (005)",7525,,,,3,1350,4308,1864
"De 35 a 39 años (006)",7527,,,,83,2510,3445,1489
"De 40 a 44 años (007)",6562,,,,490,2884,1976,1212
"De 45 a 49 años (008)",5782,,,40,1235,2676,843,988
"De 50 y más años (009)",21614,584,1826,4279,6457,3165,182,5121
"Sin nivel (010)",11832,431,1149,2253,2758,1618,619,3004
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",9,,,,,,7,2
"De 20 a 24 años (013)",52,,,,,,27,25
"De 25 a 29 años (014)",105,,,,,3,69,33
"De 30 a 34 años (015)",147,,,,,20,80,47
"De 35 a 39 años (016)",244,,,,3,82,115,44
"De 40 a 44 años (017)",429,,,,25,161,142,101
"De 45 a 49 años (018)",709,,,4,109,332,129,135
"De 50 y más años (019)",10135,431,1149,2249,2621,1020,50,2615
"Educacion Inicial (020)",37,,,,,3,26,8
"De 15 a 19 años (022)",1,,,,,,,1
"De 20 a 24 años (023)",6,,,,,,4,2
"De 25 a 29 años (024)",9,,,,,,6,3
"De 30 a 34 años (025)",14,,,,,2,10,2
"De 35 a 39 años (026)",7,,,,,1,6,
"Primaria (030)",18313,95,478,1222,2913,4851,5332,3422
"De 12 a 14 años (031)",13,,,,,,2,11
"De 15 a 19 años (032)",186,,,,,,119,67
"De 20 a 24 años (033)",934,,,,,2,608,324
"De 25 a 29 años (034)",1396,,,,,86,987,323
"De 30 a 34 años (035)",1739,,,,,347,1070,322
"De 35 a 39 años (036)",2355,,,,27,798,1176,354
"De 40 a 44 años (037)",2573,,,,186,1173,862,352
"De 45 a 49 años (038)",2262,,,13,445,1050,429,325
"De 50 y más años (039)",6855,95,478,1209,2255,1395,79,1344
"Secundaria (040)",16148,40,124,422,1259,3342,7140,3821
"De 12 a 14 años (041)",27,,,,,,,27
"De 15 a 19 años (042)",621,,,,,,364,257
"De 20 a 24 años (043)",2481,,,,,6,1545,930
"De 25 a 29 años (044)",3011,,,,,178,2077,756
"De 30 a 34 años (045)",2671,,,,2,583,1543,543
"De 35 a 39 años (046)",2348,,,,34,887,1023,404
"De 40 a 44 años (047)",1564,,,,144,741,418,261
"De 45 a 49 años (048)",1293,,,13,340,582,144,214
"De 50 y más años (049)",2132,40,124,409,739,365,26,429
