"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",37,,12,17,5,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",5665,183,1833,1653,1465,531
"Otra (036)",9,,7,2,,
"Ocupación no especificada (037)",391,,126,111,91,63
"Desocupado (038)",489,6,326,100,45,12
,,,,,,
"URBANA (039)",9917,251,3184,3685,2328,469
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",15,,3,7,4,1
"Profes., científicos e intelectuales (041)",983,,181,517,270,15
"Técnicos de nivel medio y trab.asimilados (042)",206,,74,89,39,4
"Jefes y empleados de oficina (043)",254,,93,105,55,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2366,69,769,869,544,115
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1389,10,263,487,464,165
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",529,14,201,186,109,19
"Obreros construc., conf., papel, fab., instr. (047)",727,,226,304,188,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",2031,150,715,621,443,102
"Otra (049)",305,,148,125,32,
"Ocupación no especificada (050)",386,1,145,141,78,21
"Desocupado (051)",726,7,366,234,102,17
"Hombres (052)",5854,136,1814,2150,1479,275
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",13,,3,5,4,1
"Profes., científicos e intelectuales (054)",684,,106,343,222,13
"Técnicos de nivel medio y trab.asimilados (055)",150,,54,64,28,4
"Jefes y empleados de oficina (056)",146,,37,60,48,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",849,33,277,268,219,52
"Agricult.trabaj. calif. agrop. y pesqueros (058)",965,6,163,350,334,112
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",411,12,154,143,87,15
"Obreros construc., conf., papel, fab., instr. (060)",701,,215,295,183,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",949,80,366,247,209,47
"Otra (062)",296,,141,123,32,
"Ocupación no especificada (063)",222,1,83,84,44,10
"Desocupado (064)",468,4,215,168,69,12
"Mujeres (065)",4063,115,1370,1535,849,194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,,,2,,
"Profes., científicos e intelectuales (067)",299,,75,174,48,2
"Técnicos de nivel medio y trab.asimilados (068)",56,,20,25,11,
"Jefes y empleados de oficina (069)",108,,56,45,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1517,36,492,601,325,63
"Agricult.trabaj. calif. agrop. y pesqueros (071)",424,4,100,137,130,53
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",118,2,47,43,22,4
"Obreros construc., conf., papel, fab., instr. (073)",26,,11,9,5,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1082,70,349,374,234,55
"Otra (075)",9,,7,2,,
"Ocupación no especificada (076)",164,,62,57,34,11
"Desocupado (077)",258,3,151,66,33,5
,,,,,,
"RURAL (078)",23443,237,6465,6542,6796,3403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,,,4,3,
"Profes., científicos e intelectuales (080)",294,,75,122,95,2
"Técnicos de nivel medio y trab.asimilados (081)",52,,22,16,13,1
"Jefes y empleados de oficina (082)",83,,22,42,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",530,2,202,202,110,14
"Agricult.trabaj. calif. agrop. y pesqueros (084)",13062,15,2337,3655,4463,2592
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",356,,177,95,64,20
"Obreros construc., conf., papel, fab., instr. (086)",435,,136,176,113,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",6994,208,2681,1850,1632,623
"Otra (088)",31,,14,13,4,
"Ocupación no especificada (089)",407,,138,96,92,81
"Desocupado (090)",1192,12,661,271,188,60
"Hombres (091)",14327,110,3799,4101,4166,2151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",6,,,4,2,
"Profes., científicos e intelectuales (093)",249,,51,106,90,2
"Técnicos de nivel medio y trab.asimilados (094)",40,,12,15,12,1
"Jefes y empleados de oficina (095)",74,,16,39,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",231,1,79,94,52,5
"Agricult.trabaj. calif. agrop. y pesqueros (097)",9543,5,1641,2769,3232,1896
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",177,,94,43,30,10
"Obreros construc., conf., papel, fab., instr. (099)",424,,135,168,113,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2411,95,1197,571,401,147
"Otra (101)",31,,14,13,4,
"Ocupación no especificada (102)",180,,74,42,35,29
"Desocupado (103)",961,9,486,237,176,53
"Mujeres (104)",9116,127,2666,2441,2630,1252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,,1,
"Profes., científicos e intelectuales (106)",45,,24,16,5,
"Técnicos de nivel medio y trab.asimilados (107)",12,,10,1,1,
"Jefes y empleados de oficina (108)",9,,6,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",299,1,123,108,58,9
"Agricult.trabaj. calif. agrop. y pesqueros (110)",3519,10,696,886,1231,696
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",179,,83,52,34,10
"Obreros construc., conf., papel, fab., instr. (112)",11,,1,8,,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",4583,113,1484,1279,1231,476
"Ocupación no especificada (115)",227,,64,54,57,52
"Desocupado (116)",231,3,175,34,12,7
