"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMAS (000)",73351,3840,8739,9743,8312,13078,10577,15068,3994
"Sin nivel (001)",10724,3840,1171,168,204,578,764,2657,1342
"Educación inicial (002)",1611,,1523,20,14,28,26,,
"Primaria (003)",41905,,6045,7264,3484,7202,6414,9156,2340
"Secundaria (004)",15714,,,2291,4369,4086,2435,2329,204
"Superior no univ. incompleto (005)",892,,,,161,403,178,138,12
"Superior no univ. completo (006)",1234,,,,,381,410,394,49
"Superior univ. incompleto (007)",467,,,,80,193,77,110,7
"Superior univ. completo (008)",804,,,,,207,273,284,40
"Hombres (010)",38564,1862,4428,5073,4450,7040,5623,8134,1954
"Sin nivel (011)",4037,1862,584,77,88,204,215,619,388
"Educación inicial (012)",805,,763,12,9,9,12,,
"Primaria (013)",22530,,3081,3799,1787,3717,3399,5368,1379
"Secundaria (014)",9290,,,1185,2462,2459,1487,1574,123
"Superior no univ. incompleto (015)",501,,,,70,240,95,89,7
"Superior no univ. completo (016)",652,,,,,186,226,214,26
"Superior univ. incompleto (017)",267,,,,34,109,40,80,4
"Superior univ. completo (018)",482,,,,,116,149,190,27
"Mujeres (020)",34787,1978,4311,4670,3862,6038,4954,6934,2040
"Sin nivel (021)",6687,1978,587,91,116,374,549,2038,954
"Educación inicial (022)",806,,760,8,5,19,14,,
"Primaria (023)",19375,,2964,3465,1697,3485,3015,3788,961
"Secundaria (024)",6424,,,1106,1907,1627,948,755,81
"Superior no univ. incompleto (025)",391,,,,91,163,83,49,5
"Superior no univ. completo (026)",582,,,,,195,184,180,23
"Superior univ. incompleto (027)",200,,,,46,84,37,30,3
"Superior univ. completo (028)",322,,,,,91,124,94,13
,,,,,,,,,
"URBANA (030)",35509,1548,3635,4488,4106,5811,5265,8179,2477
"Sin nivel (031)",3792,1548,326,56,55,144,191,914,558
"Educación inicial (032)",845,,799,10,6,14,16,,
"Primaria (033)",17599,,2510,2911,1050,2215,2622,4642,1649
"Secundaria (034)",10270,,,1511,2783,2428,1609,1772,167
"Superior no univ. incompleto (035)",751,,,,138,335,147,119,12
