"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1102,,,,,326,359,370,47
"Superior univ. incompleto (037)",415,,,,74,164,70,100,7
"Superior univ. completo (038)",735,,,,,185,251,262,37
"Hombres (040)",18183,739,1841,2273,2162,3035,2633,4329,1171
"Sin nivel (041)",1381,739,173,25,21,55,54,178,136
"Educación inicial (042)",420,,401,6,5,2,6,,
"Primaria (043)",8975,,1267,1488,546,1068,1233,2496,877
"Secundaria (044)",5752,,,754,1500,1368,894,1140,96
"Superior no univ. incompleto (045)",419,,,,59,198,80,75,7
"Superior no univ. completo (046)",572,,,,,155,196,196,25
"Superior univ. incompleto (047)",228,,,,31,87,34,72,4
"Superior univ. completo (048)",436,,,,,102,136,172,26
"Mujeres (050)",17326,809,1794,2215,1944,2776,2632,3850,1306
"Sin nivel (051)",2411,809,153,31,34,89,137,736,422
"Educación inicial (052)",425,,398,4,1,12,10,,
"Primaria (053)",8624,,1243,1423,504,1147,1389,2146,772
"Secundaria (054)",4518,,,757,1283,1060,715,632,71
"Superior no univ. incompleto (055)",332,,,,79,137,67,44,5
"Superior no univ. completo (056)",530,,,,,171,163,174,22
"Superior univ. incompleto (057)",187,,,,43,77,36,28,3
"Superior univ. completo (058)",299,,,,,83,115,90,11
,,,,,,,,,
"RURAL (060)",37842,2292,5104,5255,4206,7267,5312,6889,1517
"Sin nivel (061)",6932,2292,845,112,149,434,573,1743,784
"Educación inicial (062)",766,,724,10,8,14,10,,
"Primaria (063)",24306,,3535,4353,2434,4987,3792,4514,691
"Secundaria (064)",5444,,,780,1586,1658,826,557,37
"Superior no univ. incompleto (065)",141,,,,23,68,31,19,
"Superior no univ. completo (066)",132,,,,,55,51,24,2
"Superior univ. incompleto (067)",52,,,,6,29,7,10,
"Superior univ. completo (068)",69,,,,,22,22,22,3
"Hombres (070)",20381,1123,2587,2800,2288,4005,2990,3805,783
"Sin nivel (071)",2656,1123,411,52,67,149,161,441,252
"Educación inicial (072)",385,,362,6,4,7,6,,
"Primaria (073)",13555,,1814,2311,1241,2649,2166,2872,502
"Secundaria (074)",3538,,,431,962,1091,593,434,27
"Superior no univ. incompleto (075)",82,,,,11,42,15,14,
"Superior no univ. completo (076)",80,,,,,31,30,18,1
"Superior univ. incompleto (077)",39,,,,3,22,6,8,
"Superior univ. completo (078)",46,,,,,14,13,18,1
"Mujeres (080)",17461,1169,2517,2455,1918,3262,2322,3084,734
"Sin nivel (081)",4276,1169,434,60,82,285,412,1302,532
"Educación inicial (082)",381,,362,4,4,7,4,,
"Primaria (083)",10751,,1721,2042,1193,2338,1626,1642,189
"Secundaria (084)",1906,,,349,624,567,233,123,10
"Superior no univ. incompleto (085)",59,,,,12,26,16,5,
"Superior no univ. completo (086)",52,,,,,24,21,6,1
"Superior univ. incompleto (087)",13,,,,3,7,1,2,
"Superior univ. completo (088)",23,,,,,8,9,4,2
