"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16271,1066,7916,5204,172,1735,178
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",13,11,,,2,,
"Profes., científicos e intelectuales (002)",428,375,,46,6,1,
"Técnicos de nivel medio y trab. asimilados (003)",179,71,,75,28,5,
"Jefes y empleados de oficina (004)",116,111,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1774,215,9,1305,40,205,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2003,,,1997,6,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",3187,,2030,1038,59,60,
"Obreros construc.,conf., papel, fab., instr. (008)",368,25,195,132,10,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",7668,184,5498,415,8,1385,178
"Otra (010)",24,24,,,,,
"Ocupación no especificada (011)",511,50,184,196,13,68,
"Hombres (012)",11990,671,7280,3049,117,834,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",12,10,,,2,,
"Profes., científicos e intelectuales (014)",311,269,,35,6,1,
"Técnicos de nivel medio y trab. asimilados (015)",126,52,,48,23,3,
"Jefes y empleados de oficina (016)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",564,77,4,442,11,30,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1539,,,1535,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",2654,,1939,618,52,45,
"Obreros construc.,conf., papel, fab., instr. (020)",358,25,192,126,10,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",6017,96,4996,157,2,727,39
"Otra (022)",23,23,,,,,
"Ocupación no especificada (023)",300,33,149,88,7,23,
"Mujeres (024)",4281,395,636,2155,55,901,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",1,1,,,,,
"Profes., científicos e intelectuales (026)",117,106,,11,,,
"Técnicos de nivel medio y trab. asimilados (027)",53,19,,27,5,2,
"Jefes y empleados de oficina (028)",30,25,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1210,138,5,863,29,175,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",464,,,462,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",533,,91,420,7,15,
"Obreros construc.,conf., papel, fab., instr. (032)",10,,3,6,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1651,88,502,258,6,658,139
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",211,17,35,108,6,45,
,,,,,,,
"URBANA (036)",11300,939,6214,3257,150,586,154
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",11,9,,,2,,
"Profes., científicos e intelectuales (038)",371,325,,39,6,1,
"Técnicos de nivel medio y trab. asimilados (039)",146,64,,56,21,5,
"Jefes y empleados de oficina (040)",95,90,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1604,194,9,1171,39,191,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",515,,,510,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2769,,1861,802,47,59,
"Obreros construc.,conf., papel, fab., instr. (044)",331,23,178,114,10,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",4986,164,3995,400,8,265,154
"Otra (046)",24,24,,,,,
"Ocupación no especificada (047)",448,46,171,165,12,54,
"Hombres (048)",8358,595,5733,1670,100,227,33
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,9,,,2,,
"Profes., científicos e intelectuales (050)",267,230,,30,6,1,
"Técnicos de nivel medio y trab. asimilados (051)",103,47,,36,17,3,
"Jefes y empleados de oficina (052)",73,73,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",518,74,4,401,11,28,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",369,,,366,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2376,,1779,510,43,44,
"Obreros construc.,conf., papel, fab., instr. (056)",323,23,176,109,10,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",4034,86,3637,147,2,129,33
"Otra (058)",23,23,,,,,
"Ocupación no especificada (059)",261,30,137,71,6,17,
"Mujeres (060)",2942,344,481,1587,50,359,121
"Profes., científicos e intelectuales (062)",104,95,,9,,,
"Técnicos de nivel medio y trab. asimilados (063)",43,17,,20,4,2,
"Jefes y empleados de oficina (064)",22,17,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1086,120,5,770,28,163,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",146,,,144,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",393,,82,292,4,15,
"Obreros construc.,conf., papel, fab., instr. (068)",8,,2,5,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",952,78,358,253,6,136,121
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",187,16,34,94,6,37,
,,,,,,,
"RURAL (072)",4971,127,1702,1947,22,1149,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",57,50,,7,,,
"Técnicos de nivel medio y trab. asimilados (075)",33,7,,19,7,,
"Jefes y empleados de oficina (076)",21,21,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",170,21,,134,1,14,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1488,,,1487,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",418,,169,236,12,1,
"Obreros construc.,conf., papel, fab., instr. (080)",37,2,17,18,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2682,20,1503,15,,1120,24
"Ocupación no especificada (083)",63,4,13,31,1,14,
"Hombres (084)",3632,76,1547,1379,17,607,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",44,39,,5,,,
"Técnicos de nivel medio y trab. asimilados (087)",23,5,,12,6,,
"Jefes y empleados de oficina (088)",13,13,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",46,3,,41,,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1170,,,1169,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",278,,160,108,9,1,
"Obreros construc.,conf., papel, fab., instr. (092)",35,2,16,17,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1983,10,1359,10,,598,6
"Ocupación no especificada (095)",39,3,12,17,1,6,
"Mujeres (096)",1339,51,155,568,5,542,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",13,11,,2,,,
"Técnicos de nivel medio y trab. asimilados (099)",10,2,,7,1,,
"Jefes y empleados de oficina (100)",8,8,,,,,
