"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONDESUYOS (000)",8408,70,2673,3106,1962,597
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",25,,1,11,13,
"Profes., científicos e intelectuales (002)",460,,102,241,116,1
"Técnicos de nivel medio y trab. asimilados (003)",256,,94,99,60,3
"Jefes y empleados de oficina (004)",201,,77,72,52,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",615,5,215,230,139,26
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1537,7,190,403,568,369
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2632,,1073,1154,384,21
"Obreros construc., conf., papel, fab., instr. (008)",375,,107,182,78,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",2137,58,758,659,508,154
"Otra (010)",37,,7,22,8,
"Ocupación no especificada (011)",133,,49,33,36,15
"Hombres (012)",6179,46,2042,2340,1360,391
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",21,,1,8,12,
"Profes., científicos e intelectuales (014)",241,,54,122,64,1
"Técnicos de nivel medio y trab. asimilados (015)",188,,68,70,48,2
"Jefes y empleados de oficina (016)",124,,42,44,38,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",206,2,67,69,59,9
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1108,7,130,289,407,275
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",2492,,1030,1096,349,17
"Obreros construc., conf., papel, fab., instr. (020)",368,,104,179,77,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1333,37,514,423,284,75
"Otra (022)",37,,7,22,8,
"Ocupación no especificada (023)",61,,25,18,14,4
"Mujeres (024)",2229,24,631,766,602,206
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",4,,,3,1,
"Profes., científicos e intelectuales (026)",219,,48,119,52,
"Técnicos de nivel medio y trab. asimilados (027)",68,,26,29,12,1
"Jefes y empleados de oficina (028)",77,,35,28,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",409,3,148,161,80,17
"Agricult. trabaj. calif.agrop. y pesqueros (030)",429,,60,114,161,94
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",140,,43,58,35,4
"Obreros construc., conf., papel, fab., instr. (032)",7,,3,3,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",804,21,244,236,224,79
"Ocupación no especificada (035)",72,,24,15,22,11
