"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CORONEL PORTILLO (000)",125844,3040,45067,43901,28930,4906
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",250,,17,110,116,7
"Profes., científicos e intelectuales (002)",10341,,1869,5597,2762,113
"Técnicos de nivel medio y trab.asimilados (003)",5558,2,2087,2068,1238,163
"Jefes y empleados de oficina (004)",6110,,2810,2119,1143,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",21858,573,7393,7658,5320,914
"Agricult.trabaj. calif. agrop. y pesqueros (006)",14374,89,3635,4737,4366,1547
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",12959,241,5305,4083,2953,377
"Obreros construc., conf., papel, fab., instr. (008)",15516,75,6125,5824,3212,280
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",28004,1830,10971,8151,5968,1084
"Otra (010)",1082,,323,594,163,2
"Ocupación no especificada (011)",5050,74,2013,1697,1041,225
"Desocupado (012)",4742,156,2519,1263,648,156
"Hombres (013)",83190,2096,30066,27822,19524,3682
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",197,,11,89,91,6
"Profes., científicos e intelectuales (015)",5342,,864,2714,1667,97
"Técnicos de nivel medio y trab.asimilados (016)",3693,1,1307,1378,874,133
"Jefes y empleados de oficina (017)",3094,,1222,1114,728,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",9989,326,3466,3185,2475,537
"Agricult.trabaj. calif. agrop. y pesqueros (019)",12602,76,3135,4184,3833,1374
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",11017,221,4745,3370,2358,323
"Obreros construc., conf., papel, fab., instr. (021)",14764,57,5872,5508,3064,263
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",15264,1249,6383,3890,3110,632
"Otra (023)",1029,,286,580,161,2
"Ocupación no especificada (024)",3110,63,1247,989,658,153
"Desocupado (025)",3089,103,1528,821,505,132
"Mujeres (026)",42654,944,15001,16079,9406,1224
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",53,,6,21,25,1
"Profes., científicos e intelectuales (028)",4999,,1005,2883,1095,16
"Técnicos de nivel medio y trab.asimilados (029)",1865,1,780,690,364,30
"Jefes y empleados de oficina (030)",3016,,1588,1005,415,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",11869,247,3927,4473,2845,377
