"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",260,1,,8,21,36,140,11,43
"Jefes y empleados de oficina (040)",328,,,3,89,47,124,23,42
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",690,36,,170,235,62,114,27,46
"Agricult.trabaj. calif.agrop. y pesquros (042)",990,97,1,441,330,35,56,9,21
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",247,7,,40,90,33,47,5,25
"Obreros. construc., conf., papel, fab., instr (044)",432,9,,84,198,46,57,13,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1699,136,2,516,690,114,135,38,68
"Otra (046)",42,,,,8,2,23,2,7
"Ocupación no especificada (047)",322,38,,101,104,16,33,10,20
"Hombres (048)",4405,165,3,1033,1421,337,811,128,507
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",35,,,,9,2,10,1,13
"Profes., científicos e intelectuales (050)",694,,,,11,26,326,33,298
"Técnicos de nivel medio ytrab.asimilados (051)",160,,,6,15,30,79,9,21
"Jefes y empleados de oficina (052)",182,,,2,53,31,55,17,24
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",292,2,,61,115,36,49,10,19
"Agricult.trabaj. calif.agrop. y pesquros (054)",950,86,1,427,318,32,56,9,21
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",225,5,,37,85,31,42,4,21
"Obreros. construc., conf., papel, fab., instr (056)",424,8,,84,194,45,56,12,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1277,58,2,386,566,90,103,27,45
"Otra (058)",41,,,,8,2,23,2,6
"Ocupación no especificada (059)",125,6,,30,47,12,12,4,14
"Mujeres (060)",1803,159,,330,373,114,497,72,258
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",7,,,,2,,3,,2
"Profes., científicos e intelectuales (062)",462,,,,7,32,240,28,155
"Técnicos de nivel medio ytrab.asimilados (063)",100,1,,2,6,6,61,2,22
"Jefes y empleados de oficina (064)",146,,,1,36,16,69,6,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",398,34,,109,120,26,65,17,27
"Agricult.trabaj. calif.agrop. y pesquros (066)",40,11,,14,12,3,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",22,2,,3,5,2,5,1,4
"Obreros. construc., conf., papel, fab., instr (068)",8,1,,,4,1,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",422,78,,130,124,24,32,11,23
"Otra (070)",1,,,,,,,,1
"Ocupación no especificada (071)",197,32,,71,57,4,21,6,6
,,,,,,,,,
"RURAL (072)",9535,1512,12,3153,2555,529,1085,226,463
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",12,,,,2,1,4,,5
"Profes., científicos e intelectuales (074)",331,,,,16,22,125,18,150
"Técnicos de nivel medio ytrab.asimilados (075)",376,,,4,19,54,153,38,108
"Jefes y empleados de oficina (076)",280,,,9,106,35,74,12,44
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",306,36,,66,129,29,34,5,7
"Agricult.trabaj. calif.agrop. y pesquros (078)",2953,745,4,1441,640,48,60,2,13
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",869,25,,78,208,108,321,64,65
"Obreros. construc., conf., papel, fab., instr (080)",643,21,,99,253,76,114,54,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3454,559,8,1356,1127,149,185,33,37
"Otra (082)",3,,,,1,,1,,1
"Ocupación no especificada (083)",308,126,,100,54,7,14,,7
"Hombres (084)",8499,1168,10,2891,2350,491,970,220,399
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,,1,1,3,,4
"Profes., científicos e intelectuales (086)",220,,,,2,11,78,17,112
"Técnicos de nivel medio ytrab.asimilados (087)",349,,,4,15,53,139,36,102
"Jefes y empleados de oficina (088)",239,,,9,100,29,56,11,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",171,9,,30,78,22,22,4,6
"Agricult.trabaj. calif.agrop. y pesquros (090)",2826,675,4,1399,628,47,60,2,11
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",852,21,,77,203,106,318,64,63
"Obreros. construc., conf., papel, fab., instr (092)",630,20,,98,247,75,113,54,23
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3074,414,6,1226,1043,145,171,32,37
"Otra (094)",2,,,,1,,,,1
"Ocupación no especificada (095)",127,29,,48,32,2,10,,6
"Mujeres (096)",1036,344,2,262,205,38,115,6,64
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,1,,1
"Profes., científicos e intelectuales (098)",111,,,,14,11,47,1,38
"Técnicos de nivel medio ytrab.asimilados (099)",27,,,,4,1,14,2,6
"Jefes y empleados de oficina (100)",41,,,,6,6,18,1,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",135,27,,36,51,7,12,1,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",127,70,,42,12,1,,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",17,4,,1,5,2,3,,2
"Obreros. construc., conf., papel, fab., instr (104)",13,1,,1,6,1,1,,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",380,145,2,130,84,4,14,1,
"Otra (106)",1,,,,,,1,,
"Ocupación no especificada (107)",181,97,,52,22,5,4,,1
