"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUPACA (000)",20652,19754,5895,2829,2780,2169,2949,1735,923,474,898,52101
"De 12 a 14 años (001)",1860,1853,1848,5,,,,,,,7,5
"De 15 a 19 años (002)",2527,2491,2257,199,30,5,,,,,36,274
"De 20 a 24 años (003)",2254,1902,899,705,231,50,14,3,,,352,1394
"De 25 a 29 años (004)",1843,1639,246,609,460,230,88,5,1,,204,2628
"De 30 a 34 años (005)",1756,1662,139,393,521,334,239,30,6,,94,3700
"De 35 a 39 años (006)",1776,1719,80,240,478,356,414,115,31,5,57,5112
"De 40 a 44 años (007)",1606,1581,68,143,296,361,460,179,55,19,25,5648
"De 45 a 49 años (008)",1352,1334,48,112,214,206,397,230,102,25,18,5532
"De 50 y más años (009)",5678,5573,310,423,550,627,1337,1173,728,425,105,27808
"Conviviente (010)",3848,3714,245,1150,931,566,556,189,56,21,134,9039
"De 12 a 14 años (011)",15,9,5,4,,,,,,,6,4
"De 15 a 19 años (012)",228,200,57,120,20,3,,,,,28,169
"De 20 a 24 años (013)",735,681,86,409,148,31,7,,,,54,827
"De 25 a 29 años (014)",821,802,34,331,255,134,47,1,,,19,1448
"De 30 a 34 años (015)",657,644,21,152,218,131,111,9,2,,13,1525
"De 35 a 39 años (016)",525,522,17,64,155,116,130,32,7,1,3,1556
"De 40 a 44 años (017)",362,359,6,34,61,78,119,49,7,5,3,1339
"De 45 a 49 años (018)",200,199,5,9,35,35,61,39,12,3,1,844
"De 50 y más años (019)",305,298,14,27,39,38,81,59,28,12,7,1327
"Separado(a) (020)",1026,1016,12,283,263,154,188,80,26,10,10,2942
"De 15 a 19 años (022)",19,19,3,14,2,,,,,,,18
"De 20 a 24 años (023)",75,72,,55,14,2,1,,,,3,93
"De 25 a 29 años (024)",93,93,3,51,31,6,2,,,,,139
