"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SECHURA (000)",19149,2752,4993,8784,736,1461,423
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,32,,,2,,
"Profes., científicos e intelectuales (002)",927,751,,158,12,6,
"Técnicos de nivel medio y trab. asimilados (003)",591,353,,188,45,5,
"Jefes y empleados de oficina (004)",574,569,,3,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2949,440,36,2074,83,316,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",5133,1,964,3698,430,40,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1545,,826,642,54,23,
"Obreros construc.,conf., papel, fab., instr. (008)",2360,159,600,1481,90,30,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4718,337,2523,447,3,985,423
"Otra (010)",56,56,,,,,
"Ocupación no especificada (011)",262,54,44,93,17,54,
"Hombres (012)",13965,1408,4280,6580,637,1047,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",29,27,,,2,,
"Profes., científicos e intelectuales (014)",457,344,,100,11,2,
"Técnicos de nivel medio y trab. asimilados (015)",349,179,,141,28,1,
"Jefes y empleados de oficina (016)",205,204,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",974,209,7,659,30,69,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5015,1,946,3607,421,40,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",899,,392,448,48,11,
"Obreros construc.,conf., papel, fab., instr. (020)",2297,159,579,1442,90,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3614,215,2344,158,,884,13
"Otra (022)",55,55,,,,,
"Ocupación no especificada (023)",71,15,12,24,7,13,
"Mujeres (024)",5184,1344,713,2204,99,414,410
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",5,5,,,,,
"Profes., científicos e intelectuales (026)",470,407,,58,1,4,
"Técnicos de nivel medio y trab. asimilados (027)",242,174,,47,17,4,
"Jefes y empleados de oficina (028)",369,365,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1975,231,29,1415,53,247,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",118,,18,91,9,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",646,,434,194,6,12,
"Obreros construc.,conf., papel, fab., instr. (032)",63,,21,39,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1104,122,179,289,3,101,410
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",191,39,32,69,10,41,
,,,,,,,
"URBANA (036)",17776,2676,4724,8103,691,1173,409
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,31,,,2,,
"Profes., científicos e intelectuales (038)",906,731,,157,12,6,
"Técnicos de nivel medio y trab. asimilados (039)",584,347,,187,45,5,
"Jefes y empleados de oficina (040)",570,565,,3,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2796,430,36,1963,82,285,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",4631,1,959,3244,388,39,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1518,,815,626,54,23,
"Obreros construc.,conf., papel, fab., instr. (044)",2273,156,589,1411,90,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",4154,307,2282,420,3,733,409
"Otra (046)",55,55,,,,,
"Ocupación no especificada (047)",256,53,43,92,15,53,
"Hombres (048)",12835,1361,4031,6017,595,818,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",28,26,,,2,,
"Profes., científicos e intelectuales (050)",454,341,,100,11,2,
"Técnicos de nivel medio y trab. asimilados (051)",345,176,,140,28,1,
"Jefes y empleados de oficina (052)",204,203,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",904,202,7,602,29,64,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",4533,1,941,3172,380,39,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",878,,382,437,48,11,
"Obreros construc.,conf., papel, fab., instr. (056)",2239,156,571,1395,90,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",3126,188,2118,146,,661,13
"Otra (058)",54,54,,,,,
"Ocupación no especificada (059)",70,14,12,24,7,13,
"Mujeres (060)",4941,1315,693,2086,96,355,396
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",452,390,,57,1,4,
"Técnicos de nivel medio y trab. asimilados (063)",239,171,,47,17,4,
"Jefes y empleados de oficina (064)",366,362,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1892,228,29,1361,53,221,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",98,,18,72,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",640,,433,189,6,12,
"Obreros construc.,conf., papel, fab., instr. (068)",34,,18,16,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1028,119,164,274,3,72,396
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",186,39,31,68,8,40,
,,,,,,,
"RURAL (072)",1373,76,269,681,45,288,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",21,20,,1,,,
"Técnicos de nivel medio y trab. asimilados (075)",7,6,,1,,,
"Jefes y empleados de oficina (076)",4,4,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",153,10,,111,1,31,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",502,,5,454,42,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",27,,11,16,,,
"Obreros construc.,conf., papel, fab., instr. (080)",87,3,11,70,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",564,30,241,27,,252,14
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",6,1,1,1,2,1,
"Hombres (084)",1130,47,249,563,42,229,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",3,3,,,,,
"Técnicos de nivel medio y trab. asimilados (087)",4,3,,1,,,
"Jefes y empleados de oficina (088)",1,1,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",70,7,,57,1,5,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",482,,5,435,41,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",21,,10,11,,,
"Obreros construc.,conf., papel, fab., instr. (092)",58,3,8,47,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",488,27,226,12,,223,
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",1,1,,,,,
"Mujeres (096)",243,29,20,118,3,59,14
"Profes., científicos e intelectuales (098)",18,17,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",3,3,,,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
