"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PURUS (000)",1053,322,140,453,9,121,8
"Sin nivel (001)",103,,8,66,2,27,
"Primaria (003)",240,7,30,154,3,44,2
"Secundaria (004)",397,69,79,194,4,46,5
"Superior no univ. incompleta (005)",81,51,14,15,,,1
"Superior no univ. completa (006)",144,126,5,12,,1,
"Superior univ. incompleta (007)",30,16,3,9,,2,
"Superior univ. completa (008)",58,53,1,3,,1,
"Hombres (010)",824,226,119,404,4,66,5
"Sin nivel (011)",71,,3,58,,10,
"Primaria (013)",193,5,24,140,1,22,1
"Secundaria (014)",336,52,72,174,3,32,3
"Superior no univ. incompleta (015)",65,40,13,11,,,1
"Superior no univ. completa (016)",95,80,4,11,,,
"Superior univ. incompleta (017)",22,11,2,7,,2,
"Superior univ. completa (018)",42,38,1,3,,,
"Mujeres (020)",229,96,21,49,5,55,3
"Sin nivel (021)",32,,5,8,2,17,
"Primaria (023)",47,2,6,14,2,22,1
"Secundaria (024)",61,17,7,20,1,14,2
"Superior no univ. incompleta (025)",16,11,1,4,,,
"Superior no univ. completa (026)",49,46,1,1,,1,
"Superior univ. incompleta (027)",8,5,1,2,,,
"Superior univ. completa (028)",16,15,,,,1,
,,,,,,,
"URBANA (030)",470,214,93,129,1,27,6
"Sin nivel (031)",12,,5,6,,1,
"Primaria (033)",63,6,18,28,,9,2
"Secundaria (034)",182,45,54,65,1,14,3
"Superior no univ. incompleta (035)",50,26,10,13,,,1
"Superior no univ. completa (036)",91,78,4,8,,1,
"Superior univ. incompleta (037)",23,14,1,7,,1,
"Superior univ. completa (038)",49,45,1,2,,1,
"Hombres (040)",332,144,76,94,,15,3
"Sin nivel (041)",5,,1,3,,1,
"Primaria (043)",42,5,14,17,,5,1
"Secundaria (044)",141,35,47,50,,8,1
"Superior no univ. incompleta (045)",39,20,9,9,,,1
"Superior no univ. completa (046)",53,43,3,7,,,
"Superior univ. incompleta (047)",17,9,1,6,,1,
"Superior univ. completa (048)",35,32,1,2,,,
"Mujeres (050)",138,70,17,35,1,12,3
"Sin nivel (051)",7,,4,3,,,
"Primaria (053)",21,1,4,11,,4,1
"Secundaria (054)",41,10,7,15,1,6,2
"Superior no univ. incompleta (055)",11,6,1,4,,,
"Superior no univ. completa (056)",38,35,1,1,,1,
"Superior univ. incompleta (057)",6,5,,1,,,
"Superior univ. completa (058)",14,13,,,,1,
,,,,,,,
"RURAL (060)",583,108,47,324,8,94,2
"Sin nivel (061)",91,,3,60,2,26,
"Primaria (063)",177,1,12,126,3,35,
"Secundaria (064)",215,24,25,129,3,32,2
"Superior no univ. incompleta (065)",31,25,4,2,,,
"Superior no univ. completa (066)",53,48,1,4,,,
"Superior univ. incompleta (067)",7,2,2,2,,1,
"Superior univ. completa (068)",9,8,,1,,,
"Hombres (070)",492,82,43,310,4,51,2
"Sin nivel (071)",66,,2,55,,9,
"Primaria (073)",151,,10,123,1,17,
"Secundaria (074)",195,17,25,124,3,24,2
"Superior no univ. incompleta (075)",26,20,4,2,,,
"Superior no univ. completa (076)",42,37,1,4,,,
"Superior univ. incompleta (077)",5,2,1,1,,1,
"Superior univ. completa (078)",7,6,,1,,,
"Mujeres (080)",91,26,4,14,4,43,
"Sin nivel (081)",25,,1,5,2,17,
"Primaria (083)",26,1,2,3,2,18,
"Secundaria (084)",20,7,,5,,8,
"Superior no univ. incompleta (085)",5,5,,,,,
"Superior no univ. completa (086)",11,11,,,,,
"Superior univ. incompleta (087)",2,,1,1,,,
"Superior univ. completa (088)",2,2,,,,,
