"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ESPINAR (000)",22864,17883,1959,1292,1730
"Hombres (001)",13426,9541,1369,1015,1501
"Mujeres (002)",9438,8342,590,277,229
"De 06 a 14 años (003)",514,461,44,9,
"Hombres (004)",278,243,29,6,
"Mujeres (005)",236,218,15,3,
"De 15 a 29 años (006)",6818,5117,733,472,496
"Hombres (007)",3857,2595,500,367,395
"Mujeres (008)",2961,2522,233,105,101
"De 30 a 44 años (009)",7718,5644,753,555,766
"Hombres (010)",4586,2967,520,427,672
"Mujeres (011)",3132,2677,233,128,94
"De 45 a 64 años (012)",5865,4779,381,245,460
"Hombres (013)",3572,2651,286,208,427
"Mujeres (014)",2293,2128,95,37,33
"De 65 y más años (015)",1949,1882,48,11,8
"Hombres (016)",1133,1085,34,7,7
"Mujeres (017)",816,797,14,4,1
,,,,,
"URBANA (018)",9491,6043,994,977,1477
"Hombres (019)",5914,3234,672,737,1271
"Mujeres (020)",3577,2809,322,240,206
"De 06 a 14 años (021)",183,156,20,7,
"Hombres (022)",109,89,14,6,
"Mujeres (023)",74,67,6,1,
"De 15 a 29 años (024)",3226,2069,406,349,402
"Hombres (025)",1983,1123,280,261,319
"Mujeres (026)",1243,946,126,88,83
"De 30 a 44 años (027)",3760,2273,404,436,647
"Hombres (028)",2293,1162,256,318,557
"Mujeres (029)",1467,1111,148,118,90
"De 45 a 64 años (030)",2041,1292,149,179,421
"Hombres (031)",1366,720,110,148,388
"Mujeres (032)",675,572,39,31,33
"De 65 y más años (033)",281,253,15,6,7
"Hombres (034)",163,140,12,4,7
"Mujeres (035)",118,113,3,2,
,,,,,
"RURAL (036)",13373,11840,965,315,253
"Hombres (037)",7512,6307,697,278,230
"Mujeres (038)",5861,5533,268,37,23
"De 06 a 14 años (039)",331,305,24,2,
"Hombres (040)",169,154,15,,
"Mujeres (041)",162,151,9,2,
"De 15 a 29 años (042)",3592,3048,327,123,94
"Hombres (043)",1874,1472,220,106,76
"Mujeres (044)",1718,1576,107,17,18
"De 30 a 44 años (045)",3958,3371,349,119,119
"Hombres (046)",2293,1805,264,109,115
"Mujeres (047)",1665,1566,85,10,4
"De 45 a 64 años (048)",3824,3487,232,66,39
"Hombres (049)",2206,1931,176,60,39
"Mujeres (050)",1618,1556,56,6,
"De 65 y más años (051)",1668,1629,33,5,1
"Hombres (052)",970,945,22,3,
"Mujeres (053)",698,684,11,2,1
