"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ASUNCION (000)",3467,11514,9696,,135,84.2,1.2
"De 12 a 14 años (001)",358,,,,,,
"De 15 a 19 años (002)",411,46,45,12,97.8,26.1,
"De 20 a 24 años (003)",313,298,286,39,96,13.1,
"De 25 a 29 años (004)",290,543,525,22,96.7,4.1,
"De 30 a 34 años (005)",304,804,763,34,94.9,4.2,
"De 35 a 39 años (006)",299,1128,1073,23,95.1,2,
"De 40 a 44 años (007)",222,1035,952,3,92,0.3,
"De 45 a 49 años (008)",204,1179,1051,2,89.1,0.2,
"De 50 y más años (009)",1066,6481,5001,,77.2,,
"Sin nivel (010)",1291,7456,5922,15,79.4,0.2,
"De 12 a 14 años (011)",3,,,,,,
"De 15 a 19 años (012)",6,2,2,1,100,50,
"De 20 a 24 años (013)",19,40,37,2,92.5,5,
"De 25 a 29 años (014)",18,52,50,,96.2,,
"De 30 a 34 años (015)",62,226,206,5,91.2,2.2,
"De 35 a 39 años (016)",81,347,322,4,92.8,1.2,
"De 40 a 44 años (017)",89,485,430,1,88.7,0.2,
"De 45 a 49 años (018)",125,821,722,2,87.9,0.2,
"De 50 y más años (019)",888,5483,4153,,75.7,,
"Educacion Inicial (020)",8,6,6,1,100,16.7,
"De 12 a 14 años (021)",4,,,,,,
"De 20 a 24 años (023)",2,2,2,1,100,50,
"De 25 a 29 años (024)",1,,,,,,
"De 35 a 39 años (026)",1,4,4,,100,,
"Primaria (030)",856,2500,2270,44,90.8,1.8,
"De 12 a 14 años (031)",175,,,,,,
"De 15 a 19 años (032)",67,22,21,5,95.5,22.7,
"De 20 a 24 años (033)",77,101,98,14,97,13.9,
"De 25 a 29 años (034)",68,166,159,6,95.8,3.6,
"De 30 a 34 años (035)",92,277,262,9,94.6,3.2,
"De 35 a 39 años (036)",106,440,418,8,95,1.8,
"De 40 a 44 años (037)",80,394,369,2,93.7,0.5,
"De 45 a 49 años (038)",54,267,243,,91,,
"De 50 y más años (039)",137,833,700,,84,,
"Secundaria (040)",990,982,954,57,97.1,5.8,
"De 12 a 14 años (041)",176,,,,,,
"De 15 a 19 años (042)",326,22,22,6,100,27.3,
"De 20 a 24 años (043)",173,139,135,20,97.1,14.4,
"De 25 a 29 años (044)",136,247,238,14,96.4,5.7,
