"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",9,59,40,,67.8,,
"De 50 y más años (039)",19,96,82,,85.4,,
"No PEA (040)",12807,43039,36013,922,83.7,2.1,
"De 12 a 14 años (041)",1875,12,12,2,100,16.7,
"De 15 a 19 años (042)",1618,309,296,88,95.8,28.5,
"De 20 a 24 años (043)",1100,1497,1452,190,97,12.7,
"De 25 a 29 años (044)",1103,2823,2667,215,94.5,7.6,
"De 30 a 34 años (045)",1035,4017,3727,189,92.8,4.7,
"De 35 a 39 años (046)",985,4972,4411,138,88.7,2.8,
"De 40 a 44 años (047)",964,5792,5020,83,86.7,1.4,
"De 45 a 49 años (048)",803,4781,4125,17,86.3,0.4,
"De 50 y más años (049)",3324,18836,14303,,75.9,,
,,,,,,,
"URBANA (060)",4178,11594,10316,249,89,2.1,
"De 12 a 14 años (061)",506,9,9,,100,,
"De 15 a 19 años (062)",521,71,70,23,98.6,32.4,
"De 20 a 24 años (063)",399,426,417,53,97.9,12.4,
"De 25 a 29 años (064)",486,801,767,54,95.8,6.7,
"De 30 a 34 años (065)",458,1283,1227,58,95.6,4.5,
"De 35 a 39 años (066)",384,1394,1297,31,93,2.2,
"De 40 a 44 años (067)",316,1555,1418,27,91.2,1.7,
"De 45 a 49 años (068)",265,1380,1269,3,92,0.2,
"De 50 y más años (069)",843,4675,3842,,82.2,,
"PEA (070)",1154,2974,2746,63,92.3,2.1,
"De 12 a 14 años (071)",21,3,3,,100,,
"De 15 a 19 años (072)",73,16,16,4,100,25,
"De 20 a 24 años (073)",106,90,90,13,100,14.4,
"De 25 a 29 años (074)",192,220,208,15,94.5,6.8,
"De 30 a 34 años (075)",214,453,436,18,96.2,4,
"De 35 a 39 años (076)",179,511,485,10,94.9,2,
"De 40 a 44 años (077)",110,426,395,3,92.7,0.7,
"De 45 a 49 años (078)",89,387,360,,93,,
"De 50 y más años (079)",170,868,753,,86.8,,
"Ocupada (080)",1098,2792,2593,61,92.9,2.2,
"De 12 a 14 años (081)",20,3,3,,100,,
"De 15 a 19 años (082)",64,13,13,4,100,30.8,
"De 20 a 24 años (083)",100,86,86,13,100,15.1,
"De 25 a 29 años (084)",186,211,199,15,94.3,7.1,
"De 30 a 34 años (085)",200,400,389,16,97.3,4,
"De 35 a 39 años (086)",174,490,466,10,95.1,2,
"De 40 a 44 años (087)",106,404,378,3,93.6,0.7,
"De 45 a 49 años (088)",85,358,342,,95.5,,
"De 50 y más años (089)",163,827,717,,86.7,,
"Desocupada (090)",56,182,153,2,84.1,1.1,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",9,3,3,,100,,
"De 20 a 24 años (093)",6,4,4,,100,,
"De 25 a 29 años (094)",6,9,9,,100,,
"De 30 a 34 años (095)",14,53,47,2,88.7,3.8,
"De 35 a 39 años (096)",5,21,19,,90.5,,
"De 40 a 44 años (097)",4,22,17,,77.3,,
"De 45 a 49 años (098)",4,29,18,,62.1,,
"De 50 y más años (099)",7,41,36,,87.8,,
"No PEA (100)",3024,8620,7570,186,87.8,2.2,
"De 12 a 14 años (101)",485,6,6,,100,,
"De 15 a 19 años (102)",448,55,54,19,98.2,34.5,
"De 20 a 24 años (103)",293,336,327,40,97.3,11.9,
"De 25 a 29 años (104)",294,581,559,39,96.2,6.7,
"De 30 a 34 años (105)",244,830,791,40,95.3,4.8,
"De 35 a 39 años (106)",205,883,812,21,92,2.4,
"De 40 a 44 años (107)",206,1129,1023,24,90.6,2.1,
"De 45 a 49 años (108)",176,993,909,3,91.5,0.3,
"De 50 y más años (109)",673,3807,3089,,81.1,,
,,,,,,,
"RURAL (120)",10729,37709,31285,798,83,2.1,
"De 12 a 14 años (121)",1408,8,8,2,100,25,
"De 15 a 19 años (122)",1244,280,267,75,95.4,26.8,
"De 20 a 24 años (123)",917,1298,1259,160,97,12.3,
"De 25 a 29 años (124)",945,2529,2377,193,94,7.6,
"De 30 a 34 años (125)",903,3538,3264,163,92.3,4.6,
"De 35 a 39 años (126)",879,4512,3990,127,88.4,2.8,
"De 40 a 44 años (127)",863,5163,4426,64,85.7,1.2,
"De 45 a 49 años (128)",701,4230,3577,14,84.6,0.3,
"De 50 y más años (129)",2869,16151,12117,,75,,
"PEA (130)",946,3290,2842,62,86.4,1.9,
"De 12 a 14 años (131)",18,2,2,,100,,
"De 15 a 19 años (132)",74,26,25,6,96.2,23.1,
"De 20 a 24 años (133)",110,137,134,10,97.8,7.3,
"De 25 a 29 años (134)",136,287,269,17,93.7,5.9,
"De 30 a 34 años (135)",112,351,328,14,93.4,4,
"De 35 a 39 años (136)",99,423,391,10,92.4,2.4,
"De 40 a 44 años (137)",105,500,429,5,85.8,1,
"De 45 a 49 años (138)",74,442,361,,81.7,,
"De 50 y más años (139)",218,1122,903,,80.5,,
"Ocupada (140)",858,3049,2638,55,86.5,1.8,
"De 12 a 14 años (141)",11,2,2,,100,,
"De 15 a 19 años (142)",60,23,22,4,95.7,17.4,
"De 20 a 24 años (143)",96,119,116,9,97.5,7.6,
"De 25 a 29 años (144)",127,263,247,16,93.9,6.1,
"De 30 a 34 años (145)",101,301,285,11,94.7,3.7,
"De 35 a 39 años (146)",94,410,379,10,92.4,2.4,
"De 40 a 44 años (147)",94,452,391,5,86.5,1.1,
"De 45 a 49 años (148)",69,412,339,,82.3,,
"De 50 y más años (149)",206,1067,857,,80.3,,
"Desocupada (150)",88,241,204,7,84.6,2.9,
"De 12 a 14 años (151)",7,,,,,,
"De 15 a 19 años (152)",14,3,3,2,100,66.7,
"De 20 a 24 años (153)",14,18,18,1,100,5.6,
"De 25 a 29 años (154)",9,24,22,1,91.7,4.2,
"De 30 a 34 años (155)",11,50,43,3,86,6,
"De 35 a 39 años (156)",5,13,12,,92.3,,
"De 40 a 44 años (157)",11,48,38,,79.2,,
"De 45 a 49 años (158)",5,30,22,,73.3,,
"De 50 y más años (159)",12,55,46,,83.6,,
"No PEA (160)",9783,34419,28443,736,82.6,2.1,
"De 12 a 14 años (161)",1390,6,6,2,100,33.3,
"De 15 a 19 años (162)",1170,254,242,69,95.3,27.2,
"De 20 a 24 años (163)",807,1161,1125,150,96.9,12.9,
"De 25 a 29 años (164)",809,2242,2108,176,94,7.9,
"De 30 a 34 años (165)",791,3187,2936,149,92.1,4.7,
"De 35 a 39 años (166)",780,4089,3599,117,88,2.9,
"De 40 a 44 años (167)",758,4663,3997,59,85.7,1.3,
"De 45 a 49 años (168)",627,3788,3216,14,84.9,0.4,
"De 50 y más años (169)",2651,15029,11214,,74.6,,
