"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Agric., ganadería, caza y silvicultura (155)",22604,,2,3,,,14672,,6,7921,,
"Pesca (156)",2,,,,,,2,,,,,
"Explotación de minas y canteras (157)",33,,,,,,,23,3,7,,
"Industrias manufactureras (158)",875,,,4,1,8,,567,294,1,,
"Suministro de electricidad, gas y agua (159)",24,,,1,1,,,8,1,13,,
"Construcción (160)",686,,6,2,,,,6,429,243,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",548,,,7,,310,,80,12,139,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",93,,,,,19,,60,12,2,,
"Comercio al por mayor (163)",25,,,1,,21,,,,3,,
"Comercio al por menor (164)",430,,,6,,270,,20,,134,,
"Hoteles y restaurantes (165)",42,,,2,,23,,,,17,,
"Trans., almac. y comunicaciones (166)",635,,2,1,2,1,,,550,79,,
"Intermediación financiera (167)",5,,,,,,,,,5,,
"Activid.inmobil., empres. y alquileres (168)",79,,14,9,8,31,,1,5,11,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",82,6,4,2,13,7,,2,3,40,5,
"Enseñanza (170)",132,3,100,,15,,,1,,13,,
"Servicios sociales y de salud (171)",32,,15,8,3,,,1,,5,,
"Otras activ. serv.comun.soc y personales (172)",60,,1,28,,2,,,2,27,,
"Hogares privados con servicio doméstico (173)",45,,,,,,,,,45,,
"Actividad economica no especificada (175)",86,,,,1,,,,,,,85
"Mujeres (176)",5852,4,144,36,43,629,1273,282,29,3111,1,300
"Agric., ganadería, caza y silvicultura (177)",3472,,,1,,,1273,,,2198,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Industrias manufactureras (180)",310,,,1,1,2,,282,23,1,,
"Construcción (182)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",840,,,4,3,484,,,,349,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",6,,,1,1,4,,,,,,
"Comercio al por mayor (185)",19,,,,,19,,,,,,
"Comercio al por menor (186)",815,,,3,2,461,,,,349,,
"Hoteles y restaurantes (187)",235,,1,3,2,130,,,,99,,
"Trans., almac. y comunicaciones (188)",13,,,,3,2,,,4,4,,
"Intermediación financiera (189)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",20,,5,2,4,,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",30,4,2,,20,,,,,3,1,
"Enseñanza (192)",109,,107,,1,,,,,1,,
"Servicios sociales y de salud (193)",53,,27,23,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",62,,1,1,2,9,,,,49,,
"Hogares privados con servicio doméstico (195)",395,,,,,,,,,395,,
"Actividad economica no especificada (197)",308,,1,,7,,,,,,,300
