"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",3,,2,1,,
"Ocupación no especificada (035)",758,2,216,244,205,91
,,,,,,
"URBANA (036)",5694,122,1641,2081,1495,355
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",24,,3,7,14,
"Profes., científicos e intelectuales (038)",985,,175,527,277,6
"Técnicos de nivel medio y trab. asimilados (039)",242,2,88,110,37,5
"Jefes y empleados de oficina (040)",312,,89,135,85,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1089,16,285,390,328,70
"Agricult. trabaj. calif.agrop. y pesqueros (042)",793,5,131,216,272,169
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",234,3,66,89,57,19
"Obreros construc., conf., papel, fab., instr. (044)",370,1,140,134,89,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",1281,92,494,363,276,56
"Otra (046)",81,,17,52,12,
"Ocupación no especificada (047)",283,3,153,58,48,21
"Hombres (048)",3660,71,1034,1283,986,286
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",17,,1,5,11,
"Profes., científicos e intelectuales (050)",454,,58,246,147,3
"Técnicos de nivel medio y trab. asimilados (051)",152,2,52,64,29,5
"Jefes y empleados de oficina (052)",159,,36,62,59,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",512,7,126,176,161,42
"Agricult. trabaj. calif.agrop. y pesqueros (054)",757,5,124,205,260,163
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",205,3,64,79,42,17
"Obreros construc., conf., papel, fab., instr. (056)",364,1,138,132,87,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",789,51,295,241,159,43
"Otra (058)",78,,15,51,12,
"Ocupación no especificada (059)",173,2,125,22,19,5
"Mujeres (060)",2034,51,607,798,509,69
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",7,,2,2,3,
"Profes., científicos e intelectuales (062)",531,,117,281,130,3
"Técnicos de nivel medio y trab. asimilados (063)",90,,36,46,8,
"Jefes y empleados de oficina (064)",153,,53,73,26,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",577,9,159,214,167,28
"Agricult. trabaj. calif.agrop. y pesqueros (066)",36,,7,11,12,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",29,,2,10,15,2
"Obreros construc., conf., papel, fab., instr. (068)",6,,2,2,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",492,41,199,122,117,13
"Otra (070)",3,,2,1,,
"Ocupación no especificada (071)",110,1,28,36,29,16
,,,,,,
"RURAL (072)",30074,758,10026,8709,7410,3171
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",17,,1,4,12,
"Profes., científicos e intelectuales (074)",647,,176,365,106,
"Técnicos de nivel medio y trab. asimilados (075)",132,,60,48,23,1
"Jefes y empleados de oficina (076)",69,,32,31,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",530,4,145,211,141,29
"Agricult. trabaj. calif.agrop. y pesqueros (078)",18317,95,3831,5856,5791,2744
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",571,10,227,169,132,33
"Obreros construc., conf., papel, fab., instr. (080)",393,1,128,158,93,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",8512,647,5137,1593,882,253
"Otra (082)",7,,,6,1,
"Ocupación no especificada (083)",879,1,289,268,223,98
"Hombres (084)",27231,666,9122,7815,6710,2918
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",15,,1,4,10,
"Profes., científicos e intelectuales (086)",288,,68,160,60,
"Técnicos de nivel medio y trab. asimilados (087)",79,,35,21,22,1
"Jefes y empleados de oficina (088)",39,,11,23,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",269,3,62,115,74,15
"Agricult. trabaj. calif.agrop. y pesqueros (090)",17819,88,3740,5758,5598,2635
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",408,5,176,121,86,20
"Obreros construc., conf., papel, fab., instr. (092)",388,1,125,157,93,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",7688,569,4803,1390,714,212
"Otra (094)",7,,,6,1,
"Ocupación no especificada (095)",231,,101,60,47,23
"Mujeres (096)",2843,92,904,894,700,253
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,,2,
"Profes., científicos e intelectuales (098)",359,,108,205,46,
"Técnicos de nivel medio y trab. asimilados (099)",53,,25,27,1,
"Jefes y empleados de oficina (100)",30,,21,8,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",261,1,83,96,67,14
"Agricult. trabaj. calif.agrop. y pesqueros (102)",498,7,91,98,193,109
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",163,5,51,48,46,13
"Obreros construc., conf., papel, fab., instr. (104)",5,,3,1,,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",824,78,334,203,168,41
"Ocupación no especificada (107)",648,1,188,208,176,75
