"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Mujeres (044)",4919,3,305,51,57,444,1068,37,6,2682,2,264
"Agric., ganadería, caza y silvicultura (045)",3444,,5,,,,1066,1,,2372,,
"Pesca (046)",3,,,,,,2,,,1,,
"Industrias manufactureras (048)",37,,1,,,,,35,1,,,
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,,,,
"Construcción (050)",9,,,,,,,,3,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",483,,1,3,,369,,1,1,108,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,,2,,1,1,,,
"Comercio al por mayor (053)",15,,1,,,14,,,,,,
"Comercio al por menor (054)",464,,,3,,353,,,,108,,
"Hoteles y restaurantes (055)",148,,,5,1,57,,,,85,,
"Trans., almac. y comunicaciones (056)",7,,,,2,,,,1,4,,
"Activid.inmobil., empres. y alquileres (058)",20,,6,4,8,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",48,2,5,3,27,,,,,9,2,
"Enseñanza (060)",272,1,260,2,6,,,,,3,,
"Servicios sociales y de salud (061)",87,,27,31,7,2,,,,20,,
"Otras activ. serv.comun.soc y personales (062)",34,,,3,4,16,,,,11,,
"Hogares privados con servicio doméstico (063)",61,,,,,,,,,61,,
"Actividad economica no especificada (065)",265,,,,1,,,,,,,264
,,,,,,,,,,,,
"URBANA (066)",4892,16,576,135,139,617,1395,142,210,1461,25,176
"Agric., ganadería, caza y silvicultura (067)",2437,,8,3,,,1395,1,3,1027,,
"Pesca (068)",1,,,,,,,,,1,,
"Explotación de minas y canteras (069)",4,,1,,,,,3,,,,
"Industrias manufactureras (070)",115,,2,2,,1,,102,7,1,,
"Suministro de electricidad, gas y agua (071)",5,,,1,1,,,,,3,,
"Construcción (072)",149,,5,7,,,,4,86,47,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",716,,3,9,,521,,26,4,153,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",30,,1,,,8,,17,4,,,
"Comercio al por mayor (075)",25,,1,,,24,,,,,,
"Comercio al por menor (076)",661,,1,9,,489,,9,,153,,
"Hoteles y restaurantes (077)",170,,,10,1,67,,1,,91,,
"Trans., almac. y comunicaciones (078)",130,,1,2,3,,,,101,23,,
"Intermediación financiera (079)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",78,,28,20,16,6,,,2,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",194,14,15,11,90,5,,1,5,28,25,
"Enseñanza (082)",495,2,467,4,12,,,,1,9,,
"Servicios sociales y de salud (083)",118,,39,54,9,1,,1,1,13,,
"Otras activ. serv.comun.soc y personales (084)",54,,6,12,5,16,,3,,12,,
"Hogares privados con servicio doméstico (085)",47,,,,,,,,,47,,
"Actividad economica no especificada (087)",178,,1,,1,,,,,,,176
"Hombres (088)",3055,15,319,94,86,250,1072,116,207,798,23,75
"Agric., ganadería, caza y silvicultura (089)",1680,,4,3,,,1072,1,3,597,,
"Explotación de minas y canteras (091)",4,,1,,,,,3,,,,
"Industrias manufactureras (092)",88,,1,2,,1,,77,6,1,,
"Suministro de electricidad, gas y agua (093)",4,,,1,,,,,,3,,
"Construcción (094)",144,,5,7,,,,4,85,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",315,,2,7,,213,,25,3,65,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",26,,1,,,6,,16,3,,,
"Comercio al por mayor (097)",12,,,,,12,,,,,,
"Comercio al por menor (098)",277,,1,7,,195,,9,,65,,
"Hoteles y restaurantes (099)",50,,,5,,22,,1,,22,,
"Trans., almac. y comunicaciones (100)",124,,1,2,1,,,,101,19,,
"Intermediación financiera (101)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",62,,24,17,8,6,,,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",157,13,10,9,67,5,,1,5,24,23,
"Enseñanza (104)",264,2,247,2,6,,,,1,6,,
"Servicios sociales y de salud (105)",53,,17,30,2,1,,1,1,1,,
"Otras activ. serv.comun.soc y personales (106)",25,,6,9,1,2,,3,,4,,
"Hogares privados con servicio doméstico (107)",8,,,,,,,,,8,,
"Actividad economica no especificada (109)",76,,1,,,,,,,,,75
"Mujeres (110)",1837,1,257,41,53,367,323,26,3,663,2,101
"Agric., ganadería, caza y silvicultura (111)",757,,4,,,,323,,,430,,
"Pesca (112)",1,,,,,,,,,1,,
"Industrias manufactureras (114)",27,,1,,,,,25,1,,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",5,,,,,,,,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",401,,1,2,,308,,1,1,88,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,,,2,,1,1,,,
"Comercio al por mayor (119)",13,,1,,,12,,,,,,
"Comercio al por menor (120)",384,,,2,,294,,,,88,,
"Hoteles y restaurantes (121)",120,,,5,1,45,,,,69,,
"Trans., almac. y comunicaciones (122)",6,,,,2,,,,,4,,
"Activid.inmobil., empres. y alquileres (124)",16,,4,3,8,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",37,1,5,2,23,,,,,4,2,
"Enseñanza (126)",231,,220,2,6,,,,,3,,
"Servicios sociales y de salud (127)",65,,22,24,7,,,,,12,,
"Otras activ. serv.comun.soc y personales (128)",29,,,3,4,14,,,,8,,
"Hogares privados con servicio doméstico (129)",39,,,,,,,,,39,,
"Actividad economica no especificada (131)",102,,,,1,,,,,,,101
,,,,,,,,,,,,
"RURAL (132)",10321,7,153,43,45,190,4728,60,115,4687,1,292
"Agric., ganadería, caza y silvicultura (133)",9185,,2,3,1,,4726,2,,4451,,
"Pesca (134)",2,,,,,,2,,,,,
"Explotación de minas y canteras (135)",21,,,1,3,,,8,,9,,
"Industrias manufactureras (136)",53,,,1,1,3,,39,9,,,
"Suministro de electricidad, gas y agua (137)",4,,,,,,,,,4,,
"Construcción (138)",110,,,2,1,,,2,56,49,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",254,,,4,,160,,9,,81,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,,,1,,8,,,,
"Comercio al por mayor (141)",8,,,,,8,,,,,,
"Comercio al por menor (142)",237,,,4,,151,,1,,81,,
"Hoteles y restaurantes (143)",44,,,,,19,,,,25,,
"Trans., almac. y comunicaciones (144)",51,,,,1,,,,46,4,,
"Activid.inmobil., empres. y alquileres (146)",16,,6,2,2,4,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",61,5,1,2,30,,,,3,19,1,
"Enseñanza (148)",139,2,132,2,3,,,,,,,
"Servicios sociales y de salud (149)",40,,10,16,3,2,,,,9,,
"Otras activ. serv.comun.soc y personales (150)",20,,1,10,,2,,,,7,,
"Hogares privados con servicio doméstico (151)",28,,,,,,,,,28,,
"Actividad economica no especificada (153)",293,,1,,,,,,,,,292
"Hombres (154)",7239,5,105,33,41,113,3983,49,112,2668,1,129
"Agric., ganadería, caza y silvicultura (155)",6498,,1,3,1,,3983,1,,2509,,
"Explotación de minas y canteras (157)",21,,,1,3,,,8,,9,,
"Industrias manufactureras (158)",43,,,1,1,3,,29,9,,,
"Suministro de electricidad, gas y agua (159)",4,,,,,,,,,4,,
"Construcción (160)",106,,,2,1,,,2,54,47,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",172,,,3,,99,,9,,61,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,,,,1,,8,,,,
"Comercio al por mayor (163)",6,,,,,6,,,,,,
"Comercio al por menor (164)",157,,,3,,92,,1,,61,,
"Hoteles y restaurantes (165)",16,,,,,7,,,,9,,
"Trans., almac. y comunicaciones (166)",50,,,,1,,,,45,4,,
"Activid.inmobil., empres. y alquileres (168)",12,,4,1,2,4,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",50,4,1,1,26,,,,3,14,1,
"Enseñanza (170)",98,1,92,2,3,,,,,,,
"Servicios sociales y de salud (171)",18,,5,9,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",15,,1,10,,,,,,4,,
"Hogares privados con servicio doméstico (173)",6,,,,,,,,,6,,
"Actividad economica no especificada (175)",130,,1,,,,,,,,,129
"Mujeres (176)",3082,2,48,10,4,77,745,11,3,2019,,163
"Agric., ganadería, caza y silvicultura (177)",2687,,1,,,,743,1,,1942,,
"Pesca (178)",2,,,,,,2,,,,,
"Industrias manufactureras (180)",10,,,,,,,10,,,,
"Construcción (182)",4,,,,,,,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",82,,,1,,61,,,,20,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",80,,,1,,59,,,,20,,
"Hoteles y restaurantes (187)",28,,,,,12,,,,16,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",4,,2,1,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,1,,1,4,,,,,5,,
"Enseñanza (192)",41,1,40,,,,,,,,,
"Servicios sociales y de salud (193)",22,,5,7,,2,,,,8,,
"Otras activ. serv.comun.soc y personales (194)",5,,,,,2,,,,3,,
"Hogares privados con servicio doméstico (195)",22,,,,,,,,,22,,
"Actividad economica no especificada (197)",163,,,,,,,,,,,163
