"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUARI (000)",58721,2814,7042,8035,6210,9194,7537,12304,5585
"Sin nivel (001)",12801,2814,668,73,141,552,1238,4038,3277
"Educación inicial (002)",1704,,1616,36,10,21,21,,
"Primaria (003)",22644,,4758,5698,1147,2089,2318,4770,1864
"Secundaria (004)",14077,,,2228,4497,3722,1761,1652,217
"Superior no univ. incompleto (005)",2048,,,,363,980,392,281,32
"Superior no univ. completo (006)",3262,,,,,1159,1118,853,132
"Superior univ. incompleto (007)",664,,,,52,279,172,154,7
"Superior univ. completo (008)",1521,,,,,392,517,556,56
"Hombres (010)",30161,1411,3533,4060,3279,5063,4136,6158,2521
"Sin nivel (011)",4260,1411,327,33,39,197,370,1013,870
"Educación inicial (012)",825,,787,16,5,8,9,,
"Primaria (013)",11613,,2419,2887,509,837,1006,2627,1328
"Secundaria (014)",8436,,,1124,2491,2268,1171,1221,161
"Superior no univ. incompleto (015)",1355,,,,200,624,293,210,28
"Superior no univ. completo (016)",2151,,,,,722,773,565,91
"Superior univ. incompleto (017)",474,,,,35,180,135,120,4
"Superior univ. completo (018)",1047,,,,,227,379,402,39
"Mujeres (020)",28560,1403,3509,3975,2931,4131,3401,6146,3064
"Sin nivel (021)",8541,1403,341,40,102,355,868,3025,2407
"Educación inicial (022)",879,,829,20,5,13,12,,
"Primaria (023)",11031,,2339,2811,638,1252,1312,2143,536
"Secundaria (024)",5641,,,1104,2006,1454,590,431,56
"Superior no univ. incompleto (025)",693,,,,163,356,99,71,4
"Superior no univ. completo (026)",1111,,,,,437,345,288,41
"Superior univ. incompleto (027)",190,,,,17,99,37,34,3
"Superior univ. completo (028)",474,,,,,165,138,154,17
,,,,,,,,,
"URBANA (030)",20992,1017,2374,2794,2283,3337,2795,4499,1893
"Sin nivel (031)",3013,1017,154,21,30,72,204,735,780
"Educación inicial (032)",577,,550,10,2,7,8,,
"Primaria (033)",7109,,1670,1752,221,416,641,1632,777
"Secundaria (034)",5965,,,1011,1795,1333,778,891,157
"Superior no univ. incompleto (035)",1067,,,,198,500,180,166,23
