"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1868,,,,,585,607,581,95
"Superior univ. incompleto (037)",384,,,,37,180,77,83,7
"Superior univ. completo (038)",1009,,,,,244,300,411,54
"Hombres (040)",10585,533,1199,1471,1198,1712,1372,2242,858
"Sin nivel (041)",980,533,75,6,10,29,43,133,151
"Educación inicial (042)",279,,270,3,1,3,2,,
"Primaria (043)",3474,,854,945,96,134,218,759,468
"Secundaria (044)",3339,,,517,965,739,422,583,113
"Superior no univ. incompleto (045)",629,,,,103,287,108,110,21
"Superior no univ. completo (046)",1042,,,,,296,346,337,63
"Superior univ. incompleto (047)",221,,,,23,100,45,49,4
"Superior univ. completo (048)",621,,,,,124,188,271,38
"Mujeres (050)",10407,484,1175,1323,1085,1625,1423,2257,1035
"Sin nivel (051)",2033,484,79,15,20,43,161,602,629
"Educación inicial (052)",298,,280,7,1,4,6,,
"Primaria (053)",3635,,816,807,125,282,423,873,309
"Secundaria (054)",2626,,,494,830,594,356,308,44
"Superior no univ. incompleto (055)",438,,,,95,213,72,56,2
"Superior no univ. completo (056)",826,,,,,289,261,244,32
"Superior univ. incompleto (057)",163,,,,14,80,32,34,3
"Superior univ. completo (058)",388,,,,,120,112,140,16
,,,,,,,,,
"RURAL (060)",37729,1797,4668,5241,3927,5857,4742,7805,3692
"Sin nivel (061)",9788,1797,514,52,111,480,1034,3303,2497
"Educación inicial (062)",1127,,1066,26,8,14,13,,
"Primaria (063)",15535,,3088,3946,926,1673,1677,3138,1087
"Secundaria (064)",8112,,,1217,2702,2389,983,761,60
"Superior no univ. incompleto (065)",981,,,,165,480,212,115,9
"Superior no univ. completo (066)",1394,,,,,574,511,272,37
"Superior univ. incompleto (067)",280,,,,15,99,95,71,
"Superior univ. completo (068)",512,,,,,148,217,145,2
"Hombres (070)",19576,878,2334,2589,2081,3351,2764,3916,1663
"Sin nivel (071)",3280,878,252,27,29,168,327,880,719
"Educación inicial (072)",546,,517,13,4,5,7,,
"Primaria (073)",8139,,1565,1942,413,703,788,1868,860
"Secundaria (074)",5097,,,607,1526,1529,749,638,48
"Superior no univ. incompleto (075)",726,,,,97,337,185,100,7
"Superior no univ. completo (076)",1109,,,,,426,427,228,28
"Superior univ. incompleto (077)",253,,,,12,80,90,71,
"Superior univ. completo (078)",426,,,,,103,191,131,1
"Mujeres (080)",18153,919,2334,2652,1846,2506,1978,3889,2029
"Sin nivel (081)",6508,919,262,25,82,312,707,2423,1778
"Educación inicial (082)",581,,549,13,4,9,6,,
"Primaria (083)",7396,,1523,2004,513,970,889,1270,227
"Secundaria (084)",3015,,,610,1176,860,234,123,12
"Superior no univ. incompleto (085)",255,,,,68,143,27,15,2
"Superior no univ. completo (086)",285,,,,,148,84,44,9
"Superior univ. incompleto (087)",27,,,,3,19,5,,
"Superior univ. completo (088)",86,,,,,45,26,14,1
