"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ILO (000)",18164,89,404,1266,2239,3507,5325,5334
"De 12 a 14 años (001)",29,,,,,,1,28
"De 15 a 19 años (002)",317,,,,,,164,153
"De 20 a 24 años (003)",1571,,,,,8,826,737
"De 25 a 29 años (004)",2432,,,,,125,1301,1006
"De 30 a 34 años (005)",2564,,,,3,413,1373,775
"De 35 a 39 años (006)",2476,,,,42,805,1010,619
"De 40 a 44 años (007)",2019,,,,180,868,494,477
"De 45 a 49 años (008)",1776,,,19,505,741,137,374
"De 50 y más años (009)",4980,89,404,1247,1509,547,19,1165
"Sin nivel (010)",928,14,61,165,201,121,71,295
"De 15 a 19 años (012)",3,,,,,,1,2
"De 20 a 24 años (013)",6,,,,,,,6
"De 25 a 29 años (014)",13,,,,,,9,4
"De 30 a 34 años (015)",58,,,,,11,30,17
"De 35 a 39 años (016)",43,,,,,12,15,16
"De 40 a 44 años (017)",52,,,,12,17,11,12
"De 45 a 49 años (018)",63,,,,14,27,5,17
"De 50 y más años (019)",690,14,61,165,175,54,,221
"Educacion Inicial (020)",25,,,,1,4,15,5
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",1,,,,,,1,
"De 25 a 29 años (024)",7,,,,,,5,2
"De 30 a 34 años (025)",7,,,,,3,4,
"De 35 a 39 años (026)",8,,,,1,1,4,2
"Primaria (030)",3130,42,199,488,637,571,456,737
"De 12 a 14 años (031)",5,,,,,,,5
"De 15 a 19 años (032)",13,,,,,,7,6
"De 20 a 24 años (033)",69,,,,,1,48,20
"De 25 a 29 años (034)",170,,,,,11,109,50
"De 30 a 34 años (035)",219,,,,,43,116,60
"De 35 a 39 años (036)",253,,,,8,108,81,56
"De 40 a 44 años (037)",301,,,,34,122,58,87
"De 45 a 49 años (038)",384,,,7,140,140,31,66
"De 50 y más años (039)",1716,42,199,481,455,146,6,387
"Secundaria (040)",5840,19,58,280,639,1213,2051,1580
"De 12 a 14 años (041)",24,,,,,,1,23
"De 15 a 19 años (042)",225,,,,,,116,109
"De 20 a 24 años (043)",721,,,,,5,436,280
"De 25 a 29 años (044)",840,,,,,51,506,283
"De 30 a 34 años (045)",860,,,,3,177,464,216
"De 35 a 39 años (046)",812,,,,19,292,322,179
"De 40 a 44 años (047)",643,,,,75,288,157,123
"De 45 a 49 años (048)",557,,,2,164,234,42,115
"De 50 y más años (049)",1158,19,58,278,378,166,7,252
"Sup. no Univ. incompleta (050)",1576,,12,43,119,309,602,491
"De 15 a 19 años (052)",37,,,,,,17,20
"De 20 a 24 años (053)",221,,,,,1,107,113
