"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Servicios sociales y de salud (039)",1832,6,,36,195,143,444,122,886
"Otras activ. serv.comun.soc y personales (040)",3905,109,10,609,1471,424,442,345,495
"Hogares privados con servicio doméstico (041)",241,19,1,55,112,16,20,11,7
"Organiz. y organos extraterritoriales (042)",1,,,,1,,,,
"Actividad economica no especificada (043)",2995,150,1,655,1092,243,310,185,359
"Mujeres (044)",72525,4350,56,14043,18129,5742,13859,4278,12068
"Agric., ganadería, caza y silvicultura (045)",3636,1052,4,1670,600,96,98,28,88
"Pesca (046)",140,6,,21,48,13,15,6,31
"Explotación de minas y canteras (047)",77,,,1,4,1,10,8,53
"Industrias manufactureras (048)",5199,461,4,1303,1674,391,785,198,383
"Suministro de electricidad, gas y agua (049)",105,2,,6,12,4,42,10,29
"Construcción (050)",360,12,2,52,88,28,47,31,100
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",20311,972,19,4038,6642,2076,3632,1237,1695
"Venta, mant.y rep. veh.autom.y motoc. (052)",322,1,,18,81,40,106,27,49
"Comercio al por mayor (053)",1098,18,2,99,259,138,279,114,189
"Comercio al por menor (054)",18891,953,17,3921,6302,1898,3247,1096,1457
"Hoteles y restaurantes (055)",7199,734,9,2023,2415,553,818,320,327
"Trans., almac. y comunicaciones (056)",1256,13,,64,282,144,362,149,242
"Intermediación financiera (057)",805,,,1,55,48,195,108,398
"Activid.inmobil., empres. y de alquiler (058)",4014,27,,142,521,338,1122,422,1442
"Admin.pub. y defensa; p. segur.soc.afil (059)",2567,33,,168,367,195,679,288,837
"Enseñanza (060)",9341,2,,16,485,577,3248,683,4330
"Servicios sociales y de salud (061)",3315,7,,53,194,202,1361,206,1292
"Otras activ. serv.comun.soc y personales (062)",3243,208,3,692,957,295,492,232,364
"Hogares privados con servicio doméstico (063)",7559,444,12,2871,2935,533,445,172,147
"Organiz. y organos extraterritoriales (064)",1,,,,1,,,,
"Actividad economica no especificada (065)",3397,377,3,922,849,248,508,180,310
,,,,,,,,,
"URBANA (066)",197951,8184,159,38907,65047,15506,29729,12205,28214
"Agric., ganadería, caza y silvicultura (067)",27643,3451,47,12862,8340,761,855,462,865
"Pesca (068)",1431,36,1,363,620,75,113,58,165
"Explotación de minas y canteras (069)",709,4,,56,163,29,111,55,291
"Industrias manufactureras (070)",15659,635,12,3128,6397,1295,2142,761,1289
"Suministro de electricidad, gas y agua (071)",867,14,1,88,234,62,222,53,193
"Construcción (072)",12061,283,9,2609,5425,863,1206,518,1148
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",44982,1411,39,8036,16781,4418,7256,3140,3901
"Venta, mant.y rep. veh.autom.y motoc. (074)",4379,39,2,425,1632,474,1075,284,448
"Comercio al por mayor (075)",2969,29,4,255,938,347,563,334,499
"Comercio al por menor (076)",37634,1343,33,7356,14211,3597,5618,2522,2954
"Hoteles y restaurantes (077)",10333,746,13,2499,3854,889,1180,623,529
"Trans., almac. y comunicaciones (078)",21083,322,8,2893,9986,2158,2821,1413,1482
"Intermediación financiera (079)",1805,,,10,156,101,359,278,901
"Activid.inmobil., empres. y de alquiler (080)",13482,83,1,667,3082,1260,2863,1442,4084
"Admin.pub. y defensa; p. segur.soc.afil (081)",7995,66,,375,1658,665,1939,827,2465
"Enseñanza (082)",14763,7,,70,888,870,4717,1134,7077
"Servicios sociales y de salud (083)",5063,12,,83,374,335,1772,325,2162
"Otras activ. serv.comun.soc y personales (084)",7013,289,13,1251,2400,712,922,576,850
"Hogares privados con servicio doméstico (085)",7470,436,11,2754,2936,543,457,183,150
"Organiz. y organos extraterritoriales (086)",1,,,,1,,,,
"Actividad economica no especificada (087)",5591,389,4,1163,1752,470,794,357,662
"Hombres (088)",128304,4423,105,26109,47534,9871,16065,7952,16245
"Agric., ganadería, caza y silvicultura (089)",24994,2697,43,11660,7912,685,773,437,787
"Pesca (090)",1293,30,1,344,572,62,98,52,134
"Explotación de minas y canteras (091)",633,4,,55,159,28,101,47,239
"Industrias manufactureras (092)",10555,201,8,1857,4746,907,1363,564,909
"Suministro de electricidad, gas y agua (093)",763,13,1,82,222,58,180,43,164
"Construcción (094)",11705,272,7,2557,5339,836,1159,487,1048
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",25126,517,20,4200,10257,2363,3648,1907,2214
"Venta, mant.y rep. veh.autom.y motoc. (096)",4059,38,2,408,1551,435,969,257,399
"Comercio al por mayor (097)",1886,14,2,161,679,211,286,221,312
"Comercio al por menor (098)",19181,465,16,3631,8027,1717,2393,1429,1503
"Hoteles y restaurantes (099)",3331,64,4,572,1476,340,366,305,204
"Trans., almac. y comunicaciones (100)",19839,310,8,2830,9709,2015,2462,1264,1241
"Intermediación financiera (101)",1001,,,9,101,54,164,170,503
"Activid.inmobil., empres. y de alquiler (102)",9489,58,1,526,2563,926,1748,1020,2647
"Admin.pub. y defensa; p. segur.soc.afil (103)",5447,33,,208,1298,472,1266,541,1629
"Enseñanza (104)",5594,5,,54,427,317,1541,456,2794
"Servicios sociales y de salud (105)",1805,6,,34,187,140,437,122,879
"Otras activ. serv.comun.soc y personales (106)",3807,88,10,568,1453,418,438,344,488
"Hogares privados con servicio doméstico (107)",229,18,1,48,108,16,20,11,7
"Actividad economica no especificada (109)",2693,107,1,505,1005,234,301,182,358
"Mujeres (110)",69647,3761,54,12798,17513,5635,13664,4253,11969
"Agric., ganadería, caza y silvicultura (111)",2649,754,4,1202,428,76,82,25,78
"Pesca (112)",138,6,,19,48,13,15,6,31
"Explotación de minas y canteras (113)",76,,,1,4,1,10,8,52
"Industrias manufactureras (114)",5104,434,4,1271,1651,388,779,197,380
"Suministro de electricidad, gas y agua (115)",104,1,,6,12,4,42,10,29
"Construcción (116)",356,11,2,52,86,27,47,31,100
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",19856,894,19,3836,6524,2055,3608,1233,1687
"Venta, mant.y rep. veh.autom.y motoc. (118)",320,1,,17,81,39,106,27,49
"Comercio al por mayor (119)",1083,15,2,94,259,136,277,113,187
"Comercio al por menor (120)",18453,878,17,3725,6184,1880,3225,1093,1451
"Hoteles y restaurantes (121)",7002,682,9,1927,2378,549,814,318,325
"Trans., almac. y comunicaciones (122)",1244,12,,63,277,143,359,149,241
"Intermediación financiera (123)",804,,,1,55,47,195,108,398
"Activid.inmobil., empres. y de alquiler (124)",3993,25,,141,519,334,1115,422,1437
"Admin.pub. y defensa; p. segur.soc.afil (125)",2548,33,,167,360,193,673,286,836
"Enseñanza (126)",9169,2,,16,461,553,3176,678,4283
"Servicios sociales y de salud (127)",3258,6,,49,187,195,1335,203,1283
"Otras activ. serv.comun.soc y personales (128)",3206,201,3,683,947,294,484,232,362
"Hogares privados con servicio doméstico (129)",7241,418,10,2706,2828,527,437,172,143
"Organiz. y organos extraterritoriales (130)",1,,,,1,,,,
"Actividad economica no especificada (131)",2898,282,3,658,747,236,493,175,304
,,,,,,,,,
"RURAL (132)",28187,4694,15,13436,7962,647,771,196,466
"Agric., ganadería, caza y silvicultura (133)",23255,4128,9,11513,6416,444,381,117,247
"Pesca (134)",57,3,,31,20,1,1,1,
"Explotación de minas y canteras (135)",30,,,14,9,,4,,3
"Industrias manufactureras (136)",359,61,,117,128,10,26,6,11
"Suministro de electricidad, gas y agua (137)",11,4,,4,2,1,,,
"Construcción (138)",251,23,,106,97,6,13,3,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1404,177,2,640,426,48,62,16,33
"Venta, mant.y rep. veh.autom.y motoc. (140)",77,1,,8,33,4,16,3,12
"Comercio al por mayor (141)",50,6,,24,8,5,3,1,3
"Comercio al por menor (142)",1277,170,2,608,385,39,43,12,18
"Hoteles y restaurantes (143)",227,53,1,101,53,9,6,2,2
"Trans., almac. y comunicaciones (144)",680,40,,223,350,27,21,10,9
"Intermediación financiera (145)",4,,,,1,1,2,,
"Activid.inmobil., empres. y de alquiler (146)",161,9,1,29,58,13,22,9,20
"Admin.pub. y defensa; p. segur.soc.afil (147)",79,2,,14,24,6,16,6,11
"Enseñanza (148)",318,,,2,34,37,140,14,91
"Servicios sociales y de salud (149)",84,1,,6,15,10,33,3,16
"Otras activ. serv.comun.soc y personales (150)",135,28,,50,28,7,12,1,9
"Hogares privados con servicio doméstico (151)",330,27,2,172,111,6,8,,4
"Organiz. y organos extraterritoriales (152)",1,,,,1,,,,
"Actividad economica no especificada (153)",801,138,,414,189,21,24,8,7
"Hombres (154)",25309,4105,13,12191,7346,540,576,171,367
"Agric., ganadería, caza y silvicultura (155)",22268,3830,9,11045,6244,424,365,114,237
"Pesca (156)",55,3,,29,20,1,1,1,
"Explotación de minas y canteras (157)",29,,,14,9,,4,,2
"Industrias manufactureras (158)",264,34,,85,105,7,20,5,8
"Suministro de electricidad, gas y agua (159)",10,3,,4,2,1,,,
"Construcción (160)",247,22,,106,95,5,13,3,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",949,99,2,438,308,27,38,12,25
"Venta, mant.y rep. veh.autom.y motoc. (162)",75,1,,7,33,3,16,3,12
"Comercio al por mayor (163)",35,3,,19,8,3,1,,1
"Comercio al por menor (164)",839,95,2,412,267,21,21,9,12
"Hoteles y restaurantes (165)",30,1,1,5,16,5,2,,
"Trans., almac. y comunicaciones (166)",668,39,,222,345,26,18,10,8
"Intermediación financiera (167)",3,,,,1,,2,,
"Activid.inmobil., empres. y de alquiler (168)",140,7,1,28,56,9,15,9,15
"Admin.pub. y defensa; p. segur.soc.afil (169)",60,2,,13,17,4,10,4,10
"Enseñanza (170)",146,,,2,10,13,68,9,44
"Servicios sociales y de salud (171)",27,,,2,8,3,7,,7
"Otras activ. serv.comun.soc y personales (172)",98,21,,41,18,6,4,1,7
"Hogares privados con servicio doméstico (173)",12,1,,7,4,,,,
"Organiz. y organos extraterritoriales (174)",1,,,,1,,,,
"Actividad economica no especificada (175)",302,43,,150,87,9,9,3,1
"Mujeres (176)",2878,589,2,1245,616,107,195,25,99
"Agric., ganadería, caza y silvicultura (177)",987,298,,468,172,20,16,3,10
"Pesca (178)",2,,,2,,,,,
"Explotación de minas y canteras (179)",1,,,,,,,,1
"Industrias manufactureras (180)",95,27,,32,23,3,6,1,3
"Suministro de electricidad, gas y agua (181)",1,1,,,,,,,
"Construcción (182)",4,1,,,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",455,78,,202,118,21,24,4,8
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,1,,1,,,
"Comercio al por mayor (185)",15,3,,5,,2,2,1,2
"Comercio al por menor (186)",438,75,,196,118,18,22,3,6
"Hoteles y restaurantes (187)",197,52,,96,37,4,4,2,2
"Trans., almac. y comunicaciones (188)",12,1,,1,5,1,3,,1
"Intermediación financiera (189)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (190)",21,2,,1,2,4,7,,5
"Admin.pub. y defensa; p. segur.soc.afil (191)",19,,,1,7,2,6,2,1
"Enseñanza (192)",172,,,,24,24,72,5,47
"Servicios sociales y de salud (193)",57,1,,4,7,7,26,3,9
"Otras activ. serv.comun.soc y personales (194)",37,7,,9,10,1,8,,2
"Hogares privados con servicio doméstico (195)",318,26,2,165,107,6,8,,4
"Actividad economica no especificada (197)",499,95,,264,102,12,15,5,6
