"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Actividad economica no especificada (065)",434,,3,2,24,,,,1,,,404
,,,,,,,,,,,,
"URBANA (066)",42816,98,3994,2112,1801,8939,2729,3912,6045,12296,226,664
"Agric., ganadería, caza y silvicultura (067)",6845,4,69,51,17,,2377,9,41,4277,,
"Pesca (068)",786,,8,10,11,,352,11,24,370,,
"Explotación de minas y canteras (069)",71,1,5,7,5,1,,36,2,14,,
"Industrias manufactureras (070)",3934,4,116,288,186,37,,2553,277,473,,
"Suministro de electricidad, gas y agua (071)",121,3,10,15,28,,,19,14,32,,
"Construcción (072)",2657,1,40,82,11,,,157,1858,508,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10325,8,98,297,90,6698,,1013,109,2012,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1134,,10,34,14,214,,780,57,25,,
"Comercio al por mayor (075)",534,4,29,34,29,358,,2,9,69,,
"Comercio al por menor (076)",8657,4,59,229,47,6126,,231,43,1918,,
"Hoteles y restaurantes (077)",2675,2,25,99,87,1432,,,,1030,,
"Trans., almac. y comunicaciones (078)",4811,6,49,101,156,56,,42,3599,802,,
"Intermediación financiera (079)",228,2,21,39,152,,,,1,13,,
"Activid.inmobil., empres. y alquileres (080)",2187,4,487,435,322,397,,28,47,467,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1281,25,178,120,408,49,,6,46,223,226,
"Enseñanza (082)",2571,37,2397,9,88,,,,,40,,
"Servicios sociales y de salud (083)",671,,297,230,77,17,,3,4,43,,
"Otras activ. serv.comun.soc y personales (084)",1889,1,187,314,136,251,,35,21,944,,
"Hogares privados con servicio doméstico (085)",1049,,1,2,,1,,,,1045,,
"Actividad economica no especificada (087)",715,,6,13,27,,,,2,3,,664
"Hombres (088)",27937,57,1939,1406,878,3788,2388,3405,5944,7588,215,329
"Agric., ganadería, caza y silvicultura (089)",5387,2,60,46,11,,2040,7,41,3180,,
"Pesca (090)",770,,7,7,11,,348,11,24,362,,
"Explotación de minas y canteras (091)",62,1,3,4,4,1,,34,2,13,,
"Industrias manufactureras (092)",3150,3,94,232,111,16,,2074,248,372,,
"Suministro de electricidad, gas y agua (093)",97,3,8,14,10,,,18,14,30,,
"Construcción (094)",2625,1,37,79,8,,,157,1841,502,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5154,6,59,201,40,2835,,994,108,911,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1055,,9,30,9,159,,768,56,24,,
"Comercio al por mayor (097)",339,4,13,21,14,218,,2,9,58,,
"Comercio al por menor (098)",3760,2,37,150,17,2458,,224,43,829,,
"Hoteles y restaurantes (099)",834,1,17,55,51,412,,,,298,,
"Trans., almac. y comunicaciones (100)",4477,5,36,75,90,2,,42,3554,673,,
"Intermediación financiera (101)",144,1,18,21,93,,,,1,10,,
"Activid.inmobil., empres. y alquileres (102)",1635,2,344,324,131,390,,27,46,371,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",843,17,88,50,208,48,,6,39,172,215,
"Enseñanza (104)",985,14,918,5,21,,,,,27,,
"Servicios sociales y de salud (105)",214,,103,55,32,1,,3,4,16,,
"Otras activ. serv.comun.soc y personales (106)",1173,1,144,227,53,83,,32,21,612,,
"Hogares privados con servicio doméstico (107)",36,,,,,,,,,36,,
"Actividad economica no especificada (109)",351,,3,11,4,,,,1,3,,329
"Mujeres (110)",14879,41,2055,706,923,5151,341,507,101,4708,11,335
"Agric., ganadería, caza y silvicultura (111)",1458,2,9,5,6,,337,2,,1097,,
"Pesca (112)",16,,1,3,,,4,,,8,,
"Explotación de minas y canteras (113)",9,,2,3,1,,,2,,1,,
"Industrias manufactureras (114)",784,1,22,56,75,21,,479,29,101,,
"Suministro de electricidad, gas y agua (115)",24,,2,1,18,,,1,,2,,
"Construcción (116)",32,,3,3,3,,,,17,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",5171,2,39,96,50,3863,,19,1,1101,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",79,,1,4,5,55,,12,1,1,,
"Comercio al por mayor (119)",195,,16,13,15,140,,,,11,,
"Comercio al por menor (120)",4897,2,22,79,30,3668,,7,,1089,,
"Hoteles y restaurantes (121)",1841,1,8,44,36,1020,,,,732,,
"Trans., almac. y comunicaciones (122)",334,1,13,26,66,54,,,45,129,,
"Intermediación financiera (123)",84,1,3,18,59,,,,,3,,
"Activid.inmobil., empres. y alquileres (124)",552,2,143,111,191,7,,1,1,96,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",438,8,90,70,200,1,,,7,51,11,
"Enseñanza (126)",1586,23,1479,4,67,,,,,13,,
"Servicios sociales y de salud (127)",457,,194,175,45,16,,,,27,,
"Otras activ. serv.comun.soc y personales (128)",716,,43,87,83,168,,3,,332,,
"Hogares privados con servicio doméstico (129)",1013,,1,2,,1,,,,1009,,
"Actividad economica no especificada (131)",364,,3,2,23,,,,1,,,335
,,,,,,,,,,,,
"RURAL (132)",7382,1,114,73,59,340,1304,211,329,4857,1,93
"Agric., ganadería, caza y silvicultura (133)",5707,,4,5,4,9,1293,3,22,4367,,
"Pesca (134)",20,,,,,,11,,,9,,
"Explotación de minas y canteras (135)",40,,,3,1,,,8,,28,,
"Industrias manufactureras (136)",255,,3,14,10,1,,156,24,47,,
"Suministro de electricidad, gas y agua (137)",3,,,,,,,2,,1,,
"Construcción (138)",100,,1,2,,,,7,57,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",385,1,1,8,2,227,,31,6,109,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",38,,,,1,5,,29,1,2,,
"Comercio al por mayor (141)",17,1,,2,,7,,,1,6,,
"Comercio al por menor (142)",330,,1,6,1,215,,2,4,101,,
"Hoteles y restaurantes (143)",101,,,4,,66,,,,31,,
"Trans., almac. y comunicaciones (144)",285,,,1,2,2,,2,218,60,,
"Intermediación financiera (145)",5,,2,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",87,,6,13,10,24,,1,2,31,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",27,,4,5,9,1,,,,7,1,
"Enseñanza (148)",79,,71,1,4,,,,,3,,
"Servicios sociales y de salud (149)",22,,8,11,2,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",80,,14,6,11,9,,1,,39,,
"Hogares privados con servicio doméstico (151)",92,,,,,,,,,92,,
"Actividad economica no especificada (153)",94,,,,1,,,,,,,93
"Hombres (154)",5709,1,57,47,36,118,1182,170,323,3750,1,24
"Agric., ganadería, caza y silvicultura (155)",4659,,4,5,4,,1171,3,22,3450,,
"Pesca (156)",20,,,,,,11,,,9,,
"Explotación de minas y canteras (157)",39,,,3,1,,,7,,28,,
"Industrias manufactureras (158)",198,,1,12,4,1,,117,22,41,,
"Suministro de electricidad, gas y agua (159)",3,,,,,,,2,,1,,
"Construcción (160)",99,,1,2,,,,7,56,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",176,1,,4,1,75,,30,6,59,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",35,,,,,4,,28,1,2,,
"Comercio al por mayor (163)",12,1,,1,,3,,,1,6,,
"Comercio al por menor (164)",129,,,3,1,68,,2,4,51,,
"Hoteles y restaurantes (165)",24,,,2,,18,,,,4,,
"Trans., almac. y comunicaciones (166)",279,,,1,1,,,2,215,60,,
"Intermediación financiera (167)",3,,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",71,,4,9,4,23,,1,2,28,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",14,,1,1,5,1,,,,5,1,
"Enseñanza (170)",34,,29,,3,,,,,2,,
"Servicios sociales y de salud (171)",6,,3,2,1,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",60,,13,6,10,,,1,,30,,
"Actividad economica no especificada (175)",24,,,,,,,,,,,24
"Mujeres (176)",1673,,57,26,23,222,122,41,6,1107,,69
"Agric., ganadería, caza y silvicultura (177)",1048,,,,,9,122,,,917,,
"Explotación de minas y canteras (179)",1,,,,,,,1,,,,
"Industrias manufactureras (180)",57,,2,2,6,,,39,2,6,,
"Construcción (182)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",209,,1,4,1,152,,1,,50,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,1,1,,1,,,,
"Comercio al por mayor (185)",5,,,1,,4,,,,,,
"Comercio al por menor (186)",201,,1,3,,147,,,,50,,
"Hoteles y restaurantes (187)",77,,,2,,48,,,,27,,
"Trans., almac. y comunicaciones (188)",6,,,,1,2,,,3,,,
"Intermediación financiera (189)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",16,,2,4,6,1,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",13,,3,4,4,,,,,2,,
"Enseñanza (192)",45,,42,1,1,,,,,1,,
"Servicios sociales y de salud (193)",16,,5,9,1,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",20,,1,,1,9,,,,9,,
"Hogares privados con servicio doméstico (195)",92,,,,,,,,,92,,
"Actividad economica no especificada (197)",70,,,,1,,,,,,,69
