"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MIGUEL (000)",53034,2205,5523,6645,5317,8146,7611,12135,5452
"Sin nivel (001)",8894,2205,573,62,119,385,614,2493,2443
"Educación inicial (002)",1086,,1046,15,2,14,9,,
"Primaria (003)",28534,,3904,4591,1873,4009,4043,7298,2816
"Secundaria (004)",12014,,,1977,3224,2978,2124,1579,132
"Superior no univ. incompleto (005)",493,,,,62,228,118,78,7
"Superior no univ. completo (006)",909,,,,,257,346,284,22
"Superior univ. incompleto (007)",297,,,,37,128,66,62,4
"Superior univ. completo (008)",807,,,,,147,291,341,28
"Hombres (010)",26156,1117,2792,3442,2801,3984,3623,5749,2648
"Sin nivel (011)",2588,1117,297,23,48,127,131,354,491
"Educación inicial (012)",541,,521,6,2,8,4,,
"Primaria (013)",14221,,1974,2328,798,1608,1699,3802,2012
"Secundaria (014)",7373,,,1085,1903,1823,1342,1119,101
"Superior no univ. incompleto (015)",288,,,,27,132,71,51,7
"Superior no univ. completo (016)",508,,,,,136,189,169,14
"Superior univ. incompleto (017)",166,,,,23,70,30,40,3
"Superior univ. completo (018)",471,,,,,80,157,214,20
"Mujeres (020)",26878,1088,2731,3203,2516,4162,3988,6386,2804
"Sin nivel (021)",6306,1088,276,39,71,258,483,2139,1952
"Educación inicial (022)",545,,525,9,,6,5,,
"Primaria (023)",14313,,1930,2263,1075,2401,2344,3496,804
"Secundaria (024)",4641,,,892,1321,1155,782,460,31
"Superior no univ. incompleto (025)",205,,,,35,96,47,27,
"Superior no univ. completo (026)",401,,,,,121,157,115,8
"Superior univ. incompleto (027)",131,,,,14,58,36,22,1
"Superior univ. completo (028)",336,,,,,67,134,127,8
,,,,,,,,,
"URBANA (030)",8625,336,824,936,824,1284,1416,2168,837
"Sin nivel (031)",933,336,42,8,7,43,54,201,242
"Educación inicial (032)",191,,184,5,,1,1,,
"Primaria (033)",3299,,598,532,118,253,370,935,493
"Secundaria (034)",2736,,,391,654,585,511,539,56
"Superior no univ. incompleto (035)",216,,,,26,93,44,48,5
"Superior no univ. completo (036)",538,,,,,144,198,180,16
"Superior univ. incompleto (037)",161,,,,19,65,39,35,3
"Superior univ. completo (038)",551,,,,,100,199,230,22
"Hombres (040)",4315,182,411,480,463,611,662,1097,409
"Sin nivel (041)",314,182,19,4,,20,13,29,47
"Educación inicial (042)",95,,91,2,,1,1,,
"Primaria (043)",1546,,301,267,50,74,123,440,291
"Secundaria (044)",1573,,,207,392,321,279,334,40
"Superior no univ. incompleto (045)",114,,,,8,44,26,31,5
"Superior no univ. completo (046)",278,,,,,68,98,103,9
"Superior univ. incompleto (047)",89,,,,13,33,17,24,2
"Superior univ. completo (048)",306,,,,,50,105,136,15
"Mujeres (050)",4310,154,413,456,361,673,754,1071,428
"Sin nivel (051)",619,154,23,4,7,23,41,172,195
"Educación inicial (052)",96,,93,3,,,,,
"Primaria (053)",1753,,297,265,68,179,247,495,202
"Secundaria (054)",1163,,,184,262,264,232,205,16
"Superior no univ. incompleto (055)",102,,,,18,49,18,17,
"Superior no univ. completo (056)",260,,,,,76,100,77,7
"Superior univ. incompleto (057)",72,,,,6,32,22,11,1
"Superior univ. completo (058)",245,,,,,50,94,94,7
,,,,,,,,,
"RURAL (060)",44409,1869,4699,5709,4493,6862,6195,9967,4615
"Sin nivel (061)",7961,1869,531,54,112,342,560,2292,2201
"Educación inicial (062)",895,,862,10,2,13,8,,
"Primaria (063)",25235,,3306,4059,1755,3756,3673,6363,2323
"Secundaria (064)",9278,,,1586,2570,2393,1613,1040,76
"Superior no univ. incompleto (065)",277,,,,36,135,74,30,2
"Superior no univ. completo (066)",371,,,,,113,148,104,6
"Superior univ. incompleto (067)",136,,,,18,63,27,27,1
"Superior univ. completo (068)",256,,,,,47,92,111,6
"Hombres (070)",21841,935,2381,2962,2338,3373,2961,4652,2239
"Sin nivel (071)",2274,935,278,19,48,107,118,325,444
"Educación inicial (072)",446,,430,4,2,7,3,,
"Primaria (073)",12675,,1673,2061,748,1534,1576,3362,1721
"Secundaria (074)",5800,,,878,1511,1502,1063,785,61
"Superior no univ. incompleto (075)",174,,,,19,88,45,20,2
"Superior no univ. completo (076)",230,,,,,68,91,66,5
"Superior univ. incompleto (077)",77,,,,10,37,13,16,1
"Superior univ. completo (078)",165,,,,,30,52,78,5
"Mujeres (080)",22568,934,2318,2747,2155,3489,3234,5315,2376
"Sin nivel (081)",5687,934,253,35,64,235,442,1967,1757
"Educación inicial (082)",449,,432,6,,6,5,,
"Primaria (083)",12560,,1633,1998,1007,2222,2097,3001,602
"Secundaria (084)",3478,,,708,1059,891,550,255,15
"Superior no univ. incompleto (085)",103,,,,17,47,29,10,
"Superior no univ. completo (086)",141,,,,,45,57,38,1
"Superior univ. incompleto (087)",59,,,,8,26,14,11,
"Superior univ. completo (088)",91,,,,,17,40,33,1
