"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MARISCAL NIETO (000)",34675,9814,8614,10027,487,2003,499,3231
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",65,59,,,6,,,
"Profes., científicos e intelectuales (002)",3833,3452,,327,46,8,,
"Técnicos de nivel medio y trab. asimilados (003)",2031,1593,,320,91,26,1,
"Jefes y empleados de oficina (004)",1931,1916,,10,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4022,962,71,2523,119,342,5,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3590,7,8,3456,118,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1886,,1102,711,50,23,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3280,371,1723,1135,35,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",9051,712,5065,1272,9,1500,493,
"Otra (010)",457,457,,,,,,
"Ocupación no especificada (011)",1298,285,645,273,13,82,,
"Desocupado (012)",3231,,,,,,,3231
"Hombres (013)",21176,5534,7030,5775,299,682,27,1829
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,40,,,3,,,
"Profes., científicos e intelectuales (015)",1926,1711,,178,34,3,,
"Técnicos de nivel medio y trab. asimilados (016)",1357,1066,,223,55,13,,
"Jefes y empleados de oficina (017)",891,885,,3,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1410,550,21,723,35,81,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2548,6,6,2449,86,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1713,,1078,574,42,19,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3189,366,1681,1093,33,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",5003,318,3741,388,4,525,27,
"Otra (023)",433,433,,,,,,
"Ocupación no especificada (024)",834,159,503,144,7,21,,
"Desocupado (025)",1829,,,,,,,1829
"Mujeres (026)",13499,4280,1584,4252,188,1321,472,1402
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",22,19,,,3,,,
"Profes., científicos e intelectuales (028)",1907,1741,,149,12,5,,
"Técnicos de nivel medio y trab. asimilados (029)",674,527,,97,36,13,1,
"Jefes y empleados de oficina (030)",1040,1031,,7,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2612,412,50,1800,84,261,5,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1042,1,2,1007,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",173,,24,137,8,4,,
"Obreros construc.,conf.,papel, fab., instr. (034)",91,5,42,42,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4048,394,1324,884,5,975,466,
"Otra (036)",24,24,,,,,,
"Ocupación no especificada (037)",464,126,142,129,6,61,,
"Desocupado (038)",1402,,,,,,,1402
,,,,,,,,
"URBANA (039)",29118,9222,6629,8018,439,1357,484,2969
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",61,55,,,6,,,
"Profes., científicos e intelectuales (041)",3636,3282,,301,45,8,,
"Técnicos de nivel medio y trab. asimilados (042)",1888,1460,,313,89,25,1,
"Jefes y empleados de oficina (043)",1808,1793,,10,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",3829,886,52,2438,116,332,5,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1829,7,3,1740,78,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1693,,943,679,49,22,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2895,343,1423,1079,35,15,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",6967,681,3693,1232,8,875,478,
"Otra (049)",445,445,,,,,,
"Ocupación no especificada (050)",1098,270,515,226,13,74,,
"Desocupado (051)",2969,,,,,,,2969
"Hombres (052)",17339,5110,5434,4396,261,472,24,1642
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",41,38,,,3,,,
"Profes., científicos e intelectuales (054)",1812,1614,,162,33,3,,
"Técnicos de nivel medio y trab. asimilados (055)",1233,949,,218,54,12,,
"Jefes y empleados de oficina (056)",830,824,,3,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1299,482,15,690,34,78,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1309,6,2,1247,53,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1528,,919,549,41,19,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2811,338,1387,1038,33,15,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",3718,292,2707,370,3,322,24,
"Otra (062)",421,421,,,,,,
"Ocupación no especificada (063)",695,146,404,119,7,19,,
"Desocupado (064)",1642,,,,,,,1642
"Mujeres (065)",11779,4112,1195,3622,178,885,460,1327
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",20,17,,,3,,,
"Profes., científicos e intelectuales (067)",1824,1668,,139,12,5,,
"Técnicos de nivel medio y trab. asimilados (068)",655,511,,95,35,13,1,
"Jefes y empleados de oficina (069)",978,969,,7,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2530,404,37,1748,82,254,5,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",520,1,1,493,25,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",165,,24,130,8,3,,
"Obreros construc.,conf.,papel, fab., instr. (073)",84,5,36,41,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",3249,389,986,862,5,553,454,
"Otra (075)",24,24,,,,,,
"Ocupación no especificada (076)",403,124,111,107,6,55,,
"Desocupado (077)",1327,,,,,,,1327
,,,,,,,,
"RURAL (078)",5557,592,1985,2009,48,646,15,262
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,4,,,,,,
"Profes., científicos e intelectuales (080)",197,170,,26,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",143,133,,7,2,1,,
"Jefes y empleados de oficina (082)",123,123,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",193,76,19,85,3,10,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1761,,5,1716,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",193,,159,32,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",385,28,300,56,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2084,31,1372,40,1,625,15,
"Otra (088)",12,12,,,,,,
"Ocupación no especificada (089)",200,15,130,47,,8,,
"Desocupado (090)",262,,,,,,,262
"Hombres (091)",3837,424,1596,1379,38,210,3,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",114,97,,16,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",124,117,,5,1,1,,
