"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",1227,33,439,433,273,49
"Otra (036)",3,,,2,1,
"Ocupación no especificada (037)",141,,41,57,32,11
"Desocupado (038)",114,,70,32,10,2
,,,,,,
"URBANA (039)",9895,90,3140,3817,2333,515
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",37,,2,15,16,4
"Profes., científicos e intelectuales (041)",612,,113,341,153,5
"Técnicos de nivel medio y trab.asimilados (042)",348,,134,141,60,13
"Jefes y empleados de oficina (043)",288,,96,131,55,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1582,13,445,667,384,73
"Agricult.trabaj. calif. agrop. y pesqueros (045)",997,1,177,311,344,164
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1533,9,645,569,278,32
"Obreros construc., conf., papel, fab., instr. (047)",978,,280,407,262,29
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",2836,61,1009,965,646,155
"Otra (049)",120,,20,78,22,
"Ocupación no especificada (050)",193,,57,74,53,9
"Desocupado (051)",371,6,162,118,60,25
"Hombres (052)",6915,60,2186,2581,1678,410
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",18,,,8,7,3
"Profes., científicos e intelectuales (054)",271,,46,139,82,4
"Técnicos de nivel medio y trab.asimilados (055)",239,,85,102,41,11
"Jefes y empleados de oficina (056)",143,,35,72,30,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",533,6,115,229,149,34
"Agricult.trabaj. calif. agrop. y pesqueros (058)",910,1,168,292,303,146
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",1441,9,614,531,256,31
"Obreros construc., conf., papel, fab., instr. (060)",968,,280,399,260,29
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",1908,38,692,611,448,119
"Otra (062)",117,,20,76,21,
"Ocupación no especificada (063)",93,,27,32,30,4
"Desocupado (064)",274,6,104,90,51,23
"Mujeres (065)",2980,30,954,1236,655,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",19,,2,7,9,1
"Profes., científicos e intelectuales (067)",341,,67,202,71,1
"Técnicos de nivel medio y trab.asimilados (068)",109,,49,39,19,2
"Jefes y empleados de oficina (069)",145,,61,59,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1049,7,330,438,235,39
"Agricult.trabaj. calif. agrop. y pesqueros (071)",87,,9,19,41,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",92,,31,38,22,1
"Obreros construc., conf., papel, fab., instr. (073)",10,,,8,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",928,23,317,354,198,36
"Otra (075)",3,,,2,1,
"Ocupación no especificada (076)",100,,30,42,23,5
"Desocupado (077)",97,,58,28,9,2
,,,,,,
"RURAL (078)",7240,48,3273,2311,1276,332
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",19,,,6,11,2
"Profes., científicos e intelectuales (080)",142,,38,75,27,2
"Técnicos de nivel medio y trab.asimilados (081)",140,,49,58,30,3
"Jefes y empleados de oficina (082)",73,,26,29,18,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",739,,391,221,115,12
"Agricult.trabaj. calif. agrop. y pesqueros (084)",897,1,165,274,275,182
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",3194,9,1723,1042,393,27
"Obreros construc., conf., papel, fab., instr. (086)",229,2,73,93,56,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",1627,36,722,457,324,88
"Otra (088)",5,,1,4,,
"Ocupación no especificada (089)",88,,42,26,12,8
"Desocupado (090)",87,,43,26,15,3
"Hombres (091)",6023,37,2734,1940,1024,288
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",18,,,5,11,2
"Profes., científicos e intelectuales (093)",77,,19,38,19,1
"Técnicos de nivel medio y trab.asimilados (094)",93,,25,45,21,2
"Jefes y empleados de oficina (095)",57,,18,25,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",291,,163,90,34,4
"Agricult.trabaj. calif. agrop. y pesqueros (097)",783,1,141,236,237,168
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",3025,8,1632,993,366,26
"Obreros construc., conf., papel, fab., instr. (099)",229,2,73,93,56,5
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1328,26,600,378,249,75
"Otra (101)",5,,1,4,,
"Ocupación no especificada (102)",47,,31,11,3,2
"Desocupado (103)",70,,31,22,14,3
"Mujeres (104)",1217,11,539,371,252,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",1,,,1,,
"Profes., científicos e intelectuales (106)",65,,19,37,8,1
"Técnicos de nivel medio y trab.asimilados (107)",47,,24,13,9,1
"Jefes y empleados de oficina (108)",16,,8,4,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",448,,228,131,81,8
"Agricult.trabaj. calif. agrop. y pesqueros (110)",114,,24,38,38,14
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",169,1,91,49,27,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",299,10,122,79,75,13
"Ocupación no especificada (115)",41,,11,15,9,6
"Desocupado (116)",17,,12,4,1,
