"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAmás (000)",26661,25867,6759,3545,3664,2804,3947,2350,1525,1273,794,79317
"De 12 a 14 años (001)",2833,2799,2763,32,4,,,,,,34,40
"De 15 a 19 años (002)",3862,3709,2705,809,166,22,7,,,,153,1235
"De 20 a 24 años (003)",3220,2991,652,1186,821,257,67,8,,,229,3933
"De 25 a 29 años (004)",2818,2692,198,638,924,562,321,47,2,,126,5839
"De 30 a 34 años (005)",2568,2498,93,334,680,603,630,135,16,7,70,7305
"De 35 a 39 años (006)",2386,2347,56,160,428,493,781,314,94,21,39,8960
"De 40 a 44 años (007)",1995,1962,76,105,240,312,663,375,146,45,33,8605
"De 45 a 49 años (008)",1599,1578,45,75,152,206,462,336,193,109,21,8102
"De 50 y más años (009)",5380,5291,171,206,249,349,1016,1135,1074,1091,89,35298
"Conviviente (010)",9628,9362,715,2107,2080,1372,1617,799,390,282,266,29162
"De 12 a 14 años (011)",83,54,32,19,3,,,,,,29,25
"De 15 a 19 años (012)",1170,1042,330,572,120,16,4,,,,128,876
"De 20 a 24 años (013)",1855,1794,184,782,594,186,43,5,,,61,2740
"De 25 a 29 años (014)",1712,1692,72,403,613,364,204,34,2,,20,3805
"De 30 a 34 años (015)",1349,1341,30,150,383,340,350,79,6,3,8,4044
"De 35 a 39 años (016)",1082,1080,11,70,198,225,368,149,47,12,2,4247
"De 40 a 44 años (017)",773,770,19,39,76,110,276,172,55,23,3,3583
"De 45 a 49 años (018)",546,544,14,29,41,69,156,123,64,48,2,2910
"De 50 y más años (019)",1058,1045,23,43,52,62,216,237,216,196,13,6932
"Separado(a) (020)",619,603,13,132,126,86,123,52,37,34,16,2202
"De 12 a 14 años (021)",4,3,1,2,,,,,,,1,2
"De 15 a 19 años (022)",33,29,,25,3,1,,,,,4,34
