"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",980,16,532,273,142,17
"Conviviente (001)",433,1,194,175,59,4
"Separado(a) (002)",46,,18,20,7,1
"Casado(a) (003)",98,,18,32,44,4
"Viudo(a) (004)",20,,,3,13,4
"Divorciado(a) (005)",7,,,5,2,
"Soltero(a) (006)",376,15,302,38,17,4
"Hombres (008)",612,8,305,179,104,16
"Conviviente (009)",245,,85,113,43,4
"Separado(a) (010)",19,,5,9,4,1
"Casado(a) (011)",67,,8,21,34,4
"Viudo(a) (012)",10,,,1,6,3
"Divorciado(a) (013)",4,,,2,2,
"Soltero(a) (014)",267,8,207,33,15,4
"Mujeres (016)",368,8,227,94,38,1
"Conviviente (017)",188,1,109,62,16,
"Separado(a) (018)",27,,13,11,3,
"Casado(a) (019)",31,,10,11,10,
"Viudo(a) (020)",10,,,2,7,1
"Divorciado(a) (021)",3,,,3,,
"Soltero(a) (022)",109,7,95,5,2,
,,,,,,
"AREA URBANA (024)",888,13,476,256,130,13
"Conviviente (025)",393,1,172,164,53,3
"Separado(a) (026)",43,,16,20,7,
"Casado(a) (027)",89,,17,29,40,3
"Viudo(a) (028)",18,,,3,12,3
"Divorciado(a) (029)",7,,,5,2,
"Soltero(a) (030)",338,12,271,35,16,4
"Hombres (032)",547,6,269,165,95,12
"Conviviente (033)",222,,76,104,39,3
"Separado(a) (034)",18,,5,9,4,
"Casado(a) (035)",59,,7,19,30,3
"Viudo(a) (036)",9,,,1,6,2
"Divorciado(a) (037)",4,,,2,2,
"Soltero(a) (038)",235,6,181,30,14,4
"Mujeres (040)",341,7,207,91,35,1
"Conviviente (041)",171,1,96,60,14,
"Separado(a) (042)",25,,11,11,3,
"Casado(a) (043)",30,,10,10,10,
"Viudo(a) (044)",9,,,2,6,1
"Divorciado(a) (045)",3,,,3,,
"Soltero(a) (046)",103,6,90,5,2,
,,,,,,
"AREA RURAL (048)",92,3,56,17,12,4
"Conviviente (049)",40,,22,11,6,1
"Separado(a) (050)",3,,2,,,1
"Casado(a) (051)",9,,1,3,4,1
"Viudo(a) (052)",2,,,,1,1
"Soltero(a) (054)",38,3,31,3,1,
"Hombres (056)",65,2,36,14,9,4
"Conviviente (057)",23,,9,9,4,1
"Separado(a) (058)",1,,,,,1
"Casado(a) (059)",8,,1,2,4,1
"Viudo(a) (060)",1,,,,,1
"Soltero(a) (062)",32,2,26,3,1,
"Mujeres (064)",27,1,20,3,3,
"Conviviente (065)",17,,13,2,2,
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",1,,,1,,
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",6,1,5,,,
