"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",45715,570,15844,16747,10923,1631
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",108,,8,37,56,7
"Profes., científicos e intelectuales (002)",3233,,758,1576,859,40
"Técnicos de nivel medio y trab. asimilados (003)",2203,4,701,863,581,54
"Jefes y empleados de oficina (004)",1675,,630,597,434,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5833,75,1759,2241,1495,263
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4892,11,1143,1716,1573,449
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5237,22,2186,1826,1065,138
"Obreros construc., conf., papel, fab., instr. (008)",6123,21,2062,2423,1454,163
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",14544,429,5940,4696,3016,463
"Otra (010)",830,,272,415,143,
"Ocupación no especificada (011)",1037,8,385,357,247,40
"Hombres (012)",32132,394,11248,11429,7789,1272
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",72,,6,23,37,6
"Profes., científicos e intelectuales (014)",1378,,244,598,504,32
"Técnicos de nivel medio y trab. asimilados (015)",1524,3,448,599,430,44
"Jefes y empleados de oficina (016)",911,,275,338,287,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2641,36,836,972,650,147
"Agricult. trabaj. calif.agrop. y pesqueros (018)",4359,10,1021,1509,1411,408
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",4278,16,1775,1479,890,118
"Obreros construc., conf., papel, fab., instr. (020)",5981,16,2020,2359,1424,162
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",9534,308,4109,2938,1854,325
"Otra (022)",804,,257,405,142,
"Ocupación no especificada (023)",650,5,257,209,160,19
"Mujeres (024)",13583,176,4596,5318,3134,359
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",36,,2,14,19,1
"Profes., científicos e intelectuales (026)",1855,,514,978,355,8
"Técnicos de nivel medio y trab. asimilados (027)",679,1,253,264,151,10
"Jefes y empleados de oficina (028)",764,,355,259,147,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3192,39,923,1269,845,116
"Agricult. trabaj. calif.agrop. y pesqueros (030)",533,1,122,207,162,41
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",959,6,411,347,175,20
"Obreros construc., conf., papel, fab., instr. (032)",142,5,42,64,30,1
