"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia RECUAY (000)",5447,38,490,164,195,569,1507,344,488,1497,37,118
"Agric., ganadería, caza y silvicultura (001)",2216,,2,2,2,,1496,,,714,,
"Pesca (002)",12,,,,,,11,,,1,,
"Explotación de minas y canteras (003)",261,1,20,38,12,,,114,13,63,,
"Industrias manufactureras (004)",174,,4,12,1,2,,146,6,3,,
"Suministro de electricidad, gas y agua (005)",13,,,3,,,,3,,7,,
"Construcción (006)",366,,7,8,1,,,12,163,175,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",680,2,5,6,2,443,,55,5,162,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,,2,,12,,45,5,7,,
"Comercio al por mayor (009)",12,,1,1,,8,,,,2,,
"Comercio al por menor (010)",597,2,4,3,2,423,,10,,153,,
"Hoteles y restaurantes (011)",207,,,6,3,96,,,,102,,
"Trans., almac. y comunicaciones (012)",349,,2,10,10,6,,5,256,60,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",117,,31,21,30,12,,3,9,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",299,31,27,22,84,1,,2,27,68,37,
"Enseñanza (016)",417,4,360,4,35,,,,2,12,,
