"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",429,135,35,24,235
"Otras activ. serv.comun.soc y personales (040)",1569,833,303,304,129
"Hogares privados con servicio doméstico (041)",112,112,,,
"Organiz. y organos extraterritoriales (042)",1,,,,1
"Actividad economica no especificada (043)",486,296,71,68,51
"Mujeres (044)",29622,18931,2887,3661,4143
"Agric., ganadería, caza y silvicultura (045)",8211,3939,1425,1958,889
"Pesca (046)",28,27,1,,
"Explotación de minas y canteras (047)",34,5,5,5,19
"Industrias manufactureras (048)",874,458,60,94,262
"Suministro de electricidad, gas y agua (049)",35,9,2,7,17
"Construcción (050)",109,52,15,26,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7606,7158,288,122,38
"Venta, mant.y rep. veh.autom y motoc. (052)",131,99,23,6,3
"Comercio al por mayor (053)",371,277,32,27,35
"Comercio al por menor (054)",7104,6782,233,89,
"Hoteles y restaurantes (055)",2830,2496,217,98,19
"Trans., almac. y comunicaciones (056)",441,299,45,47,50
"Intermediación financiera (057)",155,28,21,66,40
"Activid.inmobil., empres. y alquileres (058)",845,405,140,180,120
"Admin.pub. y defensa; p. segur soc.afil (059)",1110,,,,1110
"Enseñanza (060)",2682,408,483,896,895
"Servicios sociales y de salud (061)",1003,298,65,54,586
"Otras activ. serv.comun.soc y personales (062)",940,731,88,77,44
"Hogares privados con servicio doméstico (063)",2133,2133,,,
"Actividad economica no especificada (065)",586,485,32,31,38
,,,,,
"URBANA (066)",68954,42172,8070,8662,10050
"Agric., ganadería, caza y silvicultura (067)",18373,9944,3081,3593,1755
"Pesca (068)",479,403,38,17,21
"Explotación de minas y canteras (069)",951,85,58,156,652
"Industrias manufactureras (070)",3295,1847,315,346,787
"Suministro de electricidad, gas y agua (071)",181,54,25,47,55
"Construcción (072)",5866,3288,1170,822,586
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",13233,11959,737,378,159
"Venta, mant.y rep. veh.autom y motoc. (074)",1380,1132,127,54,67
"Comercio al por mayor (075)",867,557,121,97,92
"Comercio al por menor (076)",10986,10270,489,227,
"Hoteles y restaurantes (077)",3629,3111,343,145,30
"Trans., almac. y comunicaciones (078)",6432,5005,537,449,441
"Intermediación financiera (079)",292,60,39,115,78
"Activid.inmobil., empres. y alquileres (080)",3139,1427,502,692,518
"Admin.pub. y defensa; p. segur soc.afil (081)",2552,,,,2552
"Enseñanza (082)",4074,507,698,1458,1411
"Servicios sociales y de salud (083)",1323,398,87,71,767
"Otras activ. serv.comun.soc y personales (084)",2183,1380,351,298,154
"Hogares privados con servicio doméstico (085)",1996,1996,,,
"Organiz. y organos extraterritoriales (086)",1,,,,1
"Actividad economica no especificada (087)",955,708,89,75,83
"Hombres (088)",43378,26007,5706,5409,6256
"Agric., ganadería, caza y silvicultura (089)",12507,7547,2065,1927,968
"Pesca (090)",463,388,37,17,21
"Explotación de minas y canteras (091)",920,80,54,152,634
"Industrias manufactureras (092)",2527,1428,258,263,578
"Suministro de electricidad, gas y agua (093)",147,45,23,41,38
"Construcción (094)",5771,3239,1157,799,576
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6177,5323,470,259,125
"Venta, mant.y rep. veh.autom y motoc. (096)",1260,1039,107,48,66
"Comercio al por mayor (097)",518,298,91,70,59
"Comercio al por menor (098)",4399,3986,272,141,
"Hoteles y restaurantes (099)",1002,782,140,65,15
"Trans., almac. y comunicaciones (100)",6037,4733,493,411,400
"Intermediación financiera (101)",140,34,18,49,39
"Activid.inmobil., empres. y alquileres (102)",2372,1067,377,525,403
"Admin.pub. y defensa; p. segur soc.afil (103)",1500,,,,1500
"Enseñanza (104)",1570,140,253,601,576
"Servicios sociales y de salud (105)",400,123,32,22,223
"Otras activ. serv.comun.soc y personales (106)",1330,717,268,233,112
"Hogares privados con servicio doméstico (107)",95,95,,,
"Organiz. y organos extraterritoriales (108)",1,,,,1
"Actividad economica no especificada (109)",419,266,61,45,47
"Mujeres (110)",25576,16165,2364,3253,3794
"Agric., ganadería, caza y silvicultura (111)",5866,2397,1016,1666,787
"Pesca (112)",16,15,1,,
"Explotación de minas y canteras (113)",31,5,4,4,18
"Industrias manufactureras (114)",768,419,57,83,209
"Suministro de electricidad, gas y agua (115)",34,9,2,6,17
"Construcción (116)",95,49,13,23,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",7056,6636,267,119,34
"Venta, mant.y rep. veh.autom y motoc. (118)",120,93,20,6,1
"Comercio al por mayor (119)",349,259,30,27,33
"Comercio al por menor (120)",6587,6284,217,86,
"Hoteles y restaurantes (121)",2627,2329,203,80,15
"Trans., almac. y comunicaciones (122)",395,272,44,38,41
"Intermediación financiera (123)",152,26,21,66,39
"Activid.inmobil., empres. y alquileres (124)",767,360,125,167,115
"Admin.pub. y defensa; p. segur soc.afil (125)",1052,,,,1052
"Enseñanza (126)",2504,367,445,857,835
"Servicios sociales y de salud (127)",923,275,55,49,544
"Otras activ. serv.comun.soc y personales (128)",853,663,83,65,42
"Hogares privados con servicio doméstico (129)",1901,1901,,,
"Actividad economica no especificada (131)",536,442,28,30,36
,,,,,
"RURAL (132)",13705,9137,1709,1439,1420
"Agric., ganadería, caza y silvicultura (133)",8485,6195,1150,824,316
"Pesca (134)",88,82,6,,
"Explotación de minas y canteras (135)",66,4,11,15,36
"Industrias manufactureras (136)",492,182,27,49,234
"Suministro de electricidad, gas y agua (137)",26,14,4,1,7
"Construcción (138)",951,321,167,121,342
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",955,858,56,23,18
"Venta, mant.y rep. veh.autom y motoc. (140)",110,78,16,7,9
"Comercio al por mayor (141)",57,38,6,4,9
"Comercio al por menor (142)",788,742,34,12,
"Hoteles y restaurantes (143)",297,215,19,50,13
"Trans., almac. y comunicaciones (144)",557,426,43,50,38
"Intermediación financiera (145)",7,4,1,1,1
"Activid.inmobil., empres. y alquileres (146)",519,241,94,130,54
"Admin.pub. y defensa; p. segur soc.afil (147)",190,,,,190
"Enseñanza (148)",271,54,64,61,92
"Servicios sociales y de salud (149)",109,35,13,7,54
"Otras activ. serv.comun.soc y personales (150)",326,184,40,83,19
"Hogares privados con servicio doméstico (151)",249,249,,,
"Actividad economica no especificada (153)",117,73,14,24,6
"Hombres (154)",9659,6371,1186,1031,1071
"Agric., ganadería, caza y silvicultura (155)",6140,4653,741,532,214
"Pesca (156)",76,70,6,,
"Explotación de minas y canteras (157)",63,4,10,14,35
"Industrias manufactureras (158)",386,143,24,38,181
"Suministro de electricidad, gas y agua (159)",25,14,4,,7
"Construcción (160)",937,318,165,118,336
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",405,336,35,20,14
"Venta, mant.y rep. veh.autom y motoc. (162)",99,72,13,7,7
"Comercio al por mayor (163)",35,20,4,4,7
"Comercio al por menor (164)",271,244,18,9,
"Hoteles y restaurantes (165)",94,48,5,32,9
"Trans., almac. y comunicaciones (166)",511,399,42,41,29
"Intermediación financiera (167)",4,2,1,1,
"Activid.inmobil., empres. y alquileres (168)",441,196,79,117,49
"Admin.pub. y defensa; p. segur soc.afil (169)",132,,,,132
"Enseñanza (170)",93,13,26,22,32
"Servicios sociales y de salud (171)",29,12,3,2,12
"Otras activ. serv.comun.soc y personales (172)",239,116,35,71,17
"Hogares privados con servicio doméstico (173)",17,17,,,
"Actividad economica no especificada (175)",67,30,10,23,4
"Mujeres (176)",4046,2766,523,408,349
"Agric., ganadería, caza y silvicultura (177)",2345,1542,409,292,102
"Pesca (178)",12,12,,,
"Explotación de minas y canteras (179)",3,,1,1,1
"Industrias manufactureras (180)",106,39,3,11,53
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",14,3,2,3,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",550,522,21,3,4
"Venta, mant.y rep. veh.autom y motoc. (184)",11,6,3,,2
"Comercio al por mayor (185)",22,18,2,,2
"Comercio al por menor (186)",517,498,16,3,
"Hoteles y restaurantes (187)",203,167,14,18,4
"Trans., almac. y comunicaciones (188)",46,27,1,9,9
"Intermediación financiera (189)",3,2,,,1
"Activid.inmobil., empres. y alquileres (190)",78,45,15,13,5
"Admin.pub. y defensa; p. segur soc.afil (191)",58,,,,58
"Enseñanza (192)",178,41,38,39,60
"Servicios sociales y de salud (193)",80,23,10,5,42
"Otras activ. serv.comun.soc y personales (194)",87,68,5,12,2
"Hogares privados con servicio doméstico (195)",232,232,,,
"Actividad economica no especificada (197)",50,43,4,1,2
