"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN ROMAN (000)",90010,20280,10709,48918,1596,7228,1279
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",125,105,,,20,,
"Profes., científicos e intelectuales (002)",10071,8640,,1294,123,14,
"Técnicos de nivel medio y trab. asimilados (003)",3495,1851,,1358,246,39,1
"Jefes y empleados de oficina (004)",2573,2500,,44,3,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",19919,2654,98,14083,356,2727,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5066,,1,4993,72,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14071,,3548,9095,437,991,
"Obreros construc.,conf.,papel, fab., instr. (008)",10151,1216,3202,5409,212,112,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",21578,2037,3595,11580,79,3010,1277
"Otra (010)",780,780,,,,,
"Ocupación no especificada (011)",2181,497,265,1062,48,309,
"Hombres (012)",52209,11991,9206,27495,1058,2325,134
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",100,85,,,15,,
"Profes., científicos e intelectuales (014)",6090,5045,,946,91,8,
"Técnicos de nivel medio y trab. asimilados (015)",2231,1103,,956,154,18,
"Jefes y empleados de oficina (016)",1264,1238,,17,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",7323,1377,36,5231,170,509,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3276,,1,3230,45,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",9627,,2905,5845,348,529,
"Obreros construc.,conf.,papel, fab., instr. (020)",9682,1198,3111,5086,196,91,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",10852,928,2985,5712,17,1076,134
"Otra (022)",757,757,,,,,
"Ocupación no especificada (023)",1007,260,168,472,22,85,
"Mujeres (024)",37801,8289,1503,21423,538,4903,1145
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",25,20,,,5,,
"Profes., científicos e intelectuales (026)",3981,3595,,348,32,6,
"Técnicos de nivel medio y trab. asimilados (027)",1264,748,,402,92,21,1
"Jefes y empleados de oficina (028)",1309,1262,,27,3,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",12596,1277,62,8852,186,2218,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1790,,,1763,27,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4444,,643,3250,89,462,
"Obreros construc.,conf.,papel, fab., instr. (032)",469,18,91,323,16,21,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",10726,1109,610,5868,62,1934,1143
"Otra (034)",23,23,,,,,
"Ocupación no especificada (035)",1174,237,97,590,26,224,
,,,,,,,
"URBANA (036)",81535,20002,9822,43838,1562,5062,1249
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",115,95,,,20,,
"Profes., científicos e intelectuales (038)",9956,8534,,1285,123,14,
"Técnicos de nivel medio y trab. asimilados (039)",3451,1826,,1341,244,39,1
"Jefes y empleados de oficina (040)",2524,2452,,43,3,26,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",19635,2624,89,13867,352,2702,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1985,,,1927,58,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",12142,,3248,7855,429,610,
"Obreros construc.,conf.,papel, fab., instr. (044)",9728,1203,3010,5197,208,110,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",19078,1996,3212,11285,78,1260,1247
"Otra (046)",780,780,,,,,
"Ocupación no especificada (047)",2141,492,263,1038,47,301,
"Hombres (048)",47389,11813,8472,24312,1036,1623,133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",93,78,,,15,,
"Profes., científicos e intelectuales (050)",6020,4978,,943,91,8,
"Técnicos de nivel medio y trab. asimilados (051)",2197,1084,,943,152,18,
"Jefes y empleados de oficina (052)",1239,1213,,17,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",7188,1356,33,5126,170,503,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1350,,,1312,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",8497,,2657,5127,340,373,
"Obreros construc.,conf.,papel, fab., instr. (056)",9263,1185,2920,4877,192,89,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",9791,904,2696,5502,16,540,133
"Otra (058)",757,757,,,,,
"Ocupación no especificada (059)",994,258,166,465,22,83,
"Mujeres (060)",34146,8189,1350,19526,526,3439,1116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",22,17,,,5,,
"Profes., científicos e intelectuales (062)",3936,3556,,342,32,6,
"Técnicos de nivel medio y trab. asimilados (063)",1254,742,,398,92,21,1
"Jefes y empleados de oficina (064)",1285,1239,,26,3,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",12447,1268,56,8741,182,2199,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",635,,,615,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",3645,,591,2728,89,237,
"Obreros construc.,conf.,papel, fab., instr. (068)",465,18,90,320,16,21,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",9287,1092,516,5783,62,720,1114
"Otra (070)",23,23,,,,,
"Ocupación no especificada (071)",1147,234,97,573,25,218,
,,,,,,,
"RURAL (072)",8475,278,887,5080,34,2166,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",115,106,,9,,,
"Técnicos de nivel medio y trab. asimilados (075)",44,25,,17,2,,
"Jefes y empleados de oficina (076)",49,48,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",284,30,9,216,4,25,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3081,,1,3066,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1929,,300,1240,8,381,
"Obreros construc.,conf.,papel, fab., instr. (080)",423,13,192,212,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2500,41,383,295,1,1750,30
"Ocupación no especificada (083)",40,5,2,24,1,8,
"Hombres (084)",4820,178,734,3183,22,702,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",70,67,,3,,,
"Técnicos de nivel medio y trab. asimilados (087)",34,19,,13,2,,
"Jefes y empleados de oficina (088)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",135,21,3,105,,6,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1926,,1,1918,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1130,,248,718,8,156,
"Obreros construc.,conf.,papel, fab., instr. (092)",419,13,191,209,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1061,24,289,210,1,536,1
