"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1157,,,,,431,357,326,43
"Superior univ. incompleto (037)",789,,,,160,325,110,174,20
"Superior univ. completo (038)",1056,,,,,242,304,440,70
"Hombres (040)",10884,487,1209,1582,1304,1865,1543,2241,653
"Sin nivel (041)",760,487,58,4,4,23,29,75,80
"Educación inicial (042)",265,,248,9,2,6,,,
"Primaria (043)",3486,,903,948,105,194,328,666,342
"Secundaria (044)",4218,,,621,1013,896,701,853,134
"Superior no univ. incompleto (045)",554,,,,103,235,109,99,8
"Superior no univ. completo (046)",575,,,,,209,169,172,25
"Superior univ. incompleto (047)",459,,,,77,197,56,116,13
"Superior univ. completo (048)",567,,,,,105,151,260,51
"Mujeres (050)",11113,422,1198,1508,1227,1891,1673,2353,841
"Sin nivel (051)",1411,422,79,8,9,50,84,386,373
"Educación inicial (052)",265,,251,3,1,5,5,,
"Primaria (053)",4025,,868,908,123,353,541,887,345
"Secundaria (054)",3554,,,589,913,778,569,631,74
"Superior no univ. incompleto (055)",457,,,,98,218,79,57,5
"Superior no univ. completo (056)",582,,,,,222,188,154,18
"Superior univ. incompleto (057)",330,,,,83,128,54,58,7
"Superior univ. completo (058)",489,,,,,137,153,180,19
,,,,,,,,,
"RURAL (060)",39516,2241,5562,5744,3885,5998,5236,8214,2636
"Sin nivel (061)",10354,2241,919,86,165,748,1174,3151,1870
"Educación inicial (062)",1245,,1175,14,7,23,26,,
"Primaria (063)",18845,,3468,4394,1183,2512,2631,3977,680
"Secundaria (064)",8069,,,1250,2431,2260,1168,895,65
"Superior no univ. incompleto (065)",396,,,,70,217,54,49,6
"Superior no univ. completo (066)",287,,,,,122,106,54,5
"Superior univ. incompleto (067)",170,,,,29,75,19,40,7
"Superior univ. completo (068)",150,,,,,41,58,48,3
"Hombres (070)",20106,1139,2848,2966,2085,3087,2626,4133,1222
"Sin nivel (071)",3688,1139,463,32,55,190,311,853,645
"Educación inicial (072)",641,,610,6,1,13,11,,
"Primaria (073)",10147,,1775,2257,560,1217,1380,2449,509
"Secundaria (074)",5015,,,671,1419,1403,780,690,52
"Superior no univ. incompleto (075)",245,,,,36,131,38,36,4
"Superior no univ. completo (076)",166,,,,,62,59,42,3
"Superior univ. incompleto (077)",116,,,,14,50,13,33,6
"Superior univ. completo (078)",88,,,,,21,34,30,3
"Mujeres (080)",19410,1102,2714,2778,1800,2911,2610,4081,1414
"Sin nivel (081)",6666,1102,456,54,110,558,863,2298,1225
"Educación inicial (082)",604,,565,8,6,10,15,,
"Primaria (083)",8698,,1693,2137,623,1295,1251,1528,171
"Secundaria (084)",3054,,,579,1012,857,388,205,13
"Superior no univ. incompleto (085)",151,,,,34,86,16,13,2
"Superior no univ. completo (086)",121,,,,,60,47,12,2
"Superior univ. incompleto (087)",54,,,,15,25,6,7,1
"Superior univ. completo (088)",62,,,,,20,24,18,
