"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",190,130,12,25,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",13067,8351,1493,2086,1137
"Otra (034)",21,,,,21
"Ocupación no especificada (035)",565,476,30,25,34
,,,,,
"URBANA (036)",68954,42172,8070,8662,10050
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",142,6,23,39,74
"Profes., científicos e intelectuales (038)",5701,1164,836,1538,2163
"Técnicos de nivel medio y trab. asimilados (039)",3015,1371,393,381,870
"Jefes y empleados de oficina (040)",2687,535,270,451,1431
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",11897,10215,799,519,364
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5296,4505,592,125,74
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4977,3015,421,409,1132
"Obreros construc.,conf.,papel, fab., instr. (044)",8526,5958,1028,795,745
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",25328,14706,3622,4337,2663
"Otra (046)",456,,,,456
"Ocupación no especificada (047)",929,697,86,68,78
"Hombres (048)",43378,26007,5706,5409,6256
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",98,6,14,31,47
"Profes., científicos e intelectuales (050)",2576,598,372,663,943
"Técnicos de nivel medio y trab. asimilados (051)",1886,909,258,271,448
"Jefes y empleados de oficina (052)",1177,220,121,209,627
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4911,3751,486,393,281
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4368,3734,461,105,68
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",4362,2627,385,360,990
"Obreros construc.,conf.,papel, fab., instr. (056)",8355,5841,1017,775,722
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",14800,8059,2533,2559,1649
"Otra (058)",436,,,,436
"Ocupación no especificada (059)",409,262,59,43,45
"Mujeres (060)",25576,16165,2364,3253,3794
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",44,,9,8,27
"Profes., científicos e intelectuales (062)",3125,566,464,875,1220
"Técnicos de nivel medio y trab. asimilados (063)",1129,462,135,110,422
"Jefes y empleados de oficina (064)",1510,315,149,242,804
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6986,6464,313,126,83
"Agricult.trabaj.calif.agrop.y pesqueros (066)",928,771,131,20,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",615,388,36,49,142
"Obreros construc.,conf.,papel, fab., instr. (068)",171,117,11,20,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",10528,6647,1089,1778,1014
"Otra (070)",20,,,,20
"Ocupación no especificada (071)",520,435,27,25,33
,,,,,
"RURAL (072)",13705,9137,1709,1439,1420
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",26,,3,4,19
"Profes., científicos e intelectuales (074)",492,133,90,87,182
"Técnicos de nivel medio y trab. asimilados (075)",347,130,38,57,122
"Jefes y empleados de oficina (076)",214,47,18,42,107
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1072,810,92,122,48
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2481,2276,157,25,23
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",532,227,38,54,213
"Obreros construc.,conf.,papel, fab., instr. (080)",1084,590,151,127,216
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7298,4853,1110,899,436
"Otra (082)",51,,,,51
"Ocupación no especificada (083)",108,71,12,22,3
"Hombres (084)",9659,6371,1186,1031,1071
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",19,,1,4,14
"Profes., científicos e intelectuales (086)",247,74,45,41,87
"Técnicos de nivel medio y trab. asimilados (087)",252,97,27,44,84
"Jefes y empleados de oficina (088)",123,18,8,28,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",499,286,70,105,38
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2126,1945,135,24,22
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",456,195,35,50,176
"Obreros construc.,conf.,papel, fab., instr. (092)",1065,577,150,122,216
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4759,3149,706,591,313
"Otra (094)",50,,,,50
"Ocupación no especificada (095)",63,30,9,22,2
"Mujeres (096)",4046,2766,523,408,349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",7,,2,,5
"Profes., científicos e intelectuales (098)",245,59,45,46,95
"Técnicos de nivel medio y trab. asimilados (099)",95,33,11,13,38
"Jefes y empleados de oficina (100)",91,29,10,14,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",573,524,22,17,10
"Agricult.trabaj.calif.agrop.y pesqueros (102)",355,331,22,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",76,32,3,4,37
"Obreros construc.,conf.,papel, fab., instr. (104)",19,13,1,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2539,1704,404,308,123
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",45,41,3,,1
