"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",5,29,18,,62.1,,
"No PEA (040)",6958,22813,18549,417,81.3,1.8,
"De 12 a 14 años (041)",1048,4,4,1,100,25,
"De 15 a 19 años (042)",842,87,84,29,96.6,33.3,
"De 20 a 24 años (043)",528,676,643,90,95.1,13.3,
"De 25 a 29 años (044)",550,1323,1266,97,95.7,7.3,
"De 30 a 34 años (045)",547,2041,1864,94,91.3,4.6,
"De 35 a 39 años (046)",546,2562,2325,69,90.7,2.7,
"De 40 a 44 años (047)",487,2658,2282,36,85.9,1.4,
"De 45 a 49 años (048)",386,2135,1781,1,83.4,,
"De 50 y más años (049)",2024,11327,8300,,73.3,,
,,,,,,,
"URBANA (060)",5199,16784,14047,256,83.7,1.5,
"De 12 a 14 años (061)",586,2,2,,100,,
"De 15 a 19 años (062)",549,71,69,23,97.2,32.4,
"De 20 a 24 años (063)",404,414,398,56,96.1,13.5,
"De 25 a 29 años (064)",416,872,848,56,97.2,6.4,
"De 30 a 34 años (065)",443,1397,1296,52,92.8,3.7,
"De 35 a 39 años (066)",469,1903,1751,44,92,2.3,
"De 40 a 44 años (067)",433,2136,1920,23,89.9,1.1,
"De 45 a 49 años (068)",344,1796,1533,2,85.4,0.1,
"De 50 y más años (069)",1555,8193,6230,,76,,
"PEA (070)",1678,5952,5083,87,85.4,1.5,
"De 12 a 14 años (071)",33,,,,,,
"De 15 a 19 años (072)",86,29,29,10,100,34.5,
"De 20 a 24 años (073)",159,141,135,19,95.7,13.5,
"De 25 a 29 años (074)",171,331,324,19,97.9,5.7,
"De 30 a 34 años (075)",194,530,508,18,95.8,3.4,
"De 35 a 39 años (076)",217,825,750,13,90.9,1.6,
"De 40 a 44 años (077)",181,828,749,7,90.5,0.8,
"De 45 a 49 años (078)",163,838,714,1,85.2,0.1,
"De 50 y más años (079)",474,2430,1874,,77.1,,
"Ocupada (080)",1636,5857,5005,85,85.5,1.5,
"De 12 a 14 años (081)",30,,,,,,
"De 15 a 19 años (082)",77,26,26,9,100,34.6,
"De 20 a 24 años (083)",152,139,133,19,95.7,13.7,
"De 25 a 29 años (084)",167,322,315,19,97.8,5.9,
"De 30 a 34 años (085)",187,503,481,17,95.6,3.4,
"De 35 a 39 años (086)",215,823,748,13,90.9,1.6,
"De 40 a 44 años (087)",177,807,733,7,90.8,0.9,
"De 45 a 49 años (088)",161,831,709,1,85.3,0.1,
"De 50 y más años (089)",470,2406,1860,,77.3,,
"Desocupada (090)",42,95,78,2,82.1,2.1,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",9,3,3,1,100,33.3,
"De 20 a 24 años (093)",7,2,2,,100,,
"De 25 a 29 años (094)",4,9,9,,100,,
"De 30 a 34 años (095)",7,27,27,1,100,3.7,
"De 35 a 39 años (096)",2,2,2,,100,,
"De 40 a 44 años (097)",4,21,16,,76.2,,
"De 45 a 49 años (098)",2,7,5,,71.4,,
"De 50 y más años (099)",4,24,14,,58.3,,
"No PEA (100)",3521,10832,8964,169,82.8,1.6,
"De 12 a 14 años (101)",553,2,2,,100,,
"De 15 a 19 años (102)",463,42,40,13,95.2,31,
"De 20 a 24 años (103)",245,273,263,37,96.3,13.6,
"De 25 a 29 años (104)",245,541,524,37,96.9,6.8,
"De 30 a 34 años (105)",249,867,788,34,90.9,3.9,
"De 35 a 39 años (106)",252,1078,1001,31,92.9,2.9,
"De 40 a 44 años (107)",252,1308,1171,16,89.5,1.2,
"De 45 a 49 años (108)",181,958,819,1,85.5,0.1,
"De 50 y más años (109)",1081,5763,4356,,75.6,,
,,,,,,,
"RURAL (120)",4325,15432,12399,303,80.3,2,
"De 12 a 14 años (121)",510,2,2,1,100,50,
"De 15 a 19 años (122)",450,63,62,24,98.4,38.1,
"De 20 a 24 años (123)",378,514,479,63,93.2,12.3,
"De 25 a 29 años (124)",400,971,917,70,94.4,7.2,
"De 30 a 34 años (125)",393,1493,1369,73,91.7,4.9,
"De 35 a 39 años (126)",406,1950,1743,49,89.4,2.5,
"De 40 a 44 años (127)",325,1781,1470,21,82.5,1.2,
"De 45 a 49 años (128)",263,1516,1236,2,81.5,0.1,
"De 50 y más años (129)",1200,7142,5121,,71.7,,
"PEA (130)",888,3451,2814,54,81.5,1.6,
"De 12 a 14 años (131)",15,,,,,,
"De 15 a 19 años (132)",71,18,18,8,100,44.4,
"De 20 a 24 años (133)",95,111,99,10,89.2,9,
"De 25 a 29 años (134)",95,189,175,9,92.6,4.8,
"De 30 a 34 años (135)",95,319,293,13,91.8,4.1,
"De 35 a 39 años (136)",112,466,419,11,89.9,2.4,
"De 40 a 44 años (137)",90,431,359,1,83.3,0.2,
"De 45 a 49 años (138)",58,339,274,2,80.8,0.6,
"De 50 y más años (139)",257,1578,1177,,74.6,,
"Ocupada (140)",866,3433,2797,53,81.5,1.5,
"De 12 a 14 años (141)",13,,,,,,
"De 15 a 19 años (142)",64,18,18,8,100,44.4,
"De 20 a 24 años (143)",88,109,97,9,89,8.3,
"De 25 a 29 años (144)",94,186,172,9,92.5,4.8,
"De 30 a 34 años (145)",94,316,290,13,91.8,4.1,
"De 35 a 39 años (146)",110,463,416,11,89.8,2.4,
"De 40 a 44 años (147)",90,431,359,1,83.3,0.2,
"De 45 a 49 años (148)",57,337,272,2,80.7,0.6,
"De 50 y más años (149)",256,1573,1173,,74.6,,
"Desocupada (150)",22,18,17,1,94.4,5.6,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",7,,,,,,
"De 20 a 24 años (153)",7,2,2,1,100,50,
"De 25 a 29 años (154)",1,3,3,,100,,
"De 30 a 34 años (155)",1,3,3,,100,,
"De 35 a 39 años (156)",2,3,3,,100,,
"De 45 a 49 años (158)",1,2,2,,100,,
"De 50 y más años (159)",1,5,4,,80,,
"No PEA (160)",3437,11981,9585,249,80,2.1,
"De 12 a 14 años (161)",495,2,2,1,100,50,
"De 15 a 19 años (162)",379,45,44,16,97.8,35.6,
"De 20 a 24 años (163)",283,403,380,53,94.3,13.2,
"De 25 a 29 años (164)",305,782,742,61,94.9,7.8,
"De 30 a 34 años (165)",298,1174,1076,60,91.7,5.1,
"De 35 a 39 años (166)",294,1484,1324,38,89.2,2.6,
"De 40 a 44 años (167)",235,1350,1111,20,82.3,1.5,
"De 45 a 49 años (168)",205,1177,962,,81.7,,
"De 50 y más años (169)",943,5564,3944,,70.9,,
