"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LUYA (000)",16418,16060,4336,1959,1892,1568,2477,1765,1189,874,358,52593
"De 12 a 14 años (001)",1825,1810,1802,6,2,,,,,,15,10
"De 15 a 19 años (002)",2052,2019,1641,328,43,6,1,,,,33,436
"De 20 a 24 años (003)",1573,1478,314,642,362,114,43,3,,,95,1906
"De 25 a 29 años (004)",1592,1524,128,376,493,299,212,16,,,68,3268
"De 30 a 34 años (005)",1379,1348,62,177,306,311,366,104,19,3,31,4160
"De 35 a 39 años (006)",1384,1367,54,103,235,252,426,215,69,13,17,5302
"De 40 a 44 años (007)",1200,1176,43,60,127,170,305,278,141,52,24,5730
"De 45 a 49 años (008)",1015,1004,37,58,85,91,253,213,173,94,11,5497
"De 50 y más años (009)",4398,4334,255,209,239,325,871,936,787,712,64,26284
"Sin nivel (010)",2719,2636,265,181,199,226,509,491,398,367,83,14188
"De 12 a 14 años (011)",26,26,26,,,,,,,,,
"De 15 a 19 años (012)",62,62,44,15,3,,,,,,,21
"De 20 a 24 años (013)",85,76,17,26,23,6,3,1,,,9,109
"De 25 a 29 años (014)",91,83,16,13,17,18,17,2,,,8,186
"De 30 a 34 años (015)",98,94,10,4,17,17,29,15,2,,4,328
"De 35 a 39 años (016)",132,126,10,13,14,16,32,29,10,2,6,522
"De 40 a 44 años (017)",161,152,14,11,10,12,35,29,33,8,9,778
"De 45 a 49 años (018)",185,177,11,13,10,11,35,30,40,27,8,1041
"De 50 y más años (019)",1879,1840,117,86,105,146,358,385,313,330,39,11203
"Educacion Inicial (020)",33,31,17,6,5,1,2,,,,2,28
"De 12 a 14 años (021)",10,10,9,1,,,,,,,,1
"De 15 a 19 años (022)",8,8,7,1,,,,,,,,1
