"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",157,,,3,26,18,81,9,20
"Jefes y empleados de oficina (040)",175,,,1,52,24,39,17,42
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",814,54,1,254,393,32,29,21,30
"Agricult.trabaj. calif.agrop. y pesquros (042)",2098,314,,867,789,59,21,17,31
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",247,11,,48,145,17,15,5,6
"Obreros. construc., conf., papel, fab., instr (044)",280,8,,67,156,15,11,11,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1600,156,2,501,811,55,32,24,19
"Otra (046)",30,,,,4,7,6,8,5
"Ocupación no especificada (047)",88,6,,32,42,3,1,1,3
"Hombres (048)",3698,180,,947,1609,189,254,103,416
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",29,,,2,9,4,2,2,10
"Profes., científicos e intelectuales (050)",424,,,,10,17,104,16,277
"Técnicos de nivel medio ytrab.asimilados (051)",99,,,1,17,14,44,8,15
"Jefes y empleados de oficina (052)",124,,,,36,17,24,13,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",216,10,,56,112,9,9,7,13
"Agricult.trabaj. calif.agrop. y pesquros (054)",1424,126,,581,614,47,16,15,25
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",217,4,,40,131,16,15,5,6
"Obreros. construc., conf., papel, fab., instr (056)",278,8,,67,155,15,10,11,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",830,30,,195,508,40,23,18,16
"Otra (058)",30,,,,4,7,6,8,5
"Ocupación no especificada (059)",27,2,,5,13,3,1,,3
"Mujeres (060)",2531,369,3,829,844,75,174,35,202
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,1,,,,,1
"Profes., científicos e intelectuales (062)",285,,,,16,13,87,7,162
"Técnicos de nivel medio ytrab.asimilados (063)",58,,,2,9,4,37,1,5
"Jefes y empleados de oficina (064)",51,,,1,16,7,15,4,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",598,44,1,198,281,23,20,14,17
"Agricult.trabaj. calif.agrop. y pesquros (066)",674,188,,286,175,12,5,2,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",30,7,,8,14,1,,,
"Obreros. construc., conf., papel, fab., instr (068)",2,,,,1,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",770,126,2,306,303,15,9,6,3
"Ocupación no especificada (071)",61,4,,27,29,,,1,
,,,,,,,,,
"RURAL (072)",20151,2344,15,8756,8088,264,278,151,255
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,2,1,1,1,1,2
"Profes., científicos e intelectuales (074)",307,,,,17,18,109,7,156
"Técnicos de nivel medio ytrab.asimilados (075)",46,,,1,11,10,20,3,1
"Jefes y empleados de oficina (076)",46,,,2,31,4,5,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",435,13,,175,227,11,4,3,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",10824,1437,8,5238,3854,105,69,63,50
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1201,25,1,416,675,34,19,21,10
"Obreros. construc., conf., papel, fab., instr (080)",202,3,,68,118,5,5,,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",6930,840,6,2784,3108,69,46,49,28
"Ocupación no especificada (083)",152,26,,70,46,7,,2,1
"Hombres (084)",13212,839,9,5539,6076,204,205,139,201
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,2,1,1,1,1,1
"Profes., científicos e intelectuales (086)",221,,,,8,12,80,6,115
"Técnicos de nivel medio ytrab.asimilados (087)",30,,,1,4,7,14,3,1
"Jefes y empleados de oficina (088)",33,,,1,24,2,4,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",172,1,,60,100,5,2,2,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",8459,707,4,4178,3313,94,57,62,44
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1108,18,1,379,634,31,15,20,10
"Obreros. construc., conf., papel, fab., instr (092)",195,3,,63,116,5,5,,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2930,104,4,834,1852,44,27,42,23
"Ocupación no especificada (095)",57,6,,21,24,3,,2,1
"Mujeres (096)",6939,1505,6,3217,2012,60,73,12,54
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",86,,,,9,6,29,1,41
"Técnicos de nivel medio ytrab.asimilados (099)",16,,,,7,3,6,,
"Jefes y empleados de oficina (100)",13,,,1,7,2,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",263,12,,115,127,6,2,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",2365,730,4,1060,541,11,12,1,6
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",93,7,,37,41,3,4,1,
"Obreros. construc., conf., papel, fab., instr (104)",7,,,5,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",4000,736,2,1950,1256,25,19,7,5
"Ocupación no especificada (107)",95,20,,49,22,4,,,
