"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",976,606,163,160,47
"Hogares privados con servicio doméstico (041)",124,124,,,
"Organiz. y organos extraterritoriales (042)",4,,2,2,
"Actividad economica no especificada (043)",1177,692,191,165,129
"Mujeres (044)",22821,16592,2033,2124,2072
"Agric., ganadería, caza y silvicultura (045)",3211,2675,356,139,41
"Pesca (046)",14,14,,,
"Explotación de minas y canteras (047)",2,1,,1,
"Industrias manufactureras (048)",1098,888,98,70,42
"Suministro de electricidad, gas y agua (049)",25,,,10,15
"Construcción (050)",158,63,20,48,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5571,4994,374,194,9
"Venta, mant.y rep. veh.autom y motoc. (052)",164,111,35,18,
"Comercio al por mayor (053)",237,183,23,22,9
"Comercio al por menor (054)",5170,4700,316,154,
"Hoteles y restaurantes (055)",2666,2287,258,106,15
"Trans., almac. y comunicaciones (056)",399,274,56,40,29
"Intermediación financiera (057)",180,28,26,103,23
"Activid.inmobil., empres. y alquileres (058)",967,441,172,221,133
"Admin.pub. y defensa; p. segur soc.afil (059)",615,,,,615
"Enseñanza (060)",2093,429,366,842,456
"Servicios sociales y de salud (061)",828,159,56,65,548
"Otras activ. serv.comun.soc y personales (062)",759,558,85,94,22
"Hogares privados con servicio doméstico (063)",2840,2840,,,
"Organiz. y organos extraterritoriales (064)",1,,,1,
"Actividad economica no especificada (065)",1394,941,166,190,97
,,,,,
"URBANA (066)",60798,42410,6597,5815,5976
"Agric., ganadería, caza y silvicultura (067)",12968,10850,1504,448,166
"Pesca (068)",77,61,13,3,
"Explotación de minas y canteras (069)",64,12,4,11,37
"Industrias manufactureras (070)",3765,2928,458,259,120
"Suministro de electricidad, gas y agua (071)",223,43,18,80,82
"Construcción (072)",4328,2539,751,677,361
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12158,10481,1040,579,58
"Venta, mant.y rep. veh.autom y motoc. (074)",1804,1408,254,114,28
"Comercio al por mayor (075)",639,433,90,86,30
"Comercio al por menor (076)",9715,8640,696,379,
"Hoteles y restaurantes (077)",3495,2864,410,190,31
"Trans., almac. y comunicaciones (078)",5765,4567,449,409,340
"Intermediación financiera (079)",503,72,67,286,78
"Activid.inmobil., empres. y alquileres (080)",2999,1440,493,634,432
"Admin.pub. y defensa; p. segur soc.afil (081)",2132,,,,2132
"Enseñanza (082)",3876,679,719,1530,948
"Servicios sociales y de salud (083)",1399,311,86,101,901
"Otras activ. serv.comun.soc y personales (084)",1694,1128,245,252,69
"Hogares privados con servicio doméstico (085)",2864,2864,,,
"Organiz. y organos extraterritoriales (086)",5,,2,3,
"Actividad economica no especificada (087)",2483,1571,338,353,221
"Hombres (088)",39255,26910,4695,3734,3916
"Agric., ganadería, caza y silvicultura (089)",10713,9008,1241,338,126
"Pesca (090)",66,50,13,3,
"Explotación de minas y canteras (091)",62,11,4,10,37
"Industrias manufactureras (092)",2680,2052,360,190,78
"Suministro de electricidad, gas y agua (093)",198,43,18,70,67
"Construcción (094)",4170,2476,731,629,334
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6652,5547,671,385,49
"Venta, mant.y rep. veh.autom y motoc. (096)",1641,1298,219,96,28
"Comercio al por mayor (097)",402,250,67,64,21
"Comercio al por menor (098)",4609,3999,385,225,
"Hoteles y restaurantes (099)",863,600,159,88,16
"Trans., almac. y comunicaciones (100)",5368,4294,394,369,311
"Intermediación financiera (101)",323,44,41,183,55
"Activid.inmobil., empres. y alquileres (102)",2034,1000,321,414,299
"Admin.pub. y defensa; p. segur soc.afil (103)",1520,,,,1520
"Enseñanza (104)",1824,269,367,694,494
"Servicios sociales y de salud (105)",580,154,30,37,359
"Otras activ. serv.comun.soc y personales (106)",941,576,160,158,47
"Hogares privados con servicio doméstico (107)",118,118,,,
"Organiz. y organos extraterritoriales (108)",4,,2,2,
"Actividad economica no especificada (109)",1139,668,183,164,124
"Mujeres (110)",21543,15500,1902,2081,2060
"Agric., ganadería, caza y silvicultura (111)",2255,1842,263,110,40
"Pesca (112)",11,11,,,
"Explotación de minas y canteras (113)",2,1,,1,
"Industrias manufactureras (114)",1085,876,98,69,42
"Suministro de electricidad, gas y agua (115)",25,,,10,15
"Construcción (116)",158,63,20,48,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",5506,4934,369,194,9
"Venta, mant.y rep. veh.autom y motoc. (118)",163,110,35,18,
"Comercio al por mayor (119)",237,183,23,22,9
"Comercio al por menor (120)",5106,4641,311,154,
"Hoteles y restaurantes (121)",2632,2264,251,102,15
"Trans., almac. y comunicaciones (122)",397,273,55,40,29
"Intermediación financiera (123)",180,28,26,103,23
"Activid.inmobil., empres. y alquileres (124)",965,440,172,220,133
"Admin.pub. y defensa; p. segur soc.afil (125)",612,,,,612
"Enseñanza (126)",2052,410,352,836,454
"Servicios sociales y de salud (127)",819,157,56,64,542
"Otras activ. serv.comun.soc y personales (128)",753,552,85,94,22
"Hogares privados con servicio doméstico (129)",2746,2746,,,
"Organiz. y organos extraterritoriales (130)",1,,,1,
"Actividad economica no especificada (131)",1344,903,155,189,97
,,,,,
"RURAL (132)",5931,5059,618,154,100
"Agric., ganadería, caza y silvicultura (133)",5044,4465,490,86,3
"Pesca (134)",36,35,1,,
"Industrias manufactureras (136)",39,32,2,5,
"Construcción (138)",102,45,26,25,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",146,129,16,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",10,10,,,
"Comercio al por menor (142)",136,119,16,1,
"Hoteles y restaurantes (143)",49,32,11,6,
"Trans., almac. y comunicaciones (144)",89,74,7,8,
"Activid.inmobil., empres. y alquileres (146)",28,12,4,5,7
"Admin.pub. y defensa; p. segur soc.afil (147)",65,,,,65
"Enseñanza (148)",89,33,39,13,4
"Servicios sociales y de salud (149)",15,4,,1,10
"Otras activ. serv.comun.soc y personales (150)",41,36,3,2,
"Hogares privados con servicio doméstico (151)",100,100,,,
"Actividad economica no especificada (153)",88,62,19,2,5
"Hombres (154)",4653,3967,487,111,88
"Agric., ganadería, caza y silvicultura (155)",4088,3632,397,57,2
"Pesca (156)",33,32,1,,
"Industrias manufactureras (158)",26,20,2,4,
"Construcción (160)",102,45,26,25,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",81,69,11,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",9,9,,,
"Comercio al por menor (164)",72,60,11,1,
"Hoteles y restaurantes (165)",15,9,4,2,
"Trans., almac. y comunicaciones (166)",87,73,6,8,
"Activid.inmobil., empres. y alquileres (168)",26,11,4,4,7
"Admin.pub. y defensa; p. segur soc.afil (169)",62,,,,62
"Enseñanza (170)",48,14,25,7,2
"Servicios sociales y de salud (171)",6,2,,,4
"Otras activ. serv.comun.soc y personales (172)",35,30,3,2,
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",38,24,8,1,5
"Mujeres (176)",1278,1092,131,43,12
"Agric., ganadería, caza y silvicultura (177)",956,833,93,29,1
"Pesca (178)",3,3,,,
"Industrias manufactureras (180)",13,12,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",65,60,5,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por menor (186)",64,59,5,,
"Hoteles y restaurantes (187)",34,23,7,4,
"Trans., almac. y comunicaciones (188)",2,1,1,,
"Activid.inmobil., empres. y alquileres (190)",2,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",41,19,14,6,2
"Servicios sociales y de salud (193)",9,2,,1,6
"Otras activ. serv.comun.soc y personales (194)",6,6,,,
"Hogares privados con servicio doméstico (195)",94,94,,,
"Actividad economica no especificada (197)",50,38,11,1,
