"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ESPINAR (000)",22864,17883,1959,1292,1730
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,,4,1,26
"Profes., científicos e intelectuales (002)",1330,339,291,427,273
"Técnicos de nivel medio y trab. asimilados (003)",561,294,66,76,125
"Jefes y empleados de oficina (004)",351,95,24,37,195
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2059,1870,93,29,67
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6975,6609,364,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1648,940,162,143,403
"Obreros construc.,conf.,papel, fab., instr. (008)",1811,1073,247,276,215
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7727,6427,665,284,351
"Otra (010)",54,,,,54
"Ocupación no especificada (011)",317,236,43,17,21
"Hombres (012)",13426,9541,1369,1015,1501
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",27,,4,1,22
"Profes., científicos e intelectuales (014)",799,171,171,274,183
"Técnicos de nivel medio y trab. asimilados (015)",395,188,51,58,98
"Jefes y empleados de oficina (016)",234,59,15,21,139
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",648,535,38,15,60
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4585,4332,253,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1406,727,146,137,396
"Obreros construc.,conf.,papel, fab., instr. (020)",1749,1036,239,261,213
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3360,2384,424,236,316
"Otra (022)",53,,,,53
"Ocupación no especificada (023)",170,109,28,12,21
"Mujeres (024)",9438,8342,590,277,229
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,,,,4
"Profes., científicos e intelectuales (026)",531,168,120,153,90
"Técnicos de nivel medio y trab. asimilados (027)",166,106,15,18,27
"Jefes y empleados de oficina (028)",117,36,9,16,56
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1411,1335,55,14,7
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2390,2277,111,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",242,213,16,6,7
"Obreros construc.,conf.,papel, fab., instr. (032)",62,37,8,15,2
