"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",288,24,94,85,62,23
"Secundaria (034)",334,10,189,102,27,6
"Superior no univ. incompleta (035)",18,,11,6,1,
"Superior no univ. completa (036)",30,,17,12,1,
"Superior univ. incompleta (037)",6,,4,1,,1
"Superior univ. completa (038)",17,,8,5,4,
"No PEA (040)",28972,13970,8412,3307,2144,1139
"Sin nivel (041)",900,243,101,119,217,220
"Educación inicial (042)",584,565,13,6,,
"Primaria (043)",17157,11003,2122,1779,1436,817
"Secundaria (044)",9212,2159,5416,1177,377,83
"Superior no univ. incompleta (045)",475,,378,69,25,3
"Superior no univ. completa (046)",286,,146,81,51,8
"Superior univ. incompleta (047)",209,,175,25,9,
"Superior univ. completa (048)",149,,61,51,29,8
,,,,,,
"URBANA (060)",28094,7784,9138,5900,3917,1355
"Sin nivel (061)",506,124,59,77,106,140
"Educación inicial (062)",370,348,15,7,,
"Primaria (063)",12585,5724,1609,2035,2178,1039
"Secundaria (064)",11264,1588,5964,2495,1079,138
"Superior no univ. incompleta (065)",913,,535,258,110,10
"Superior no univ. completa (066)",1235,,417,567,243,8
"Superior univ. incompleta (067)",507,,313,139,50,5
"Superior univ. completa (068)",714,,226,322,151,15
"PEA (070)",11877,340,4125,4083,2712,617
"Sin nivel (071)",145,2,20,35,49,39
"Educación inicial (072)",11,5,4,2,,
"Primaria (073)",4167,215,807,1237,1418,490
"Secundaria (074)",5142,118,2464,1704,789,67
"Superior no univ. incompleta (075)",509,,207,205,90,7
"Superior no univ. completa (076)",1014,,309,505,198,2
"Superior univ. incompleta (077)",309,,147,116,41,5
"Superior univ. completa (078)",580,,167,279,127,7
"Ocupada (080)",11429,317,3923,3949,2645,595
"Sin nivel (081)",133,,18,31,48,36
"Educación inicial (082)",11,5,4,2,,
"Primaria (083)",4024,201,771,1196,1380,476
"Secundaria (084)",4910,111,2336,1633,767,63
"Superior no univ. incompleta (085)",496,,198,202,89,7
"Superior no univ. completa (086)",988,,294,495,197,2
"Superior univ. incompleta (087)",303,,143,115,41,4
"Superior univ. completa (088)",564,,159,275,123,7
"Desocupada (090)",448,23,202,134,67,22
"Sin nivel (091)",12,2,2,4,1,3
"Primaria (093)",143,14,36,41,38,14
"Secundaria (094)",232,7,128,71,22,4
"Superior no univ. incompleta (095)",13,,9,3,1,
"Superior no univ. completa (096)",26,,15,10,1,
"Superior univ. incompleta (097)",6,,4,1,,1
"Superior univ. completa (098)",16,,8,4,4,
"No PEA (100)",16217,7444,5013,1817,1205,738
"Sin nivel (101)",361,122,39,42,57,101
"Educación inicial (102)",359,343,11,5,,
"Primaria (103)",8418,5509,802,798,760,549
"Secundaria (104)",6122,1470,3500,791,290,71
"Superior no univ. incompleta (105)",404,,328,53,20,3
"Superior no univ. completa (106)",221,,108,62,45,6
"Superior univ. incompleta (107)",198,,166,23,9,
"Superior univ. completa (108)",134,,59,43,24,8
,,,,,,
"RURAL (120)",21952,6923,6863,4437,2861,868
"Sin nivel (121)",892,129,107,158,312,186
"Educación inicial (122)",231,226,3,2,,
"Primaria (123)",13971,5815,2836,2615,2055,650
"Secundaria (124)",6001,753,3558,1279,383,28
"Superior no univ. incompleta (125)",228,,104,92,31,1
"Superior no univ. completa (126)",467,,193,221,51,2
"Superior univ. incompleta (127)",45,,24,12,8,1
"Superior univ. completa (128)",117,,38,58,21,
"PEA (130)",9197,397,3464,2947,1922,467
"Sin nivel (131)",353,8,45,81,152,67
"Educación inicial (132)",6,4,1,1,,
"Primaria (133)",5232,321,1516,1634,1379,382
"Secundaria (134)",2911,64,1642,893,296,16
"Superior no univ. incompleta (135)",157,,54,76,26,1
"Superior no univ. completa (136)",402,,155,202,45,
"Superior univ. incompleta (137)",34,,15,10,8,1
"Superior univ. completa (138)",102,,36,50,16,
"Ocupada (140)",8924,384,3339,2864,1883,454
"Sin nivel (141)",337,8,43,79,142,65
"Educación inicial (142)",6,4,1,1,,
"Primaria (143)",5087,311,1458,1590,1355,373
"Secundaria (144)",2809,61,1581,862,291,14
"Superior no univ. incompleta (145)",152,,52,73,26,1
"Superior no univ. completa (146)",398,,153,200,45,
"Superior univ. incompleta (147)",34,,15,10,8,1
"Superior univ. completa (148)",101,,36,49,16,
"Desocupada (150)",273,13,125,83,39,13
"Sin nivel (151)",16,,2,2,10,2
"Primaria (153)",145,10,58,44,24,9
"Secundaria (154)",102,3,61,31,5,2
"Superior no univ. incompleta (155)",5,,2,3,,
"Superior no univ. completa (156)",4,,2,2,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",12755,6526,3399,1490,939,401
"Sin nivel (161)",539,121,62,77,160,119
"Educación inicial (162)",225,222,2,1,,
"Primaria (163)",8739,5494,1320,981,676,268
"Secundaria (164)",3090,689,1916,386,87,12
"Superior no univ. incompleta (165)",71,,50,16,5,
"Superior no univ. completa (166)",65,,38,19,6,2
"Superior univ. incompleta (167)",11,,9,2,,
"Superior univ. completa (168)",15,,2,8,5,
