"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2425,,,,,705,873,805,42
"Superior univ. incompleto (037)",519,,,,106,224,86,95,8
"Superior univ. completo (038)",1156,,,,,294,374,458,30
"Hombres (040)",12457,522,1388,1640,1430,2102,1841,2729,805
"Sin nivel (041)",984,522,117,6,16,29,34,119,141
"Educación inicial (042)",338,,316,8,1,3,10,,
"Primaria (043)",4614,,955,1030,148,375,411,1158,537
"Secundaria (044)",3783,,,596,1112,804,602,601,68
"Superior no univ. incompleto (045)",522,,,,95,278,86,58,5
"Superior no univ. completo (046)",1232,,,,,328,447,431,26
"Superior univ. incompleto (047)",318,,,,58,140,46,68,6
"Superior univ. completo (048)",666,,,,,145,205,294,22
"Mujeres (050)",12907,463,1313,1617,1434,2342,2104,2775,859
"Sin nivel (051)",1877,463,90,19,24,74,137,578,492
"Educación inicial (052)",362,,345,2,2,5,8,,
"Primaria (053)",4938,,878,1010,230,602,744,1182,292
"Secundaria (054)",3350,,,586,1020,780,511,407,46
"Superior no univ. incompleto (055)",496,,,,110,271,69,43,3
"Superior no univ. completo (056)",1193,,,,,377,426,374,16
"Superior univ. incompleto (057)",201,,,,48,84,40,27,2
"Superior univ. completo (058)",490,,,,,149,169,164,8
,,,,,,,,,
"RURAL (060)",103510,5604,14716,16153,11216,16002,13157,19797,6865
"Sin nivel (061)",21295,5604,2033,168,329,1276,1791,6075,4019
"Educación inicial (062)",3236,,3110,47,15,31,33,,
"Primaria (063)",60424,,9573,12549,4794,9964,8554,12214,2776
"Secundaria (064)",16949,,,3389,5966,4112,2311,1118,53
"Superior no univ. incompleto (065)",451,,,,83,230,83,54,1
"Superior no univ. completo (066)",697,,,,,256,242,190,9
"Superior univ. incompleto (067)",176,,,,29,75,43,29,
"Superior univ. completo (068)",282,,,,,58,100,117,7
"Hombres (070)",52228,2928,7552,8245,5856,7979,6452,9724,3492
"Sin nivel (071)",7656,2928,1019,67,129,380,451,1414,1268
"Educación inicial (072)",1723,,1672,22,9,11,9,,
"Primaria (073)",31458,,4861,6372,2186,4648,4074,7151,2166
"Secundaria (074)",10295,,,1784,3455,2547,1607,859,43
"Superior no univ. incompleto (075)",304,,,,56,145,61,41,1
"Superior no univ. completo (076)",479,,,,,165,159,147,8
"Superior univ. incompleto (077)",123,,,,21,45,32,25,
"Superior univ. completo (078)",190,,,,,38,59,87,6
"Mujeres (080)",51282,2676,7164,7908,5360,8023,6705,10073,3373
"Sin nivel (081)",13639,2676,1014,101,200,896,1340,4661,2751
"Educación inicial (082)",1513,,1438,25,6,20,24,,
"Primaria (083)",28966,,4712,6177,2608,5316,4480,5063,610
"Secundaria (084)",6654,,,1605,2511,1565,704,259,10
"Superior no univ. incompleto (085)",147,,,,27,85,22,13,
"Superior no univ. completo (086)",218,,,,,91,83,43,1
"Superior univ. incompleto (087)",53,,,,8,30,11,4,
"Superior univ. completo (088)",92,,,,,20,41,30,1
