"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CUTERVO (000)",128874,6589,17417,19410,14080,20446,17102,25301,8529
"Sin nivel (001)",24156,6589,2240,193,369,1379,1962,6772,4652
"Educación inicial (002)",3936,,3771,57,18,39,51,,
"Primaria (003)",69976,,11406,14589,5172,10941,9709,14554,3605
"Secundaria (004)",24082,,,4571,8098,5696,3424,2126,167
"Superior no univ. incompleto (005)",1469,,,,288,779,238,155,9
"Superior no univ. completo (006)",3122,,,,,961,1115,995,51
"Superior univ. incompleto (007)",695,,,,135,299,129,124,8
"Superior univ. completo (008)",1438,,,,,352,474,575,37
"Hombres (010)",64685,3450,8940,9885,7286,10081,8293,12453,4297
"Sin nivel (011)",8640,3450,1136,73,145,409,485,1533,1409
"Educación inicial (012)",2061,,1988,30,10,14,19,,
"Primaria (013)",36072,,5816,7402,2334,5023,4485,8309,2703
"Secundaria (014)",14078,,,2380,4567,3351,2209,1460,111
"Superior no univ. incompleto (015)",826,,,,151,423,147,99,6
"Superior no univ. completo (016)",1711,,,,,493,606,578,34
"Superior univ. incompleto (017)",441,,,,79,185,78,93,6
"Superior univ. completo (018)",856,,,,,183,264,381,28
"Mujeres (020)",64189,3139,8477,9525,6794,10365,8809,12848,4232
"Sin nivel (021)",15516,3139,1104,120,224,970,1477,5239,3243
"Educación inicial (022)",1875,,1783,27,8,25,32,,
"Primaria (023)",33904,,5590,7187,2838,5918,5224,6245,902
"Secundaria (024)",10004,,,2191,3531,2345,1215,666,56
"Superior no univ. incompleto (025)",643,,,,137,356,91,56,3
"Superior no univ. completo (026)",1411,,,,,468,509,417,17
"Superior univ. incompleto (027)",254,,,,56,114,51,31,2
"Superior univ. completo (028)",582,,,,,169,210,194,9
,,,,,,,,,
"URBANA (030)",25364,985,2701,3257,2864,4444,3945,5504,1664
"Sin nivel (031)",2861,985,207,25,40,103,171,697,633
"Educación inicial (032)",700,,661,10,3,8,18,,
"Primaria (033)",9552,,1833,2040,378,977,1155,2340,829
"Secundaria (034)",7133,,,1182,2132,1584,1113,1008,114
"Superior no univ. incompleto (035)",1018,,,,205,549,155,101,8
