"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",6732,63,223,468,919,1288,1847,1924
"De 12 a 14 años (001)",9,,,,,,2,7
"De 15 a 19 años (002)",136,,,,,,83,53
"De 20 a 24 años (003)",600,,,,,,321,279
"De 25 a 29 años (004)",783,,,,,42,454,287
"De 30 a 34 años (005)",756,,,,,134,407,215
"De 35 a 39 años (006)",705,,,,13,221,306,165
"De 40 a 44 años (007)",643,,,,58,271,184,130
"De 45 a 49 años (008)",574,,,1,143,260,65,105
"De 50 y más años (009)",2526,63,223,467,705,360,25,683
"Sin nivel (010)",1136,32,76,152,206,185,107,378
"De 15 a 19 años (012)",1,,,,,,1,
"De 20 a 24 años (013)",7,,,,,,3,4
"De 25 a 29 años (014)",14,,,,,1,5,8
"De 30 a 34 años (015)",54,,,,,9,27,18
"De 35 a 39 años (016)",60,,,,,16,33,11
"De 40 a 44 años (017)",65,,,,6,20,21,18
"De 45 a 49 años (018)",73,,,,14,33,15,11
"De 50 y más años (019)",862,32,76,152,186,106,2,308
"Educacion Inicial (020)",9,,,,,,7,2
"De 20 a 24 años (023)",3,,,,,,2,1
"De 25 a 29 años (024)",3,,,,,,3,
"De 30 a 34 años (025)",2,,,,,,2,
"De 35 a 39 años (026)",1,,,,,,,1
"Primaria (030)",2385,27,115,226,453,542,493,529
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",26,,,,,,12,14
"De 20 a 24 años (033)",94,,,,,,60,34
"De 25 a 29 años (034)",157,,,,,9,108,40
"De 30 a 34 años (035)",186,,,,,35,101,50
"De 35 a 39 años (036)",238,,,,10,84,98,46
"De 40 a 44 años (037)",266,,,,31,120,72,43
"De 45 a 49 años (038)",245,,,1,59,117,26,42
"De 50 y más años (039)",1171,27,115,225,353,177,16,258
"Secundaria (040)",1724,3,16,49,159,323,682,492
"De 12 a 14 años (041)",7,,,,,,2,5
"De 15 a 19 años (042)",85,,,,,,55,30
"De 20 a 24 años (043)",291,,,,,,167,124
"De 25 a 29 años (044)",326,,,,,21,192,113
"De 30 a 34 años (045)",258,,,,,62,131,65
"De 35 a 39 años (046)",187,,,,3,59,78,47
"De 40 a 44 años (047)",155,,,,12,67,44,32
"De 45 a 49 años (048)",141,,,,42,61,9,29
"De 50 y más años (049)",274,3,16,49,102,53,4,47
"Sup. no Univ. incompleta (050)",382,,2,8,18,48,161,145
"De 15 a 19 años (052)",22,,,,,,13,9
"De 20 a 24 años (053)",118,,,,,,57,61
"De 25 a 29 años (054)",74,,,,,4,35,35
