"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1862,,,,,645,747,451,19
"Superior univ. incompleto (037)",340,,,,49,169,64,57,1
"Superior univ. completo (038)",864,,,,,233,315,303,13
"Hombres (040)",9880,362,932,1159,990,1945,1698,2244,550
"Sin nivel (041)",869,362,81,11,10,38,44,160,163
"Educación inicial (042)",186,,176,2,2,2,4,,
"Primaria (043)",3599,,675,751,135,335,419,966,318
"Secundaria (044)",2912,,,395,760,720,492,501,44
"Superior no univ. incompleto (045)",515,,,,58,281,87,85,4
"Superior no univ. completo (046)",1025,,,,,358,390,268,9
"Superior univ. incompleto (047)",219,,,,25,103,48,42,1
"Superior univ. completo (048)",555,,,,,108,214,222,11
"Mujeres (050)",9428,365,906,1101,1012,1939,1555,1956,594
"Sin nivel (051)",2109,365,54,14,23,133,256,828,436
"Educación inicial (052)",222,,208,1,2,5,6,,
"Primaria (053)",3333,,644,692,236,590,498,556,117
"Secundaria (054)",2069,,,394,637,504,258,252,24
"Superior no univ. incompleto (055)",428,,,,90,229,63,41,5
"Superior no univ. completo (056)",837,,,,,287,357,183,10
"Superior univ. incompleto (057)",121,,,,24,66,16,15,
"Superior univ. completo (058)",309,,,,,125,101,81,2
,,,,,,,,,
"RURAL (060)",65084,2866,7737,9571,7297,11401,8648,12684,4880
"Sin nivel (061)",18464,2866,946,132,399,1766,2601,6323,3431
"Educación inicial (062)",1611,,1551,15,4,18,23,,
"Primaria (063)",35022,,5240,7666,3411,6855,4716,5716,1418
"Secundaria (064)",9068,,,1758,3411,2303,1062,510,24
"Superior no univ. incompleto (065)",354,,,,57,211,56,28,2
"Superior no univ. completo (066)",378,,,,,176,136,65,1
"Superior univ. incompleto (067)",70,,,,15,31,13,10,1
"Superior univ. completo (068)",117,,,,,41,41,32,3
"Hombres (070)",30971,1468,3871,4876,3487,5135,3965,5882,2287
"Sin nivel (071)",5108,1468,465,43,92,305,432,1272,1031
"Educación inicial (072)",819,,801,5,1,5,7,,
"Primaria (073)",18531,,2605,3802,1277,2991,2531,4096,1229
"Secundaria (074)",5868,,,1026,2076,1531,808,407,20
"Superior no univ. incompleto (075)",229,,,,32,132,41,22,2
"Superior no univ. completo (076)",275,,,,,119,102,53,1
"Superior univ. incompleto (077)",52,,,,9,22,11,9,1
"Superior univ. completo (078)",89,,,,,30,33,23,3
"Mujeres (080)",34113,1398,3866,4695,3810,6266,4683,6802,2593
"Sin nivel (081)",13356,1398,481,89,307,1461,2169,5051,2400
"Educación inicial (082)",792,,750,10,3,13,16,,
"Primaria (083)",16491,,2635,3864,2134,3864,2185,1620,189
"Secundaria (084)",3200,,,732,1335,772,254,103,4
"Superior no univ. incompleto (085)",125,,,,25,79,15,6,
"Superior no univ. completo (086)",103,,,,,57,34,12,
"Superior univ. incompleto (087)",18,,,,6,9,2,1,
"Superior univ. completo (088)",28,,,,,11,8,9,
