"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUALGAYOC (000)",84392,3593,9575,11831,9299,15285,11901,16884,6024
"Sin nivel (001)",21442,3593,1081,157,432,1937,2901,7311,4030
"Educación inicial (002)",2019,,1935,18,8,25,33,,
"Primaria (003)",41954,,6559,9109,3782,7780,5633,7238,1853
"Secundaria (004)",14049,,,2547,4808,3527,1812,1263,92
"Superior no univ. incompleto (005)",1297,,,,205,721,206,154,11
"Superior no univ. completo (006)",2240,,,,,821,883,516,20
"Superior univ. incompleto (007)",410,,,,64,200,77,67,2
"Superior univ. completo (008)",981,,,,,274,356,335,16
"Hombres (010)",40851,1830,4803,6035,4477,7080,5663,8126,2837
"Sin nivel (011)",5977,1830,546,54,102,343,476,1432,1194
"Educación inicial (012)",1005,,977,7,3,7,11,,
"Primaria (013)",22130,,3280,4553,1412,3326,2950,5062,1547
"Secundaria (014)",8780,,,1421,2836,2251,1300,908,64
"Superior no univ. incompleto (015)",744,,,,90,413,128,107,6
"Superior no univ. completo (016)",1300,,,,,477,492,321,10
"Superior univ. incompleto (017)",271,,,,34,125,59,51,2
"Superior univ. completo (018)",644,,,,,138,247,245,14
"Mujeres (020)",43541,1763,4772,5796,4822,8205,6238,8758,3187
"Sin nivel (021)",15465,1763,535,103,330,1594,2425,5879,2836
"Educación inicial (022)",1014,,958,11,5,18,22,,
"Primaria (023)",19824,,3279,4556,2370,4454,2683,2176,306
"Secundaria (024)",5269,,,1126,1972,1276,512,355,28
"Superior no univ. incompleto (025)",553,,,,115,308,78,47,5
"Superior no univ. completo (026)",940,,,,,344,391,195,10
"Superior univ. incompleto (027)",139,,,,30,75,18,16,
"Superior univ. completo (028)",337,,,,,136,109,90,2
,,,,,,,,,
"URBANA (030)",19308,727,1838,2260,2002,3884,3253,4200,1144
"Sin nivel (031)",2978,727,135,25,33,171,300,988,599
"Educación inicial (032)",408,,384,3,4,7,10,,
"Primaria (033)",6932,,1319,1443,371,925,917,1522,435
"Secundaria (034)",4981,,,789,1397,1224,750,753,68
"Superior no univ. incompleto (035)",943,,,,148,510,150,126,9
