"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MOYOBAMBA (000)",41625,1386,15665,14330,8556,1688
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",79,,7,37,33,2
"Profes., científicos e intelectuales (002)",2939,,573,1772,570,24
"Técnicos de nivel medio y trab. asimilados (003)",1100,1,415,438,226,20
"Jefes y empleados de oficina (004)",1340,,580,468,288,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4273,56,1438,1606,1016,157
"Agricult. trabaj. calif.agrop. y pesqueros (006)",14285,152,4561,4904,3631,1037
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1690,34,631,629,346,50
"Obreros construc., conf., papel, fab., instr. (008)",2905,16,1088,1157,599,45
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",11816,1115,5928,2879,1601,293
"Otra (010)",177,,16,116,45,
"Ocupación no especificada (011)",1021,12,428,324,201,56
"Hombres (012)",30652,1023,11607,10249,6419,1354
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",54,,7,22,23,2
"Profes., científicos e intelectuales (014)",1609,,293,944,354,18
"Técnicos de nivel medio y trab. asimilados (015)",690,1,258,269,146,16
"Jefes y empleados de oficina (016)",603,,207,220,174,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1757,24,581,645,438,69
"Agricult. trabaj. calif.agrop. y pesqueros (018)",13365,132,4243,4626,3392,972
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1400,31,567,508,258,36
"Obreros construc., conf., papel, fab., instr. (020)",2845,16,1061,1139,588,41
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",7811,812,4234,1664,920,181
"Otra (022)",167,,15,108,44,
"Ocupación no especificada (023)",351,7,141,104,82,17
"Mujeres (024)",10973,363,4058,4081,2137,334
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",25,,,15,10,
"Profes., científicos e intelectuales (026)",1330,,280,828,216,6
"Técnicos de nivel medio y trab. asimilados (027)",410,,157,169,80,4
"Jefes y empleados de oficina (028)",737,,373,248,114,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2516,32,857,961,578,88
"Agricult. trabaj. calif.agrop. y pesqueros (030)",920,20,318,278,239,65
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",290,3,64,121,88,14
"Obreros construc., conf., papel, fab., instr. (032)",60,,27,18,11,4
