"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",134,,,2,21,21,51,8,31
"Jefes y empleados de oficina (040)",205,,,3,40,13,75,25,49
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",631,27,,224,245,41,46,17,31
"Agricult.trabaj. calif.agrop. y pesquros (042)",616,33,1,281,225,22,31,7,16
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",860,30,,283,418,42,42,17,28
"Obreros. construc., conf., papel, fab., instr (044)",538,8,2,124,296,38,32,20,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",927,71,,316,436,40,41,16,7
"Otra (046)",45,,,,13,4,17,7,4
"Ocupación no especificada (047)",202,7,1,59,79,15,21,5,15
"Hombres (048)",3018,48,4,643,1237,191,402,108,385
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",33,,,3,7,2,8,,13
"Profes., científicos e intelectuales (050)",420,,,,5,10,160,8,237
"Técnicos de nivel medio ytrab.asimilados (051)",104,,,,19,20,34,7,24
"Jefes y empleados de oficina (052)",119,,,1,28,7,34,17,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",167,3,,42,61,17,20,14,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",459,11,1,204,179,19,25,5,15
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",552,6,,138,305,34,33,15,21
"Obreros. construc., conf., papel, fab., instr (056)",506,5,2,108,286,38,30,20,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",503,22,,122,284,30,31,11,3
"Otra (058)",44,,,,13,4,16,7,4
"Ocupación no especificada (059)",111,1,1,25,50,10,11,4,9
"Mujeres (060)",1799,128,,652,560,67,202,26,164
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",6,,,,1,,2,,3
"Profes., científicos e intelectuales (062)",200,,,,11,10,78,4,97
"Técnicos de nivel medio ytrab.asimilados (063)",30,,,2,2,1,17,1,7
"Jefes y empleados de oficina (064)",86,,,2,12,6,41,8,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",464,24,,182,184,24,26,3,21
"Agricult.trabaj. calif.agrop. y pesquros (066)",157,22,,77,46,3,6,2,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",308,24,,145,113,8,9,2,7
"Obreros. construc., conf., papel, fab., instr (068)",32,3,,16,10,,2,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",424,49,,194,152,10,10,5,4
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",91,6,,34,29,5,10,1,6
,,,,,,,,,
"RURAL (072)",8968,748,5,4161,3082,293,353,86,240
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,1,,,,1
"Profes., científicos e intelectuales (074)",227,,,,8,22,64,4,129
"Técnicos de nivel medio ytrab.asimilados (075)",93,,,3,6,26,39,5,14
"Jefes y empleados de oficina (076)",45,,,1,6,3,12,4,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",200,2,,64,102,10,15,4,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",3974,412,2,2214,1149,74,62,29,32
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",948,28,,249,535,50,62,6,18
"Obreros. construc., conf., papel, fab., instr (080)",412,5,,73,244,34,36,13,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2843,277,3,1438,965,71,56,20,13
"Otra (082)",5,,,,1,,2,,2
"Ocupación no especificada (083)",219,24,,119,65,3,5,1,2
"Hombres (084)",5747,216,4,2279,2420,251,296,78,203
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,1,,,,1
"Profes., científicos e intelectuales (086)",177,,,,6,17,50,3,101
"Técnicos de nivel medio ytrab.asimilados (087)",84,,,3,6,26,30,5,14
"Jefes y empleados de oficina (088)",41,,,,6,3,11,3,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",99,,,18,60,4,11,3,3
"Agricult.trabaj. calif.agrop. y pesquros (090)",2813,157,2,1519,964,61,52,27,31
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",626,4,,72,427,43,59,6,15
"Obreros. construc., conf., papel, fab., instr (092)",401,4,,68,239,34,36,13,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1395,48,2,550,668,60,41,17,9
"Otra (094)",5,,,,1,,2,,2
"Ocupación no especificada (095)",104,3,,49,42,3,4,1,2
"Mujeres (096)",3221,532,1,1882,662,42,57,8,37
"Profes., científicos e intelectuales (098)",50,,,,2,5,14,1,28
"Técnicos de nivel medio ytrab.asimilados (099)",9,,,,,,9,,
"Jefes y empleados de oficina (100)",4,,,1,,,1,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",101,2,,46,42,6,4,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",1161,255,,695,185,13,10,2,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",322,24,,177,108,7,3,,3
"Obreros. construc., conf., papel, fab., instr (104)",11,1,,5,5,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1448,229,1,888,297,11,15,3,4
"Ocupación no especificada (107)",115,21,,70,23,,1,,
