"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJAMARCA (000)",106196,7060,149,34930,31126,3835,9725,4188,15183
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",287,,,6,24,8,55,17,177
"Profes., científicos e intelectuales (002)",12965,,,,376,271,2450,557,9311
"Técnicos de nivel medio ytrab.asimilados (003)",5492,13,,108,867,597,1851,755,1301
"Jefes y empleados de oficina (004)",4439,2,,55,1164,349,1039,542,1288
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",11756,562,18,2850,5080,689,983,706,868
"Agricult.trabaj. calif.agrop. y pesquros (006)",17718,2657,14,11895,2826,71,63,63,129
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",10376,343,15,2582,4286,619,1484,432,615
"Obreros. construc., conf., papel, fab., instr (008)",12364,208,15,3375,6703,494,672,435,462
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",26318,2943,81,13037,8301,522,600,417,417
"Otra (010)",561,,,,126,19,243,51,122
"Ocupación no especificada (011)",3920,332,6,1022,1373,196,285,213,493
"Hombres (012)",74123,3630,84,26760,23457,2541,5665,2825,9161
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",201,,,5,18,4,34,13,127
"Profes., científicos e intelectuales (014)",6881,,,,126,121,949,347,5338
"Técnicos de nivel medio ytrab.asimilados (015)",3650,1,,62,620,408,1167,517,875
"Jefes y empleados de oficina (016)",2050,1,,35,651,153,329,251,630
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",5117,71,4,1047,2403,334,416,411,431
"Agricult.trabaj. calif.agrop. y pesquros (018)",16350,2103,12,11280,2671,64,54,55,111
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",9120,166,12,2211,3885,556,1360,389,541
"Obreros. construc., conf., papel, fab., instr (020)",12047,188,15,3300,6581,478,642,411,432
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",16298,1055,39,8402,5626,305,349,260,262
"Otra (022)",513,,,,116,17,221,42,117
"Ocupación no especificada (023)",1896,45,2,418,760,101,144,129,297
"Mujeres (024)",32073,3430,65,8170,7669,1294,4060,1363,6022
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",86,,,1,6,4,21,4,50
"Profes., científicos e intelectuales (026)",6084,,,,250,150,1501,210,3973
"Técnicos de nivel medio ytrab.asimilados (027)",1842,12,,46,247,189,684,238,426
"Jefes y empleados de oficina (028)",2389,1,,20,513,196,710,291,658
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",6639,491,14,1803,2677,355,567,295,437
"Agricult.trabaj. calif.agrop. y pesquros (030)",1368,554,2,615,155,7,9,8,18
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1256,177,3,371,401,63,124,43,74
"Obreros. construc., conf., papel, fab., instr (032)",317,20,,75,122,16,30,24,30
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",10020,1888,42,4635,2675,217,251,157,155
"Otra (034)",48,,,,10,2,22,9,5
"Ocupación no especificada (035)",2024,287,4,604,613,95,141,84,196
,,,,,,,,,
